# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = timeseries_model
# start_datetime = 2023-01-12 14:23:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\timeseries\timeseries.data.R
# init = 2 (Default)
# random
#   seed = 2911287628 (Default)
# output
#   file = examples\timeseries\timeseriesMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,lambda
-17.5981,0.957082,0.215188,2,7,0,18.041,-1.59447,0.681784,0.456343
-18.8678,0.538791,0.215188,2,7,0,21.278,-1.80879,0.680739,0.441693
-17.8903,0.95706,0.215188,4,19,0,22.0946,-1.5825,0.755016,0.463999
-17.4539,0.999542,0.215188,3,11,0,18.185,-1.56317,0.672381,0.477189
-18.1283,0.544001,0.215188,2,3,0,20.63,-1.49888,0.66225,0.471452
-19.89,0.798732,0.215188,2,7,0,20.4964,-1.53713,0.647792,0.544103
-19.7074,0.999797,0.215188,3,11,0,21.8661,-1.35987,0.76939,0.496041
-21.0205,0.909814,0.215188,4,15,0,24.0831,-2.15482,0.528312,0.269558
-19.1025,0.876973,0.215188,3,11,0,22.2993,-2.01364,0.69086,0.360241
-20.2169,0.947673,0.215188,3,15,0,21.7127,-1.77802,0.821677,0.447827
-19.8226,1,0.215188,2,3,0,20.4013,-1.70721,0.809982,0.40139
-19.5574,0.998721,0.215188,4,31,0,21.6447,-1.29325,0.820051,0.532205
-18.0971,0.999514,0.215188,4,15,0,19.7734,-1.53915,0.782945,0.491558
-18.1426,0.881041,0.215188,3,9,0,18.822,-1.43085,0.663131,0.49452
-19.5347,0.898422,0.215188,4,31,0,21.0554,-2.03922,0.559078,0.347142
-18.7774,0.979081,0.215188,4,15,0,20.0634,-1.95527,0.701331,0.342916
-18.949,0.872568,0.215188,4,17,0,19.8667,-1.43209,0.625771,0.482685
-17.8601,0.965194,0.215188,3,15,0,19.8349,-1.41285,0.653706,0.541107
-17.5609,0.99939,0.215188,4,15,0,17.9083,-1.49041,0.674499,0.492694
-18.1015,0.817016,0.215188,2,3,0,18.7079,-1.5392,0.702217,0.517219
-18.7677,0.92134,0.215188,3,7,0,19.6587,-1.61167,0.815282,0.458415
-18.8768,0.842232,0.215188,3,11,0,20.1427,-1.63736,0.59732,0.492429
-18.1236,0.996215,0.215188,4,15,0,18.9524,-1.43388,0.772268,0.505635
-19.6392,0.943803,0.215188,4,31,0,19.9232,-1.15846,0.623029,0.632523
-19.7513,0.844099,0.215188,4,15,0,22.7355,-1.04012,0.750925,0.613787
-19.6281,0.961494,0.215188,4,15,0,20.4728,-1.13796,0.675291,0.575887
-20.7594,0.859304,0.215188,4,19,0,23.4094,-1.44676,0.534259,0.559415
-19.6676,1,0.215188,2,3,0,20.5464,-1.41515,0.529707,0.539109
-17.7466,1,0.215188,4,15,0,20.0257,-1.74315,0.677023,0.413227
-18.3369,0.872925,0.215188,3,15,0,21.6045,-1.60798,0.651869,0.433157
-17.6631,0.964083,0.215188,2,7,0,18.6078,-1.69009,0.642899,0.449544
-18.4975,0.884549,0.215188,4,15,0,19.5088,-1.52056,0.566079,0.489461
-20.1643,0.984688,0.215188,3,7,0,20.4674,-1.36391,0.512446,0.54023
-17.8355,1,0.215188,4,15,0,20.6976,-1.81416,0.658974,0.40292
-18.3255,0.983926,0.215188,4,19,0,19.6228,-1.18836,0.718782,0.589634
-18.4744,0.896472,0.215188,2,3,0,18.9971,-1.15856,0.730973,0.599434
-18.6501,0.512242,0.215188,3,15,0,23.7805,-1.45973,0.569511,0.522037
-17.8906,0.870092,0.215188,3,15,0,20.0897,-1.45373,0.664793,0.493191
-18.1533,0.613405,0.215188,2,7,0,21.2053,-1.37405,0.705704,0.513039
-19.7641,0.943218,0.215188,4,15,0,20.7045,-2.15422,0.616933,0.285777
-20.6122,0.881618,0.215188,3,7,0,20.9482,-2.22314,0.58094,0.295342
-19.804,0.850197,0.215188,3,11,0,23.2768,-2.04737,0.68174,0.29845
-18.2519,0.976611,0.215188,4,15,0,20.1318,-1.89127,0.701627,0.377069
-18.277,0.787967,0.215188,4,17,0,20.0925,-1.44575,0.590251,0.514433
-18.4108,0.982817,0.215188,3,11,0,19.1188,-1.66233,0.785186,0.439872
-17.5999,0.992466,0.215188,3,11,0,20.3089,-1.66967,0.654619,0.456208
-18.5332,0.831491,0.215188,2,3,0,18.8708,-1.58688,0.662037,0.435299
-19.8266,0.904507,0.215188,3,11,0,21.8714,-1.69328,0.744388,0.491373
-17.7676,0.789308,0.215188,2,3,0,21.7086,-1.57626,0.697134,0.455866
-18.3159,0.961593,0.215188,4,15,0,18.9609,-1.91023,0.68688,0.364685
-17.636,0.999178,0.215188,5,31,0,18.3502,-1.72537,0.653587,0.43386
-17.623,0.820635,0.215188,4,19,0,18.7603,-1.5754,0.73199,0.471526
-17.6095,0.999496,0.215188,4,23,0,17.7669,-1.48114,0.732082,0.501064
-17.499,0.999993,0.215188,3,11,0,17.7775,-1.5298,0.662853,0.486079
-17.8066,0.998684,0.215188,3,15,0,18.2287,-1.78343,0.679925,0.404179
-17.7116,0.993865,0.215188,4,19,0,18.0073,-1.39416,0.668309,0.525059
-17.453,0.89077,0.215188,3,15,0,18.3602,-1.57737,0.669936,0.47412
-17.7292,0.958027,0.215188,3,15,0,18.9894,-1.64688,0.7231,0.44307
-17.536,0.748065,0.215188,2,7,0,19.3891,-1.54169,0.679261,0.475777
-17.8488,0.987861,0.215188,3,11,0,18.107,-1.51699,0.63593,0.511008
-19.7693,0.667957,0.215188,2,3,0,20.846,-1.40085,0.661912,0.477617
-17.8197,1,0.215188,2,3,0,19.9862,-1.56919,0.645101,0.497499
-17.8466,0.994651,0.215188,3,15,0,18.0852,-1.70729,0.681244,0.454971
-19.2662,0.976917,0.215188,3,15,0,19.8173,-1.70877,0.825289,0.445454
-18.3926,0.793999,0.215188,3,15,0,21.8946,-1.58267,0.775386,0.496679
-17.758,0.973635,0.215188,3,15,0,19.3251,-1.4585,0.656461,0.497771
-17.9911,0.956893,0.215188,3,15,0,18.4973,-1.64355,0.64295,0.479187
-19.5389,0.769719,0.215188,2,7,0,20.6219,-1.60733,0.682999,0.413992
-17.6414,0.884216,0.215188,2,7,0,20.4779,-1.69847,0.641059,0.442742
-18.0412,0.977256,0.215188,3,11,0,21.1856,-1.69257,0.589828,0.438601
-18.4954,0.761924,0.215188,2,7,0,19.696,-1.64726,0.627793,0.420687
-20.2407,0.608228,0.215188,3,11,0,23.3844,-1.84839,0.642536,0.447138
-19.6459,1,0.215188,1,1,0,20.5484,-1.83751,0.645473,0.443357
-17.922,0.897274,0.215188,3,11,0,20.263,-1.73726,0.612478,0.417426
-19.6549,0.98934,0.215188,3,7,0,19.7695,-1.89177,0.514306,0.366517
-18.5134,0.885632,0.215188,4,15,0,20.5853,-1.88502,0.719961,0.366799
-20.3002,0.960349,0.215188,4,15,0,20.6924,-0.927136,0.667861,0.668501
-17.7419,0.996642,0.215188,4,15,0,20.7213,-1.62249,0.683152,0.481445
-18.5215,0.99387,0.215188,4,15,0,18.8963,-1.48841,0.79035,0.52592
-19.1415,0.907848,0.215188,4,31,0,19.5954,-1.77192,0.583687,0.450746
-17.7999,0.997502,0.215188,3,15,0,19.6018,-1.48976,0.723849,0.521717
-17.5351,0.981208,0.215188,4,19,0,18.1593,-1.55534,0.710572,0.474473
-19.143,0.662121,0.215188,1,3,0,19.2364,-1.48648,0.706178,0.457182
-19.8282,0.958697,0.215188,3,15,0,20.8697,-1.771,0.636725,0.46829
-18.8977,1,0.215188,2,3,0,20.007,-1.72341,0.63314,0.47056
-18.1129,0.998383,0.215188,4,19,0,19.2977,-1.32757,0.744656,0.536102
-19.141,0.905097,0.215188,3,15,0,20.4944,-1.266,0.661973,0.608683
-18.7588,0.981434,0.215188,4,15,0,19.9963,-1.34543,0.786868,0.521395
-18.8373,0.997835,0.215188,4,15,0,19.5604,-1.62223,0.568062,0.487395
-20.5327,0.755777,0.215188,3,11,0,21.4746,-1.44366,0.746123,0.456259
-17.8837,1,0.215188,2,7,0,20.2122,-1.53877,0.730148,0.467797
-17.6244,0.81246,0.215188,2,7,0,20.1125,-1.52123,0.664475,0.479552
-17.4602,0.999724,0.215188,3,11,0,17.603,-1.61097,0.678367,0.468895
-18.1706,0.994957,0.215188,4,31,0,18.4262,-1.29198,0.76968,0.560532
-18.696,0.979278,0.215188,4,31,0,19.3421,-1.96497,0.596866,0.349066
-18.2954,0.827535,0.215188,4,19,0,21.9237,-1.41986,0.616823,0.504409
-17.6092,0.983585,0.215188,2,7,0,18.5625,-1.55941,0.659543,0.494463
-17.8358,0.626294,0.215188,3,11,0,20.4226,-1.72268,0.628801,0.44294
-17.4989,0.9604,0.215188,4,15,0,18.3448,-1.52921,0.71134,0.495719
-18.1153,0.984585,0.215188,3,15,0,18.7586,-1.47512,0.598221,0.501836
-18.0131,0.921767,0.215188,2,3,0,18.5359,-1.54379,0.623004,0.505854
-18.7158,0.841316,0.215188,1,3,0,18.9274,-1.56822,0.633771,0.516843
-20.3273,1,0.215188,4,15,0,20.5948,-2.17229,0.639558,0.319731
-21.1784,0.874398,0.215188,2,3,0,21.4025,-2.03655,0.621691,0.278846
-19.4192,1,0.215188,2,3,0,20.8419,-2.11113,0.620334,0.320988
-18.2617,0.994372,0.215188,4,23,0,19.8579,-1.29481,0.70758,0.586081
-20.4146,0.731713,0.215188,4,15,0,23.6656,-1.69265,0.876426,0.441293
-19.2615,0.996558,0.215188,2,3,0,20.4563,-1.62972,0.838945,0.45768
-18.2753,0.961253,0.215188,3,15,0,21.4122,-1.24263,0.737947,0.56483
-17.5961,0.934663,0.215188,4,15,0,18.7888,-1.53621,0.641234,0.48466
-19.4814,0.94706,0.215188,4,15,0,20.7249,-0.990245,0.747661,0.653089
-18.2901,0.999672,0.215188,4,31,0,20.0708,-1.5185,0.790201,0.507181
-18.351,0.930212,0.215188,4,31,0,19.3735,-1.7035,0.694714,0.40542
-18.9084,0.974487,0.215188,5,31,0,19.3315,-1.45344,0.784157,0.481628
-20.4469,0.716154,0.215188,2,3,0,20.8682,-1.53726,0.773769,0.546361
-19.1201,0.986563,0.215188,1,3,0,20.6051,-1.48428,0.789389,0.541316
-17.5486,0.864124,0.215188,2,7,0,20.8589,-1.5062,0.694758,0.486943
-17.6505,0.829839,0.215188,3,11,0,18.6141,-1.68402,0.716028,0.442328
-17.7034,0.998155,0.215188,4,15,0,17.8216,-1.68885,0.627214,0.437548
-17.7765,0.999339,0.215188,4,15,0,17.9772,-1.43774,0.753095,0.523105
-17.7701,0.950074,0.215188,3,15,0,18.3148,-1.63152,0.691262,0.439598
-18.6765,0.996453,0.215188,4,15,0,19.4066,-1.39412,0.585349,0.516775
-19.7483,0.994262,0.215188,4,15,0,21.0887,-1.272,0.868172,0.575119
-19.4543,1,0.215188,2,3,0,19.7529,-1.27956,0.855655,0.568862
-22.1898,0.692923,0.215188,4,15,0,23.6988,-1.07262,0.841338,0.688276
-19.5874,0.982509,0.215188,2,7,0,22.6163,-1.05697,0.804601,0.623025
-18.96,0.997542,0.215188,4,23,0,21.0655,-1.4779,0.546245,0.504393
-19.0457,0.932714,0.215188,4,23,0,21.0255,-1.17502,0.752748,0.628746
-21.5098,0.677551,0.215188,2,3,0,22.1831,-1.03156,0.754159,0.589455
-20.7827,0.809028,0.215188,3,11,0,23.3995,-1.24609,0.760561,0.520234
-22.1826,0.978346,0.215188,2,7,0,22.5421,-1.34511,0.814719,0.617461
-18.6077,0.992426,0.215188,2,7,0,21.6648,-1.26902,0.796758,0.583527
-19.8182,0.849321,0.215188,4,15,0,20.5956,-1.29466,0.853895,0.540396
-20.1986,0.90937,0.215188,1,1,0,20.3245,-1.27628,0.857939,0.539568
-21.3696,0.899526,0.215188,3,7,0,21.4335,-1.4255,0.870064,0.571487
-20.0598,0.928581,0.215188,4,15,0,22.2139,-1.19248,0.607402,0.558224
-19.8547,0.99857,0.215188,3,7,0,20.2973,-1.32618,0.588299,0.591923
-19.4191,0.94001,0.215188,4,15,0,20.7272,-1.60955,0.848128,0.470082
-18.7314,0.997017,0.215188,4,31,0,21.7263,-1.83709,0.767986,0.389303
-19.0027,0.998147,0.215188,4,15,0,19.409,-1.96068,0.742589,0.358216
-18.9373,0.999005,0.215188,2,3,0,19.0262,-1.95042,0.738597,0.35358
-18.2473,0.999129,0.215188,4,15,0,19.4121,-1.25933,0.655642,0.581881
-17.7674,0.606864,0.215188,4,19,0,21.3096,-1.54387,0.634423,0.472297
-18.6273,0.880294,0.215188,3,15,0,19.5151,-1.45547,0.741169,0.478115
-19.1587,0.986856,0.215188,3,15,0,19.7686,-1.41515,0.605396,0.488944
-18.5776,1,0.215188,4,23,0,19.1826,-1.47652,0.620577,0.538222
-18.7124,0.937926,0.215188,4,31,0,19.7402,-1.54819,0.580135,0.458768
-18.7698,0.520962,0.215188,4,19,0,23.8843,-1.19583,0.629589,0.595662
-20.4545,0.884528,0.215188,4,15,0,21.5983,-1.10375,0.851029,0.595591
-21.3086,0.747483,0.215188,1,1,0,21.4915,-1.0846,0.85046,0.586586
-19.9898,1,0.215188,2,3,0,20.9849,-1.12085,0.854044,0.605389
-18.311,0.803397,0.215188,5,31,0,21.4223,-1.4041,0.74842,0.502934
-17.7801,0.999585,0.215188,3,15,0,20.2187,-1.74733,0.65561,0.411033
-20.1358,0.632823,0.215188,2,7,0,21.3018,-1.94795,0.655222,0.410109
-18.2682,0.954822,0.215188,4,21,0,21.0383,-1.40301,0.673115,0.558851
-21.9124,0.575004,0.215188,2,3,0,23.0293,-1.20551,0.662158,0.522197
-22.0503,1,0.215188,4,15,0,23.1126,-1.75131,0.588985,0.494242
-19.2428,0.996711,0.215188,4,23,0,22.3624,-1.23759,0.63522,0.548777
-18.746,0.958681,0.215188,2,7,0,20.3615,-1.27394,0.617955,0.58674
-18.9198,0.79059,0.215188,2,3,0,19.8119,-1.26728,0.626662,0.596585
-19.0294,0.992409,0.215188,3,7,0,19.3363,-1.14899,0.632052,0.602409
-17.9395,0.963227,0.215188,4,15,0,19.7549,-1.62219,0.647769,0.485291
-17.682,0.939799,0.215188,3,11,0,18.4063,-1.50299,0.638504,0.491116
-17.7703,0.636081,0.215188,2,3,0,20.0986,-1.50368,0.676786,0.478602
-19.6705,0.552391,0.215188,2,3,0,20.264,-1.66675,0.662112,0.501848
-17.4666,1,0.215188,2,3,0,19.3093,-1.56434,0.6668,0.483287
-18.899,0.939545,0.215188,4,31,0,19.8164,-2.00899,0.677404,0.328513
-22.9887,0.947201,0.215188,5,31,0,23.2591,-2.49626,0.589418,0.197875
-21.5144,0.816278,0.215188,4,15,0,27.443,-1.82862,0.568744,0.4612
-17.4747,0.993461,0.215188,3,15,0,21.4477,-1.52762,0.668277,0.488429
-18.7497,0.938011,0.215188,3,15,0,20.3463,-1.20862,0.779239,0.57217
-17.9442,0.926569,0.215188,2,7,0,19.5577,-1.33933,0.757135,0.550066
-20.8529,0.487961,0.215188,4,19,0,23.761,-1.27537,0.785705,0.627396
-19.6799,0.999005,0.215188,4,21,0,21.726,-1.69465,0.68177,0.38656
-20.2123,0.998914,0.215188,2,7,0,20.4385,-1.92682,0.727238,0.414339
-20.139,1,0.215188,2,3,0,20.7211,-1.83289,0.743432,0.34879
-19.3768,0.972555,0.215188,3,15,0,20.9692,-1.46448,0.65729,0.46175
-18.5006,1,0.215188,2,7,0,19.6663,-1.63847,0.622436,0.489599
-19.3566,0.952261,0.215188,2,7,0,19.5376,-1.47916,0.596557,0.464999
-19.4832,0.971088,0.215188,4,19,0,21.2906,-2.03752,0.672209,0.30616
-18.651,0.969986,0.215188,4,15,0,21.0794,-1.61319,0.773488,0.493574
-17.6115,0.985091,0.215188,4,23,0,18.7326,-1.39257,0.702443,0.533335
-19.3099,0.572587,0.215188,3,11,0,21.5081,-1.29868,0.748849,0.520365
-17.7275,0.999374,0.215188,4,15,0,19.7384,-1.61291,0.679261,0.484138
-17.4406,0.998654,0.215188,3,15,0,18.1497,-1.53807,0.682235,0.488401
-17.7953,0.898283,0.215188,2,7,0,18.3991,-1.56659,0.62756,0.492325
-17.6451,0.997074,0.215188,4,15,0,17.9613,-1.70958,0.700024,0.440381
-17.4855,0.859139,0.215188,3,11,0,18.5395,-1.60369,0.681525,0.474983
-17.6362,0.989119,0.215188,3,15,0,18.0781,-1.48889,0.641743,0.502216
-17.7496,0.995442,0.215188,3,7,0,17.8002,-1.43377,0.641454,0.516108
-18.0024,0.977329,0.215188,4,15,0,18.35,-1.76217,0.722267,0.431399
-17.7289,0.999848,0.215188,5,31,0,18.2415,-1.34726,0.700187,0.550983
-17.7278,0.955781,0.215188,4,15,0,17.9898,-1.40707,0.68908,0.51485
-18.1905,0.884815,0.215188,4,15,0,18.9949,-1.74894,0.752337,0.4319
-18.5094,0.910524,0.215188,3,15,0,19.1683,-1.69753,0.789967,0.436144
-17.5488,0.976758,0.215188,3,15,0,18.8144,-1.66651,0.67492,0.440844
-17.7973,0.862989,0.215188,3,11,0,18.7353,-1.75817,0.64047,0.410714
-18.2979,0.983916,0.215188,4,23,0,18.9357,-1.30229,0.78378,0.567307
-20.8081,0.910075,0.215188,3,11,0,21.0295,-1.12902,0.882102,0.592834
-18.8905,0.949493,0.215188,2,7,0,22.2935,-1.18481,0.803562,0.605092
-18.4084,1,0.215188,4,15,0,19.2002,-1.17037,0.698664,0.604948
-18.4361,0.987312,0.215188,4,15,0,19.0998,-1.42859,0.808497,0.522983
-18.9791,0.994597,0.215188,4,15,0,19.586,-1.20933,0.611767,0.597596
-18.6636,0.998632,0.215188,3,7,0,19.1765,-1.25557,0.61345,0.576573
-17.7073,0.991554,0.215188,2,7,0,19.0696,-1.37128,0.674416,0.541445
-18.5098,0.819948,0.215188,4,15,0,19.3061,-1.42004,0.809549,0.51681
-19.4987,0.877506,0.215188,5,31,0,23.0862,-1.74503,0.828873,0.414976
-18.6409,0.82525,0.215188,4,15,0,21.3463,-1.8241,0.676939,0.368008
-19.8287,0.907674,0.215188,2,3,0,19.9695,-1.80254,0.66864,0.354473
-20.2881,0.958947,0.215188,2,3,0,20.9003,-1.79131,0.655907,0.351968
-19.8153,0.901879,0.215188,2,7,0,22.1727,-1.93614,0.577811,0.402996
-18.7432,0.999491,0.215188,4,15,0,19.9968,-1.95981,0.674077,0.377521
-18.7603,0.936661,0.215188,3,15,0,20.2492,-1.95381,0.671397,0.338547
-18.1231,0.998826,0.215188,3,11,0,19.756,-1.87024,0.651265,0.396373
-17.7848,0.938287,0.215188,3,13,0,20.1145,-1.47816,0.756368,0.511143
-18.0953,0.982899,0.215188,4,15,0,18.6146,-1.65184,0.587611,0.460113
-17.8571,0.998195,0.215188,3,15,0,18.7426,-1.73107,0.613146,0.424855
-17.939,0.689404,0.215188,2,3,0,19.8942,-1.6511,0.638779,0.431462
-17.6346,0.959446,0.215188,2,3,0,18.2154,-1.65858,0.634149,0.446669
-17.7347,0.913922,0.215188,2,7,0,18.5324,-1.66473,0.673875,0.431441
-19.0673,0.557626,0.215188,2,7,0,21.6566,-1.63855,0.722465,0.501435
-17.7495,0.995967,0.215188,3,9,0,19.2353,-1.64506,0.641998,0.470325
-18.0015,0.966725,0.215188,3,11,0,18.4447,-1.79793,0.672662,0.424773
-18.2989,0.982094,0.215188,4,15,0,18.4915,-1.73837,0.711883,0.399531
-18.1753,0.989199,0.215188,5,31,0,19.8637,-1.32288,0.633521,0.561444
-18.5939,0.874413,0.215188,4,15,0,19.266,-1.40023,0.774768,0.503245
-20.0814,0.651498,0.215188,2,7,0,21.545,-1.53233,0.788387,0.541128
-17.7334,0.777018,0.215188,2,7,0,21.648,-1.5392,0.751359,0.487404
-18.9628,0.904031,0.215188,4,15,0,20.0554,-1.90429,0.761543,0.38135
-21.0368,0.717757,0.215188,2,3,0,21.598,-1.77784,0.764187,0.355261
-22.7406,0.990855,0.215188,4,23,0,24.7418,-0.778083,0.739535,0.678043
-19.0535,0.992408,0.215188,4,15,0,23.1654,-1.40894,0.837577,0.540166
-19.342,0.916941,0.215188,4,15,0,20.2007,-1.59019,0.547026,0.499917
-22.0669,0.684411,0.215188,4,23,0,23.9733,-1.19295,0.606295,0.531232
-20.5804,0.930687,0.215188,4,27,0,23.3551,-1.0665,0.696792,0.587799
-20.3466,1,0.215188,3,15,0,22.9161,-1.62394,0.852945,0.430362
-20.7987,0.962581,0.215188,3,7,0,20.9358,-1.7131,0.855723,0.469046
-25.2849,0.85605,0.215188,4,15,0,26.842,-1.4819,0.9877,0.554204
-18.3181,0.976207,0.215188,3,7,0,26.1959,-1.29568,0.77351,0.550053
-17.6145,0.999993,0.215188,4,15,0,18.5748,-1.55032,0.644008,0.492774
-18.1131,0.912711,0.215188,2,7,0,18.3817,-1.60422,0.653567,0.496095
-18.5481,1,0.215188,2,7,0,18.8066,-1.47997,0.599164,0.480377
-19.1068,0.759381,0.215188,4,31,0,21.4195,-1.20431,0.629102,0.568222
-20.2056,0.992508,0.215188,3,7,0,20.628,-1.15072,0.573304,0.625419
-22.0799,0.997377,0.215188,4,15,0,23.2492,-0.941889,0.555414,0.672322
-27.326,0.22383,0.215188,3,7,0,32.9677,-0.849345,0.511794,0.636187
-27.2079,0.895432,0.215188,3,7,0,29.4905,-1.13637,0.586146,0.710762
-21.2254,0.856192,0.215188,2,3,0,27.037,-0.969091,0.58106,0.663176
-20.9867,0.980752,0.215188,2,3,0,21.4149,-1.03085,0.583454,0.665413
-20.0427,0.979501,0.215188,2,7,0,21.3483,-1.04624,0.614737,0.628577
-19.3028,0.997611,0.215188,4,15,0,20.7372,-1.54664,0.844789,0.497877
-18.9306,0.982056,0.215188,3,7,0,19.389,-1.52768,0.833232,0.491555
-18.3184,0.98829,0.215188,3,11,0,21.4924,-1.19228,0.689907,0.594726
-17.8753,0.954773,0.215188,4,15,0,19.0366,-1.47088,0.627036,0.497435
-19.9403,0.541964,0.215188,2,7,0,22.3046,-1.69362,0.667472,0.496506
-17.924,0.854779,0.215188,2,3,0,21.0678,-1.58101,0.685922,0.449474
-18.7076,0.965863,0.215188,2,7,0,19.4205,-1.82502,0.728129,0.426781
-17.9146,1,0.215188,4,15,0,18.773,-1.80258,0.670894,0.394141
-18.2362,0.995243,0.215188,4,15,0,18.9222,-1.80442,0.593334,0.395485
-18.6204,0.992996,0.215188,3,7,0,18.9426,-1.72276,0.556296,0.419353
-18.141,0.998126,0.215188,4,15,0,18.8637,-1.6159,0.772147,0.475881
-20.3078,0.687093,0.215188,4,15,0,21.3762,-1.62267,0.789395,0.410954
-20.0753,1,0.215188,2,3,0,20.4019,-1.80176,0.778686,0.450152
-18.3675,0.946407,0.215188,4,15,0,20.9721,-1.51851,0.799915,0.502779
-20.6523,0.78447,0.215188,4,15,0,20.8309,-1.11836,0.611695,0.577689
-20.8199,0.823028,0.215188,4,15,0,22.8376,-1.30708,0.593505,0.505869
-17.8768,0.985655,0.215188,3,11,0,21.9721,-1.57891,0.750402,0.488747
-17.7954,0.968384,0.215188,3,11,0,18.8107,-1.44993,0.676993,0.496529
-17.9327,0.990211,0.215188,2,3,0,17.9932,-1.4828,0.678641,0.529589
-20.5915,0.876681,0.215188,4,15,0,21.2616,-1.73397,0.519511,0.384006
-19.4789,0.984044,0.215188,4,15,0,21.798,-2.05487,0.612515,0.353004
-18.7827,0.997734,0.215188,2,7,0,19.9644,-1.81205,0.645273,0.368191
-20.1247,0.980286,0.215188,4,23,0,20.8479,-2.2048,0.607105,0.273316
-19.9723,0.999831,0.215188,1,3,0,20.1811,-2.18797,0.609572,0.27964
-20.5362,0.904948,0.215188,4,23,0,23.4232,-0.947835,0.757999,0.701866
-21.9936,0.825051,0.215188,4,15,0,23.0572,-0.850142,0.809485,0.662333
-21.2014,0.98843,0.215188,3,7,0,22.5325,-0.944991,0.842031,0.70062
-20.1954,0.898931,0.215188,4,15,0,22.5213,-1.24032,0.841832,0.616058
-19.7359,0.946557,0.215188,4,15,0,21.2951,-1.22579,0.600347,0.552778
-19.4386,1,0.215188,2,3,0,19.8605,-1.32888,0.583842,0.581789
-18.6963,1,0.215188,2,3,0,19.4303,-1.31902,0.593233,0.548789
-17.9812,0.994793,0.215188,4,23,0,19.7846,-1.7941,0.616039,0.415627
-17.7533,0.89668,0.215188,4,15,0,18.6191,-1.72933,0.711804,0.423567
-17.9736,0.833164,0.215188,3,11,0,18.8509,-1.8193,0.681144,0.41303
-17.6242,0.999994,0.215188,4,15,0,18.1515,-1.51521,0.692787,0.510466
-17.7706,0.888014,0.215188,3,15,0,18.9678,-1.59365,0.750491,0.471904
-19.9525,0.931969,0.215188,3,15,0,21.0054,-1.77159,0.496353,0.430854
-19.585,0.838685,0.215188,4,15,0,22.5599,-1.62322,0.57266,0.419226
-18.3775,1,0.215188,2,3,0,19.3966,-1.70519,0.582031,0.453597
-19.9765,0.960232,0.215188,3,7,0,20.9477,-1.53133,0.497978,0.483177
-18.5837,0.946836,0.215188,3,15,0,22.0769,-1.33291,0.638161,0.577687
-18.526,0.999606,0.215188,4,15,0,19.3681,-1.35791,0.810153,0.541164
-18.8446,0.738805,0.215188,2,3,0,20.199,-1.26542,0.80603,0.556187
-18.0401,0.887297,0.215188,3,7,0,19.7351,-1.44216,0.764491,0.502943
-18.3629,0.999989,0.215188,4,15,0,19.0101,-1.31787,0.778345,0.572233
-18.644,0.58244,0.215188,3,15,0,22.6616,-1.50739,0.736245,0.535046
-18.8825,1,0.215188,3,13,0,19.3317,-1.71678,0.762536,0.464473
-20.1729,0.859884,0.215188,3,15,0,22.9763,-1.92944,0.6536,0.31706
-19.2112,0.998812,0.215188,3,15,0,21.3748,-1.4672,0.593509,0.472316
-18.7733,1,0.215188,4,15,0,19.5634,-1.78534,0.644637,0.447977
-18.0124,1,0.215188,1,3,0,18.731,-1.77721,0.637814,0.431456
-19.4336,0.906432,0.215188,4,15,0,20.5332,-2.12418,0.628808,0.311797
-19.403,0.977117,0.215188,2,3,0,19.7321,-2.12175,0.6421,0.311372
-19.012,0.980323,0.215188,4,15,0,20.3337,-1.87219,0.541765,0.387435
-22.3736,0.911235,0.215188,3,7,0,22.825,-1.73739,0.410743,0.419392
-20.1897,0.937296,0.215188,3,7,0,22.925,-1.84482,0.48715,0.405203
-18.4122,0.993703,0.215188,3,7,0,20.5475,-1.65114,0.569938,0.440111
-19.2515,1,0.215188,4,15,0,20.0477,-2.09586,0.631239,0.309701
-18.4018,0.999655,0.215188,4,23,0,19.4846,-1.17034,0.71552,0.607444
-17.5237,0.963691,0.215188,3,15,0,19.5827,-1.58072,0.715096,0.470867
-17.8458,0.857998,0.215188,4,23,0,18.8077,-1.45757,0.71356,0.492637
-17.511,0.98887,0.215188,3,15,0,18.0771,-1.65957,0.667678,0.447127
-17.7207,0.967883,0.215188,2,7,0,18.1871,-1.72972,0.682878,0.417579
