# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-01-12 08:39:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 2890681867 (Default)
# output
#   file = examples\bernoulli\bernoulliMCMC10k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.34641,1,1.04594,2,3,0,7.92934,0.132204
-7.19665,1,1.04594,1,1,0,7.38477,0.145622
-8.7276,0.843878,1.04594,1,3,0,8.7938,0.0671635
-9.56894,0.927395,1.04594,1,1,0,9.64885,0.047689
-8.73252,1,1.04594,2,3,0,9.57524,0.0670234
-8.26616,1,1.04594,1,1,0,8.80836,0.082261
-6.75945,0.889007,1.04594,1,3,0,8.44476,0.269207
-6.80689,0.983358,1.04594,1,3,0,6.84368,0.208828
-6.80689,0.697377,1.04594,1,3,0,8.07253,0.208828
-7.87773,0.83263,1.04594,2,3,0,8.17089,0.0989226
-6.81269,0.999961,1.04594,1,3,0,7.7466,0.206938
-6.77804,0.988111,1.04594,2,3,0,6.90946,0.220238
-6.93209,0.970006,1.04594,1,3,0,6.9327,0.179714
-6.95729,0.994038,1.04594,1,1,0,6.99922,0.175478
-7.39187,0.910408,1.04594,1,1,0,7.39262,0.128612
-8.10495,0.931523,1.04594,2,3,0,8.10585,0.481596
-7.85909,1,1.04594,1,1,0,8.40685,0.4584
-10.3156,0.373699,1.04594,1,1,0,10.5814,0.629038
-9.14474,1,1.04594,1,1,0,10.689,0.561088
-11.3254,0.433928,1.04594,1,1,0,12.0629,0.676324
-10.8278,1,1.04594,1,1,0,12.6706,0.654093
-6.81963,1,1.04594,1,3,0,9.96908,0.204796
-6.9561,0.986645,1.04594,2,3,0,6.96254,0.335764
-6.7482,0.931749,1.04594,2,3,0,7.2375,0.252348
-6.74942,0.999796,1.04594,2,3,0,6.74963,0.243418
-6.836,0.974552,1.04594,2,3,0,6.8959,0.304704
-7.16262,0.889354,1.04594,1,1,0,7.1707,0.373445
-6.82543,1,1.04594,1,1,0,7.04758,0.301191
-7.50402,0.889498,1.04594,2,3,0,7.50506,0.419878
-6.76528,1,1.04594,1,3,0,7.39632,0.22727
-6.88216,0.906625,1.04594,2,3,0,7.33022,0.189263
-6.91385,0.992228,1.04594,1,1,0,6.94256,0.183001
-6.9057,1,1.04594,1,1,0,6.95159,0.184539
-6.78743,1,1.04594,1,1,0,6.87466,0.216048
-6.74821,0.998048,1.04594,2,3,0,6.79816,0.247566
-6.93884,0.952088,1.04594,1,3,0,6.96958,0.178546
-6.88498,1,1.04594,1,1,0,6.95072,0.188672
-6.92169,0.991039,1.04594,1,1,0,6.95003,0.181563
-7.14118,0.978042,1.04594,2,3,0,7.14315,0.370018
-6.85521,1,1.04594,1,1,0,7.05233,0.310618
-6.85521,0.758343,1.04594,1,1,0,7.33168,0.310618
-7.76313,0.713827,1.04594,1,1,0,7.76585,0.448663
-7.27909,1,1.04594,1,1,0,7.72553,0.390791
-6.75013,1,1.04594,1,3,0,7.12605,0.258177
-6.74922,1,1.04594,2,3,0,6.75009,0.256165
-6.77338,0.992902,1.04594,1,3,0,6.78182,0.222578
-6.79646,0.951339,1.04594,2,3,0,7.05004,0.290182
-6.99831,0.970233,1.04594,2,3,0,7.00694,0.169201
-7.86794,0.890592,1.04594,1,3,0,7.88198,0.0994056
-7.93017,0.991111,1.04594,1,1,0,8.12979,0.0963951
-8.64335,0.971329,1.04594,2,3,0,8.69284,0.0696266
-8.70669,0.993438,1.04594,1,1,0,8.99932,0.0677642
-8.66965,1,1.04594,1,1,0,9.00823,0.0688452
-6.81429,1,1.04594,2,3,0,8.49256,0.206434
-6.75219,0.862579,1.04594,2,3,0,7.63518,0.26153
-6.94259,0.910289,1.04594,2,3,0,7.20703,0.177908
-6.76603,1,1.04594,1,3,0,6.899,0.22679
-7.23981,0.905894,1.04594,2,3,0,7.43208,0.14147
-7.06761,1,1.04594,1,1,0,7.24391,0.159915
-6.87123,0.974543,1.04594,2,3,0,7.33748,0.191619
-6.87123,0.651393,1.04594,1,3,0,8.99158,0.191619
-6.87123,0.540775,1.04594,1,3,0,9.20947,0.191619
-8.59862,0.721966,1.04594,1,3,0,8.87853,0.0709823
-6.92412,1,1.04594,1,3,0,8.45294,0.181124
-6.75846,0.81489,1.04594,2,3,0,8.24457,0.232233
-6.74812,1,1.04594,1,3,0,6.75618,0.248222
-6.75489,0.99813,1.04594,1,3,0,6.75629,0.264837
-6.79123,0.984558,1.04594,2,3,0,6.83209,0.214508
-6.86592,0.993455,1.04594,2,3,0,6.86841,0.19281
-9.64919,0.543824,1.04594,1,3,0,10.4534,0.0462152
-9.98848,0.97733,1.04594,1,1,0,10.2614,0.0405458
-9.60129,1,1.04594,1,1,0,10.2156,0.0470884
-8.69382,1,1.04594,1,1,0,9.58551,0.0681373
-10.2181,0.877715,1.04594,1,1,0,10.2207,0.0371637
-10.262,0.997472,1.04594,1,1,0,10.6843,0.0365545
-6.86423,0.83879,1.04594,1,3,0,10.6578,0.193193
-6.74934,0.99587,1.04594,1,3,0,6.85858,0.256458
-6.85192,0.944209,1.04594,2,3,0,7.01377,0.309643
-6.99524,0.950285,1.04594,1,1,0,7.0158,0.343909
-6.74908,0.891481,1.04594,2,3,0,7.4212,0.255792
-6.75944,0.868241,1.04594,2,3,0,7.404,0.231434
-6.75028,1,1.04594,2,3,0,6.75744,0.258468
-7.57832,0.852548,1.04594,2,3,0,7.69458,0.115609
-6.82841,0.920798,1.04594,1,3,0,7.80473,0.302202
-6.82841,0.0934979,1.04594,1,3,0,14.0925,0.302202
-6.76046,1,1.04594,2,3,0,6.82302,0.230635
-6.74813,1,1.04594,1,3,0,6.75778,0.24813
-6.95479,0.947907,1.04594,1,3,0,6.98993,0.175884
-6.76903,1,1.04594,1,3,0,6.90869,0.22498
-8.14689,0.701689,1.04594,1,3,0,8.30488,0.485334
-6.8739,1,1.04594,2,3,0,7.66925,0.315914
-6.82569,1,1.04594,1,1,0,6.87677,0.301278
-6.98262,0.946274,1.04594,1,1,0,6.99437,0.341351
-6.74805,0.923359,1.04594,2,3,0,7.29757,0.250874
-9.05435,0.553662,1.04594,1,3,0,9.15129,0.555058
-7.07353,1,1.04594,1,1,0,8.30624,0.358594
-7.01337,1,1.04594,1,1,0,7.13663,0.347481
-7.31004,0.893989,1.04594,1,1,0,7.37597,0.395095
-7.41266,0.716858,1.04594,1,3,0,8.53407,0.127032
-7.16064,1,1.04594,1,1,0,7.4051,0.149301
-7.11144,0.933139,1.04594,2,3,0,7.72159,0.365116
-6.75602,0.938517,1.04594,2,3,0,7.41157,0.234419
-7.0713,0.917904,1.04594,1,3,0,7.12846,0.3582
-6.74802,0.871458,1.04594,2,3,0,7.58149,0.250252
-6.80928,0.983936,1.04594,1,3,0,6.81911,0.208038
-6.78606,0.948544,1.04594,2,3,0,7.18874,0.216624
-6.75246,1,1.04594,1,3,0,6.77656,0.238351
-6.85417,0.972939,1.04594,2,3,0,6.92512,0.195554
-7.26874,0.892054,1.04594,1,3,0,7.51035,0.389325
-6.9387,1,1.04594,1,1,0,7.1841,0.331918
-6.75485,1,1.04594,1,3,0,6.88109,0.264792
-6.76689,0.998721,1.04594,2,3,0,6.76771,0.274789
-6.95301,0.796158,1.04594,2,3,0,7.66586,0.335093
-7.0551,0.963249,1.04594,1,1,0,7.11406,0.355298
-7.0551,0.142795,1.04594,1,1,0,10.0584,0.355298
-7.0551,0.246861,1.04594,1,1,0,9.20997,0.355298
-7.35181,0.893184,1.04594,1,1,0,7.43287,0.400733
-6.91407,1,1.04594,1,1,0,7.2147,0.326185
-6.77465,0.991289,1.04594,1,3,0,6.95163,0.221919
-6.77465,0.955094,1.04594,1,3,0,6.96935,0.221919
-6.78935,0.995926,1.04594,1,1,0,6.79439,0.215261
-7.432,0.842885,1.04594,1,3,0,7.58772,0.411069
-6.90888,1,1.04594,2,3,0,7.40388,0.183934
-6.75088,0.971375,1.04594,2,3,0,7.07871,0.259523
-6.8104,0.810885,1.04594,2,3,0,7.70072,0.207674
-6.92901,0.963318,1.04594,1,3,0,7.05579,0.329705
-7.33026,0.861131,1.04594,1,1,0,7.36195,0.397848
-6.85964,1,1.04594,2,3,0,7.3437,0.194255
-6.85964,0.97679,1.04594,1,1,0,6.94457,0.194255
-6.78568,1,1.04594,1,1,0,6.84156,0.216786
-6.78568,0.648324,1.04594,1,3,0,8.20264,0.216786
-6.77384,1,1.04594,1,1,0,6.78765,0.222337
-6.75124,0.998124,1.04594,1,3,0,6.77916,0.260118
-6.74872,1,1.04594,1,1,0,6.75048,0.254691
-7.00228,0.933072,1.04594,1,3,0,7.06339,0.168629
-7.1213,0.991376,1.04594,2,3,0,7.15891,0.153575
-7.39611,0.903808,1.04594,1,3,0,8.01693,0.406517
-6.775,1,1.04594,1,3,0,7.18208,0.279758
-7.04033,0.95408,1.04594,2,3,0,7.06561,0.163403
-8.15031,0.870285,1.04594,1,3,0,8.18373,0.0867734
-8.10549,1,1.04594,2,3,0,8.38211,0.0886141
-6.85713,1,1.04594,1,3,0,7.95633,0.194847
-7.11808,0.939449,1.04594,1,1,0,7.11874,0.153938
-7.11107,1,1.04594,2,3,0,7.20305,0.154735
-6.99908,0.882325,1.04594,2,3,0,8.81077,0.16909
-7.25282,0.946932,1.04594,1,1,0,7.26978,0.140267
-7.71026,0.921148,1.04594,1,1,0,7.73424,0.10773
-6.74816,0.991069,1.04594,2,3,0,7.7087,0.252116
-6.75802,0.992911,1.04594,2,3,0,6.78282,0.232607
-6.76101,0.999137,1.04594,1,1,0,6.7634,0.230225
-7.36673,0.887865,1.04594,2,3,0,7.55877,0.130575
-6.77977,0.925193,1.04594,2,3,0,7.7008,0.282342
-6.75767,0.968071,1.04594,2,3,0,6.93186,0.232914
-6.75042,1,1.04594,2,3,0,6.75587,0.258728
-6.76274,0.990846,1.04594,2,3,0,6.79279,0.271847
-7.47109,0.827716,1.04594,1,3,0,7.4816,0.415901
-6.81035,0.990232,1.04594,1,3,0,7.4962,0.207691
-7.69624,0.730521,1.04594,2,3,0,8.60444,0.441607
-7.08142,0.88305,1.04594,1,3,0,8.27875,0.158222
-6.81397,0.981132,1.04594,2,3,0,7.25676,0.206536
-6.81397,0.679027,1.04594,1,3,0,8.18743,0.206536
-6.9202,0.966261,1.04594,1,3,0,7.04994,0.327647
-6.85821,1,1.04594,2,3,0,6.92758,0.311495
-6.76227,0.919118,1.04594,2,3,0,7.16891,0.271484
-6.74964,0.983798,1.04594,2,3,0,6.83874,0.24294
-6.75012,0.998711,1.04594,2,3,0,6.75646,0.241969
-6.75012,0.47245,1.04594,1,3,0,8.87817,0.241969
-6.95299,0.946427,1.04594,1,3,0,6.98298,0.335087
-6.7812,0.995524,1.04594,2,3,0,6.99945,0.218757
-8.48741,0.751019,1.04594,2,3,0,8.7193,0.0745081
-8.48741,0.883973,1.04594,1,1,0,9.67992,0.0745081
-6.80154,1,1.04594,2,3,0,8.33486,0.210666
-6.76428,0.817793,1.04594,2,3,0,7.9582,0.227926
-6.79936,0.990221,1.04594,1,1,0,6.80014,0.211442
-6.81993,0.783231,1.04594,2,3,0,8.23617,0.204708
-6.77464,1,1.04594,1,1,0,6.80934,0.221925
-7.3297,0.887106,1.04594,1,3,0,7.38157,0.133574
-6.93483,1,1.04594,2,3,0,7.24342,0.179237
-6.93483,0.897345,1.04594,1,3,0,7.52855,0.179237
-7.14187,0.984727,1.04594,2,3,0,7.15468,0.151305
-8.51845,0.905595,1.04594,2,3,0,8.97954,0.516194
-7.76925,1,1.04594,1,1,0,8.54369,0.449297
-7.06027,1,1.04594,1,1,0,7.55691,0.356231
-8.04643,0.681094,1.04594,1,1,0,8.09888,0.47628
-6.77792,1,1.04594,1,3,0,7.60194,0.281363
-6.92945,0.949798,1.04594,1,1,0,6.93032,0.329808
-6.96366,0.987726,1.04594,1,1,0,7.02129,0.337389
-9.25868,0.408998,1.04594,1,1,0,9.26521,0.568502
-8.23058,0.39098,1.04594,1,3,0,12.4178,0.0836107
-8.19736,1,1.04594,1,1,0,8.47983,0.0848993
-7.41959,1,1.04594,2,3,0,8.08144,0.126513
-7.15561,1,1.04594,2,3,0,7.4069,0.149832
-6.843,0.892554,1.04594,2,3,0,7.98674,0.306923
-6.75666,1,1.04594,1,3,0,6.81493,0.266664
-8.84471,0.578862,1.04594,1,3,0,8.89364,0.540527
-8.84471,0.0990624,1.04594,1,3,0,13.6479,0.540527
-9.05979,0.972367,1.04594,2,3,0,9.8621,0.555425
-6.88169,1,1.04594,2,3,0,8.22583,0.318012
-7.40906,0.91728,1.04594,2,3,0,7.42291,0.408172
-7.13815,1,1.04594,1,1,0,7.41854,0.369525
-6.76091,0.998992,1.04594,1,3,0,7.10267,0.230298
-6.74937,1,1.04594,1,3,0,6.75757,0.243558
-7.00662,0.932939,1.04594,1,3,0,7.0382,0.346165
-6.79525,1,1.04594,2,3,0,6.9961,0.212954
-6.74808,0.9845,1.04594,2,3,0,6.89803,0.248709
-7.16034,0.895564,1.04594,1,3,0,7.1925,0.373084
-6.75091,1,1.04594,1,3,0,7.04077,0.259579
-6.9435,0.731293,1.04594,2,3,0,8.15073,0.177755
-7.45172,0.872508,1.04594,1,3,0,7.843,0.413523
-8.04072,0.790039,1.04594,1,1,0,8.25443,0.475754
-8.04072,0.912798,1.04594,1,1,0,8.651,0.475754
-10.0333,0.449483,1.04594,1,1,0,10.3896,0.614147
-7.26043,1,1.04594,1,1,0,8.99031,0.388139
-6.88089,0.959758,1.04594,1,3,0,7.47404,0.18953
-6.87568,0.936333,1.04594,2,3,0,7.32391,0.316399
-6.83373,1,1.04594,1,1,0,6.88405,0.303965
-7.26169,0.856891,1.04594,1,1,0,7.26693,0.388321
-7.69839,0.842173,1.04594,1,1,0,7.84805,0.441838
-8.09491,0.8522,1.04594,1,1,0,8.41967,0.480692
-6.75294,1,1.04594,1,3,0,7.6695,0.262538
-6.81302,0.812768,1.04594,2,3,0,7.68131,0.206835
-7.05777,0.957442,1.04594,1,3,0,7.05803,0.16115
-6.98841,1,1.04594,1,1,0,7.08683,0.170655
-7.01862,0.993146,1.04594,1,1,0,7.07223,0.166328
-7.09139,0.984088,1.04594,1,1,0,7.1417,0.157028
-8.72465,0.803182,1.04594,2,3,0,9.23169,0.0672479
-6.74853,0.876334,1.04594,1,3,0,8.88968,0.246027
-6.87913,0.967446,1.04594,1,3,0,6.89608,0.189903
-6.76415,1,1.04594,2,3,0,6.85524,0.272882
-7.12899,0.655729,1.04594,2,3,0,8.44376,0.368029
-6.86221,1,1.04594,1,1,0,7.04972,0.312648
-7.21097,0.880902,1.04594,1,1,0,7.225,0.380888
-6.76003,0.666515,1.04594,2,3,0,8.62866,0.269694
-9.35353,0.509994,1.04594,1,3,0,9.40769,0.574522
-7.45644,1,1.04594,1,1,0,8.74327,0.414105
-6.86107,1,1.04594,1,1,0,7.24492,0.312321
-7.08938,0.921049,1.04594,1,1,0,7.10799,0.361362
-6.83285,1,1.04594,1,1,0,7.0074,0.303678
-6.85999,0.990653,1.04594,1,1,0,6.88433,0.31201
-7.31556,0.928653,1.04594,2,3,0,7.32591,0.39585
-6.7483,1,1.04594,1,3,0,7.17785,0.247051
-6.8201,0.951851,1.04594,2,3,0,6.99771,0.204655
-7.22235,0.895271,1.04594,1,3,0,7.40777,0.382586
-6.94041,1,1.04594,2,3,0,7.15905,0.332303
-7.83801,0.71066,1.04594,1,1,0,7.85816,0.456298
-8.38557,0.933687,1.04594,2,3,0,8.75528,0.505587
-7.28324,1,1.04594,1,1,0,8.07024,0.391374
-7.24507,1,1.04594,1,1,0,7.44433,0.385923
-6.83887,1,1.04594,1,1,0,7.10505,0.305623
-7.06159,0.923655,1.04594,1,1,0,7.074,0.356468
-7.75606,0.764354,1.04594,1,1,0,7.81913,0.447928
-7.75606,0.31301,1.04594,1,1,0,9.7107,0.447928
-6.98753,1,1.04594,2,3,0,7.75094,0.170785
-7.49005,0.874532,1.04594,1,3,0,7.94699,0.418201
-6.82542,1,1.04594,1,1,0,7.24963,0.301188
-6.84687,0.992649,1.04594,1,1,0,6.86937,0.308116
-6.95267,0.963307,1.04594,1,1,0,6.97424,0.335018
-6.95267,0.584878,1.04594,1,1,0,7.82285,0.335018
-8.77789,0.493111,1.04594,1,1,0,8.78704,0.535724
-6.90368,1,1.04594,2,3,0,8.06089,0.323651
-6.90368,0.596423,1.04594,1,1,0,7.74954,0.323651
-7.10405,0.76059,1.04594,2,3,0,7.9695,0.155543
-7.11611,0.997441,1.04594,1,1,0,7.19966,0.154161
-7.00871,1,1.04594,1,1,0,7.13359,0.167712
-6.92277,1,1.04594,1,1,0,7.01603,0.181368
-6.92277,0.698481,1.04594,1,3,0,8.52369,0.181368
-6.93795,0.996364,1.04594,1,1,0,6.98007,0.178698
-6.82225,1,1.04594,1,1,0,6.91284,0.204019
-7.33989,0.908857,1.04594,1,3,0,7.35663,0.132736
-6.95547,1,1.04594,2,3,0,7.22265,0.335627
-7.76907,0.733494,1.04594,1,1,0,7.79519,0.449278
-6.90389,1,1.04594,2,3,0,7.45518,0.323702
-7.01137,0.961892,1.04594,1,1,0,7.05228,0.347093
-7.01137,0.970016,1.04594,1,1,0,7.14524,0.347093
-7.19891,0.932104,1.04594,1,1,0,7.27182,0.379067
-6.8382,1,1.04594,1,1,0,7.07666,0.30541
-8.24478,0.734643,1.04594,2,3,0,8.28015,0.0830681
-6.75217,0.898146,1.04594,1,3,0,8.37532,0.261495
-7.02595,0.930279,1.04594,1,3,0,7.03413,0.349892
-6.77776,1,1.04594,2,3,0,6.94083,0.281275
-6.75168,0.998393,1.04594,1,3,0,6.78273,0.239409
-6.77572,0.996096,1.04594,2,3,0,6.78085,0.280158
-6.83296,0.981052,1.04594,1,1,0,6.83634,0.303715
-6.93893,0.987831,1.04594,2,3,0,6.95599,0.331969
-6.75271,0.89866,1.04594,2,3,0,7.33088,0.262231
-7.63646,0.802197,1.04594,2,3,0,7.95526,0.112022
-6.79076,1,1.04594,1,3,0,7.51907,0.214695
-6.98189,0.963961,1.04594,2,3,0,7.09028,0.341203
-9.13154,0.432178,1.04594,1,1,0,9.14228,0.560216
-7.13706,0.939568,1.04594,2,3,0,10.0376,0.151829
-6.86497,1,1.04594,1,1,0,7.07327,0.193026
-6.7735,0.949264,1.04594,2,3,0,7.2852,0.222514
-6.76295,1,1.04594,1,1,0,6.77311,0.228828
-7.30733,0.896149,1.04594,2,3,0,7.49922,0.135453
-7.49312,0.966694,1.04594,1,1,0,7.57141,0.121241
-6.83629,0.901724,1.04594,2,3,0,9.01371,0.200085
-6.81673,1,1.04594,1,1,0,6.84618,0.205677
-6.79997,1,1.04594,1,1,0,6.82349,0.211223
-6.86833,0.982171,1.04594,1,1,0,6.87283,0.192265
-7.02507,0.962931,1.04594,1,1,0,7.03285,0.165444
-7.30003,0.916658,1.04594,1,3,0,7.77824,0.393715
-7.30003,0.497591,1.04594,1,3,0,9.06503,0.393715
-7.53769,0.910996,1.04594,1,1,0,7.71652,0.423859
-6.89699,1,1.04594,1,1,0,7.31348,0.321977
-6.74871,0.979141,1.04594,2,3,0,7.00605,0.245393
-6.75809,0.98856,1.04594,2,3,0,6.807,0.232544
-6.77623,0.998168,1.04594,2,3,0,6.77672,0.280441
-7.1223,0.938493,1.04594,2,3,0,7.15571,0.153463
-7.2212,0.929345,1.04594,1,3,0,7.80951,0.382416
-6.94085,1,1.04594,2,3,0,7.15873,0.332401
-7.03073,0.967724,1.04594,1,1,0,7.08646,0.350797
-8.17782,0.640115,1.04594,1,1,0,8.21688,0.488055
-7.33651,1,1.04594,2,3,0,7.99773,0.398689
-9.34306,0.447374,1.04594,1,1,0,9.45209,0.573864
-7.26361,0.874702,1.04594,1,3,0,10.1213,0.139287
-7.34133,0.985268,1.04594,1,1,0,7.43861,0.132618
-7.01766,1,1.04594,2,3,0,7.28542,0.166461
-7.14039,0.973615,1.04594,1,1,0,7.1803,0.151465
-7.36559,0.956371,1.04594,1,1,0,7.40858,0.130665
-7.1417,0.942819,1.04594,1,3,0,8.01612,0.370101
-6.76379,0.691197,1.04594,2,3,0,8.4283,0.27262
-6.76379,0.924291,1.04594,1,3,0,7.04272,0.27262
-7.40895,0.821121,1.04594,1,3,0,7.68321,0.127311
-7.81203,0.934934,1.04594,1,1,0,7.8619,0.102237
-9.10932,0.861509,1.04594,2,3,0,10.02,0.0573026
-9.47752,0.970133,1.04594,1,1,0,9.70435,0.0494362
-10.6386,0.927218,1.04594,1,1,0,10.6956,0.0317658
-7.61277,1,1.04594,1,3,0,10.6206,0.113461
-7.45196,1,1.04594,1,1,0,7.69306,0.124142
-6.74852,0.974056,1.04594,1,3,0,7.41073,0.246056
-7.0962,0.915013,1.04594,1,3,0,7.15918,0.156459
-7.00593,0.879275,1.04594,2,3,0,8.79598,0.168106
-6.76968,0.98809,1.04594,2,3,0,7.09547,0.224605
-7.01589,0.948954,1.04594,1,3,0,7.02504,0.166706
-7.15816,0.969579,1.04594,1,1,0,7.19415,0.149563
-7.21773,0.987963,1.04594,1,1,0,7.29963,0.143561
-7.67662,0.869515,1.04594,1,3,0,8.47041,0.439492
-7.86905,0.925582,1.04594,1,1,0,8.20132,0.459387
-6.87572,0.930496,1.04594,2,3,0,8.42401,0.190637
-7.37536,0.873624,1.04594,1,3,0,7.66141,0.403831
-6.88733,1,1.04594,2,3,0,7.35812,0.188186
-6.75896,1,1.04594,1,3,0,6.85521,0.231819
-7.02769,0.922735,1.04594,2,3,0,7.23216,0.350223
-7.68518,0.649477,1.04594,2,3,0,8.65295,0.109158
-6.89788,1,1.04594,2,3,0,7.45453,0.322201
-6.87031,1,1.04594,1,1,0,6.92549,0.314927
-7.2363,0.874917,1.04594,1,1,0,7.25194,0.384645
-6.83137,1,1.04594,2,3,0,7.25946,0.201419
-6.83662,0.923431,1.04594,2,3,0,7.45521,0.199996
-6.75779,0.819326,1.04594,2,3,0,8.02127,0.232802
-6.75779,0.653809,1.04594,1,3,0,8.5008,0.232802
-6.74862,1,1.04594,2,3,0,6.75725,0.254325
-6.77613,0.992983,1.04594,1,3,0,6.77722,0.280388
-7.1417,0.885879,1.04594,1,3,0,7.33806,0.151324
-6.79308,0.984741,1.04594,2,3,0,7.27147,0.213784
-8.33099,0.365345,1.04594,2,3,0,11.8927,0.0798785
-8.47716,0.994394,1.04594,2,3,0,8.70664,0.0748447
-7.10357,0.92373,1.04594,1,3,0,9.42604,0.36379
-6.74802,0.85075,1.04594,2,3,0,7.69377,0.250118
-6.84798,0.958881,1.04594,2,3,0,6.95799,0.308454
-6.80138,1,1.04594,1,1,0,6.84383,0.292237
-6.78908,1,1.04594,1,1,0,6.80871,0.286906
-7.38003,0.819775,1.04594,1,3,0,7.71609,0.12953
-6.77059,1,1.04594,2,3,0,7.25625,0.277161
-6.82317,0.982698,1.04594,1,1,0,6.82553,0.300412
-7.42513,0.804168,1.04594,1,1,0,7.42648,0.410206
-7.56068,0.947841,1.04594,1,1,0,7.7975,0.426532
-6.98022,1,1.04594,2,3,0,7.48244,0.171884
-7.11255,0.943591,1.04594,2,3,0,7.56681,0.154566
-7.07261,1,1.04594,2,3,0,7.17344,0.159296
-7.16349,0.938128,1.04594,1,3,0,7.67614,0.373582
-12.1938,0.487279,1.04594,2,3,0,12.1998,0.710947
-7.54209,1,1.04594,1,1,0,10.4394,0.424373
-7.68973,0.94284,1.04594,1,1,0,7.97197,0.440908
-6.76453,1,1.04594,1,3,0,7.53133,0.227761
-6.83505,0.990449,1.04594,2,3,0,6.84677,0.304395
-9.52765,0.302437,1.04594,2,7,0,11.5941,0.0484688
-6.75647,0.828232,1.04594,1,3,0,9.89382,0.233992
-6.7482,1,1.04594,1,3,0,6.75446,0.247613
-6.75451,0.866231,1.04594,2,3,0,7.44082,0.235945
-6.75409,1,1.04594,1,1,0,6.7561,0.236402
-6.7512,1,1.04594,1,1,0,6.75376,0.240119
-7.90995,0.809787,1.04594,2,3,0,8.08645,0.0973579
-7.26396,1,1.04594,1,1,0,7.80469,0.139255
-8.05362,0.931041,1.04594,2,3,0,8.07781,0.476939
-6.75071,1,1.04594,1,3,0,7.72249,0.240909
-7.27859,0.731855,1.04594,2,3,0,8.17921,0.39072
-7.59446,0.644855,1.04594,1,3,0,8.83797,0.114594
-7.74938,0.991871,1.04594,2,3,0,7.88064,0.105564
-7.62561,1,1.04594,1,1,0,7.87466,0.112677
-6.76879,0.987114,1.04594,1,3,0,7.53086,0.225122
-6.74808,0.992491,1.04594,2,3,0,6.81423,0.251303
-6.93293,0.960947,1.04594,2,3,0,6.99411,0.179566
-8.81659,0.723017,1.04594,1,3,0,9.09595,0.0646832
-7.02325,1,1.04594,2,3,0,8.26945,0.34938
-9.01709,0.457643,1.04594,1,1,0,9.03792,0.552532
-6.95949,1,1.04594,2,3,0,8.22542,0.336496
-6.77433,1,1.04594,2,3,0,6.97077,0.222085
-6.90626,0.893065,1.04594,2,3,0,7.45048,0.184431
-7.23882,0.927198,1.04594,1,1,0,7.24005,0.141562
-8.28658,0.867808,1.04594,1,3,0,8.29141,0.0815001
-6.75552,1,1.04594,2,3,0,8.06818,0.234901
-7.44538,0.832389,1.04594,1,3,0,7.52819,0.412737
-8.46108,0.66496,1.04594,1,1,0,8.64872,0.511669
-9.35041,0.698927,1.04594,1,1,0,9.94264,0.574326
-6.77421,1,1.04594,1,3,0,8.43882,0.279307
-6.75139,1,1.04594,2,3,0,6.77239,0.239831
-6.80981,0.983591,1.04594,1,3,0,6.82715,0.295555
-6.75899,1,1.04594,2,3,0,6.80354,0.2318
-7.10269,0.887363,1.04594,2,3,0,7.42179,0.36364
-6.92987,1,1.04594,2,3,0,7.08405,0.329905
-9.188,0.41711,1.04594,1,1,0,9.19071,0.563927
-6.77377,1,1.04594,1,3,0,8.63375,0.222374
-6.77377,0.917022,1.04594,1,3,0,7.09877,0.222374
-6.74905,0.850962,1.04594,2,3,0,7.63416,0.244363
-6.75806,0.987938,1.04594,2,3,0,6.81109,0.232571
-6.92141,0.955456,1.04594,1,3,0,6.96737,0.327932
-7.01651,0.966062,1.04594,1,1,0,7.06475,0.348088
-6.92266,1,1.04594,1,1,0,7.03124,0.328227
-6.92266,0.685364,1.04594,1,1,0,7.55349,0.328227
-7.95063,0.67653,1.04594,1,1,0,7.96409,0.46731
-8.18603,0.909015,1.04594,1,1,0,8.62529,0.488772
-6.86153,1,1.04594,1,3,0,8.1867,0.193815
-6.74803,0.998363,1.04594,1,3,0,6.84608,0.249553
-6.80434,0.962585,1.04594,2,3,0,6.93788,0.209691
-6.7708,0.989868,1.04594,2,3,0,6.884,0.223976
-6.7708,0.712885,1.04594,1,3,0,7.84229,0.223976
-6.78261,0.993291,1.04594,2,3,0,6.82223,0.283797
