# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = surveyunbias_model
# start_datetime = 2023-01-12 09:07:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\surveyunbias\surveyunbias.data.R
# init = 2 (Default)
# random
#   seed = 2892334200 (Default)
# output
#   file = examples\surveyunbias\surveyunbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias.1,bias.2
-6.48277,0.865258,0.950364,2,3,0,6.97237,0.461784,0.502679
-5.67177,0.989583,0.950364,2,3,0,6.93002,0.924635,0.493485
-8.48166,0.66862,0.950364,2,3,0,8.85152,0.944834,0.925844
-5.82925,0.99606,0.950364,2,3,0,8.52916,0.890595,0.708114
-5.63141,1,0.950364,2,7,0,5.87425,0.777588,0.299827
-6.08573,0.731358,0.950364,2,3,0,7.23693,0.94963,0.619702
-6.08573,0.873352,0.950364,1,3,0,7.19707,0.94963,0.619702
-5.44132,0.89746,0.950364,2,3,0,6.37129,0.723585,0.604159
-5.73366,0.91154,0.950364,2,3,0,5.84407,0.919661,0.387145
-5.87655,0.982499,0.950364,2,3,0,6.10817,0.611418,0.34917
-7.54994,0.495646,0.950364,2,3,0,10.0592,0.988593,0.673933
-7.64229,0.98079,0.950364,2,3,0,7.9621,0.985078,0.755398
-9.21354,0.980951,0.950364,2,3,0,9.61912,0.997329,0.263825
-9.50732,0.970728,0.950364,1,1,0,9.69819,0.997643,0.232426
-6.54886,1,0.950364,2,3,0,9.81081,0.934785,0.78361
-5.58729,0.958132,0.950364,2,3,0,6.66153,0.721055,0.664733
-5.38136,0.522893,0.950364,2,3,0,7.92141,0.714544,0.463539
-9.35546,0.332518,0.950364,2,3,0,9.81676,0.997673,0.262683
-5.77576,1,0.950364,2,3,0,8.84639,0.818137,0.734281
-6.8081,0.696802,0.950364,2,3,0,7.28834,0.98064,0.539907
-6.57531,0.997964,0.950364,2,3,0,6.92821,0.972227,0.613784
-7.75832,0.827382,0.950364,2,3,0,8.51135,0.955321,0.877968
-10.3493,0.975153,0.950364,2,3,0,11.5386,0.98224,0.0461358
-8.76764,1,0.950364,2,3,0,10.8312,0.990127,0.150848
-6.08405,1,0.950364,2,3,0,8.61809,0.956417,0.503947
-7.20716,0.742305,0.950364,2,3,0,8.2215,0.935343,0.14277
-6.44314,1,0.950364,2,3,0,7.16237,0.688608,0.81502
-6.39102,0.586436,0.950364,2,3,0,9.23268,0.963611,0.362755
-5.30664,0.895055,0.950364,1,3,0,6.52255,0.807857,0.437932
-6.11719,0.833954,0.950364,1,3,0,6.22747,0.662972,0.243119
-7.30279,0.916683,0.950364,2,7,0,7.4778,0.910041,0.881458
-6.03992,1,0.950364,2,3,0,7.40627,0.545927,0.416364
-5.83215,0.880253,0.950364,2,3,0,7.02981,0.90075,0.695366
-6.34196,0.917126,0.950364,1,1,0,6.36162,0.933116,0.752291
-5.43128,0.95513,0.950364,2,3,0,6.94237,0.708855,0.422734
-5.43128,0.539219,0.950364,2,3,0,7.39288,0.708855,0.422734
-5.42247,0.995312,0.950364,2,3,0,5.58552,0.845338,0.383674
-5.64993,0.81226,0.950364,2,3,0,6.55064,0.654446,0.379894
-7.02134,0.558459,0.950364,2,3,0,7.63165,0.98419,0.56851
-7.02134,0.579253,0.950364,2,7,0,10.8164,0.98419,0.56851
-7.39117,0.994642,0.950364,2,3,0,7.43974,0.98893,0.593099
-6.71172,0.994711,0.950364,2,3,0,7.90788,0.969128,0.303431
-5.82345,0.922655,0.950364,1,3,0,6.82345,0.937578,0.548886
-6.24242,0.910956,0.950364,2,3,0,6.68442,0.727514,0.800612
-6.24242,0.261446,0.950364,2,3,0,11.2138,0.727514,0.800612
-7.34831,0.390639,0.950364,2,3,0,9.30512,0.981111,0.741299
-5.69808,0.897483,0.950364,2,3,0,7.33796,0.718316,0.696394
-5.55654,1,0.950364,1,1,0,5.70373,0.789625,0.680811
-5.76963,0.96088,0.950364,2,3,0,5.93061,0.883785,0.299515
-7.87124,0.744255,0.950364,3,7,0,8.41856,0.586381,0.0979212
-7.69986,1,0.950364,2,7,0,7.87215,0.926288,0.898302
-6.20925,1,0.950364,2,7,0,7.65633,0.621047,0.252731
-6.58714,0.876626,0.950364,1,1,0,6.80746,0.568216,0.226082
-5.45684,0.998324,0.950364,1,3,0,6.95238,0.71999,0.60893
-7.19981,0.446974,0.950364,1,1,0,7.25431,0.376685,0.577886
-8.93665,0.80716,0.950364,3,7,0,9.52995,0.984634,0.893178
-7.17342,0.928715,0.950364,2,7,0,9.04936,0.378026,0.434324
-5.97124,1,0.950364,2,3,0,7.37082,0.945815,0.586287
-6.14528,0.922952,0.950364,2,3,0,6.93724,0.597836,0.286154
-5.97769,0.969825,0.950364,2,3,0,6.70645,0.938923,0.637553
-6.23288,0.95468,0.950364,1,1,0,6.30918,0.943654,0.700878
-5.99015,0.971857,0.950364,2,3,0,7.17303,0.546517,0.535317
-7.66403,0.229559,0.950364,2,3,0,10.8515,0.976031,0.178912
-6.34708,0.902118,0.950364,2,3,0,8.94005,0.838869,0.819103
-6.24611,0.955513,0.950364,2,3,0,7.04121,0.672184,0.217458
-5.92639,1,0.950364,1,1,0,6.26833,0.692868,0.263675
-5.98676,1,0.950364,2,3,0,6.12103,0.767668,0.228775
-5.65803,0.971439,0.950364,2,3,0,6.4036,0.884769,0.333551
-6.52217,0.852738,0.950364,1,3,0,7.35109,0.961895,0.694122
-5.51978,0.874163,0.950364,2,3,0,6.92626,0.769827,0.334559
-5.32485,0.734081,0.950364,2,3,0,6.53048,0.751139,0.545649
-5.61941,0.937552,0.950364,2,3,0,5.66311,0.632575,0.458597
-5.98865,0.870612,0.950364,2,3,0,6.46491,0.862327,0.761776
-6.85094,0.639533,0.950364,1,3,0,10.0153,0.775932,0.13143
-5.29803,1,0.950364,2,3,0,6.6404,0.771598,0.538069
-5.7657,0.930168,0.950364,2,3,0,5.79022,0.893709,0.312805
-6.04693,0.95102,0.950364,1,1,0,6.0904,0.919546,0.282678
-5.83981,1,0.950364,2,3,0,6.29084,0.584927,0.427205
-6.01529,0.986741,0.950364,2,3,0,6.07668,0.948769,0.586613
-5.64243,0.949645,0.950364,1,3,0,6.58143,0.855519,0.310243
-5.41676,0.997242,0.950364,2,3,0,5.7901,0.882948,0.511604
-5.46064,0.989818,0.950364,2,3,0,5.54836,0.680971,0.467181
-6.31287,0.7932,0.950364,2,3,0,6.72419,0.609736,0.758221
-6.17861,0.941422,0.950364,2,3,0,6.68252,0.959539,0.435659
-5.27862,0.856197,0.950364,2,3,0,6.8848,0.802139,0.52219
-7.04648,0.558987,0.950364,1,3,0,8.4227,0.985197,0.487246
-5.99432,0.959305,0.950364,1,3,0,7.18029,0.945539,0.396572
-7.45802,0.793519,0.950364,1,3,0,7.55663,0.975328,0.201228
-7.10278,1,0.950364,2,7,0,8.3282,0.887426,0.123914
-6.50579,1,0.950364,1,1,0,7.12099,0.895782,0.182587
-6.13339,0.970591,0.950364,2,3,0,7.22103,0.958572,0.468882
-5.74837,0.961652,0.950364,2,3,0,6.53783,0.87358,0.295272
-5.8205,0.980628,0.950364,2,3,0,6.35767,0.620298,0.357543
-9.8878,0.416627,0.950364,2,3,0,10.0407,0.975902,0.0507836
-6.79373,1,0.950364,2,3,0,9.9627,0.959448,0.236556
-7.72513,0.885192,0.950364,2,3,0,8.43771,0.336514,0.351062
-6.84757,1,0.950364,2,3,0,8.15936,0.957985,0.222943
-6.50264,0.963881,0.950364,2,3,0,7.07377,0.65455,0.810199
-5.5784,1,0.950364,2,3,0,6.47212,0.910073,0.550038
-5.36645,0.998778,0.950364,2,3,0,5.63816,0.819162,0.397532
-5.52824,0.922277,0.950364,1,3,0,5.89877,0.806078,0.672373
-6.51636,0.845633,0.950364,2,3,0,6.96159,0.926696,0.790849
-6.15258,0.969538,0.950364,2,3,0,7.27778,0.955318,0.604293
-11.8357,0.708319,0.950364,3,7,0,12.2221,0.999499,0.860137
-9.06902,0.99338,0.950364,2,3,0,12.1229,0.99763,0.668784
-5.92324,1,0.950364,2,3,0,8.86263,0.946681,0.501711
-7.3372,0.837164,0.950364,2,3,0,7.75827,0.969635,0.192951
-5.77153,0.974446,0.950364,2,3,0,7.36239,0.690264,0.301192
-5.74225,1,0.950364,1,1,0,5.87837,0.698087,0.303806
-6.16697,0.74435,0.950364,1,3,0,7.79261,0.848483,0.794221
-5.81204,1,0.950364,1,1,0,6.16458,0.869779,0.722839
-6.51558,0.913149,0.950364,2,7,0,6.98976,0.973624,0.509904
-5.98494,1,0.950364,1,1,0,6.48234,0.950218,0.531571
-5.64699,0.978707,0.950364,2,3,0,6.28094,0.860169,0.312077
-5.64699,0.775682,0.950364,1,3,0,7.58376,0.860169,0.312077
-5.84964,0.819078,0.950364,2,3,0,6.77565,0.625212,0.660327
-5.4027,1,0.950364,1,3,0,5.75628,0.70573,0.539874
-5.33686,0.985796,0.950364,1,3,0,5.51195,0.839511,0.434141
-5.35869,0.984718,0.950364,1,3,0,5.47492,0.727338,0.540434
-5.35869,0.498496,0.950364,2,3,0,7.79239,0.727338,0.540434
-5.41075,0.891716,0.950364,2,3,0,5.75656,0.80092,0.371738
-5.93052,0.811785,0.950364,2,3,0,6.48333,0.722872,0.750224
-5.43502,0.99945,0.950364,2,7,0,5.84951,0.832606,0.368989
-5.43502,0.623426,0.950364,1,3,0,7.80553,0.832606,0.368989
-5.27839,0.997842,0.950364,2,3,0,5.44829,0.806732,0.480429
-5.27839,0.861064,0.950364,1,3,0,5.92998,0.806732,0.480429
-7.05379,0.636912,0.950364,2,3,0,7.782,0.961521,0.203505
-5.78156,1,0.950364,2,3,0,6.97293,0.869502,0.283974
-5.48071,0.934524,0.950364,1,3,0,6.44164,0.820609,0.65391
-5.52413,0.968103,0.950364,2,3,0,5.84718,0.732272,0.649516
-6.08479,0.93691,0.950364,2,7,0,6.1576,0.824104,0.212838
-5.86863,0.766157,0.950364,2,3,0,7.263,0.682446,0.717759
-5.68129,0.905047,0.950364,2,3,0,6.98297,0.832543,0.289889
-5.75806,0.982563,0.950364,1,1,0,5.82944,0.85781,0.282068
-8.01691,0.510944,0.950364,1,3,0,10.7263,0.994605,0.492159
-5.40806,0.500101,0.950364,3,7,0,9.40442,0.879834,0.523707
-7.70065,0.718288,0.950364,2,3,0,8.00384,0.593941,0.894166
-5.35562,1,0.950364,2,3,0,8.07814,0.859058,0.544568
-5.28674,0.990023,0.950364,2,3,0,5.44688,0.777824,0.475412
-6.76727,0.615053,0.950364,2,3,0,6.78177,0.979636,0.452182
-5.40721,0.947406,0.950364,2,3,0,7.45158,0.851801,0.601292
-6.06585,0.796956,0.950364,2,3,0,6.87658,0.752939,0.21886
-5.35218,1,0.950364,2,3,0,6.0477,0.85752,0.455092
-5.34101,0.980296,0.950364,2,3,0,5.61617,0.848681,0.554347
-5.48173,0.974412,0.950364,2,3,0,5.58884,0.767708,0.651273
-5.60144,0.970591,0.950364,2,3,0,5.66406,0.879533,0.346118
-5.60144,0.911669,0.950364,1,1,0,5.99718,0.879533,0.346118
-5.63875,1,0.950364,2,3,0,5.72464,0.689637,0.657782
-5.55809,0.922926,0.950364,1,3,0,6.32855,0.842868,0.328269
-5.29472,0.996558,0.950364,1,3,0,5.54898,0.830036,0.475478
-5.27993,0.993632,0.950364,2,3,0,5.34423,0.78252,0.509706
-5.38575,0.93177,0.950364,2,3,0,5.65692,0.873154,0.526925
-6.28526,0.847621,0.950364,2,3,0,6.48606,0.915397,0.769968
-8.11285,0.883921,0.950364,2,3,0,8.34476,0.909187,0.924862
-7.36982,1,0.950364,1,1,0,8.15876,0.838912,0.901424
-8.63324,0.962723,0.950364,2,3,0,8.8084,0.847855,0.0501035
-5.8158,0.991285,0.950364,2,3,0,8.83663,0.770603,0.259038
-5.33191,0.822058,0.950364,2,3,0,6.38313,0.756842,0.561885
-5.79685,0.480418,0.950364,2,3,0,8.08049,0.678414,0.302897
-5.40435,0.816504,0.950364,2,3,0,6.62271,0.832137,0.383256
-6.23089,0.659796,0.950364,2,3,0,8.02353,0.772897,0.193113
-5.52778,0.958031,0.950364,2,3,0,6.45342,0.893906,0.411852
-6.61274,0.895652,0.950364,1,3,0,7.02519,0.972294,0.630743
-6.20996,0.977962,0.950364,2,3,0,6.87578,0.513081,0.422666
-5.62019,0.928211,0.950364,2,3,0,6.77548,0.91622,0.452614
-5.94128,0.959097,0.950364,2,3,0,5.9498,0.556173,0.534717
-7.25429,0.668479,0.950364,2,3,0,8.39706,0.566605,0.147608
-5.44108,0.63897,0.950364,2,3,0,8.59091,0.872886,0.587369
-7.01199,0.677199,0.950364,2,3,0,7.514,0.979869,0.672209
-7.93865,0.940536,0.950364,2,3,0,8.77826,0.523796,0.887618
-6.53263,1,0.950364,2,3,0,7.63476,0.674911,0.821122
-6.66566,1,0.950364,2,3,0,6.86549,0.724037,0.846979
-5.97603,1,0.950364,1,1,0,6.56094,0.779935,0.77097
-6.41041,0.863302,0.950364,1,1,0,6.52172,0.623865,0.783053
-5.90586,0.774907,0.950364,1,3,0,8.18006,0.919699,0.320346
-5.60561,0.957445,0.950364,2,3,0,6.06122,0.77593,0.692937
-5.43866,0.951411,0.950364,1,3,0,6.12102,0.843192,0.374059
-6.31433,0.71627,0.950364,2,3,0,6.88231,0.964836,0.579194
-8.4737,0.718512,0.950364,1,3,0,8.77498,0.989306,0.827412
-7.98257,1,0.950364,2,3,0,8.59859,0.989694,0.753366
-5.72645,0.930772,0.950364,2,3,0,7.44156,0.602939,0.528344
-5.42977,1,0.950364,1,1,0,5.64462,0.689921,0.513885
-6.05626,0.718023,0.950364,2,3,0,6.56262,0.95487,0.509656
-5.47026,0.950179,0.950364,2,3,0,6.25096,0.853071,0.36812
-5.70597,0.885659,0.950364,2,3,0,6.23092,0.659376,0.650732
-7.48734,0.648607,0.950364,2,3,0,8.40094,0.923879,0.113347
-7.88811,0.98766,0.950364,2,7,0,7.97518,0.603652,0.9069
-5.54057,1,0.950364,2,3,0,7.74859,0.87529,0.364133
-5.96088,0.933008,0.950364,2,3,0,6.20128,0.944118,0.595146
-6.50939,0.977109,0.950364,2,3,0,6.51859,0.964565,0.672177
-5.54366,0.925984,0.950364,2,3,0,6.36833,0.786177,0.323499
-5.91074,0.812944,0.950364,1,3,0,7.01176,0.8102,0.760691
-5.56345,0.919926,0.950364,1,3,0,6.80032,0.710512,0.351711
-5.62904,0.913503,0.950364,1,3,0,6.36326,0.800587,0.701496
-5.57487,0.984238,0.950364,2,3,0,5.87075,0.812759,0.314071
-6.46695,0.574442,0.950364,2,3,0,9.08791,0.950541,0.26801
-5.52071,0.907337,0.950364,2,3,0,6.729,0.708903,0.37095
-5.49364,0.946342,0.950364,2,3,0,5.73651,0.879323,0.393984
-6.09271,0.926869,0.950364,2,3,0,6.31563,0.956735,0.518661
-5.79788,0.983173,0.950364,2,3,0,6.35543,0.590468,0.444062
-5.34871,1,0.950364,2,3,0,5.82814,0.829395,0.585589
-5.43649,0.964581,0.950364,2,3,0,5.64391,0.757923,0.37148
-6.96396,0.537801,0.950364,1,3,0,8.76878,0.983317,0.561731
-6.2654,0.876352,0.950364,2,3,0,7.39635,0.663726,0.781652
-5.3016,0.994289,0.950364,1,3,0,6.25705,0.826792,0.543134
-5.60494,0.943789,0.950364,1,3,0,5.64152,0.91201,0.564344
-6.47876,0.617493,0.950364,2,3,0,9.04415,0.938144,0.766402
-5.87657,1,0.950364,1,1,0,6.41091,0.925711,0.652549
-5.71373,0.942475,0.950364,2,3,0,6.26348,0.693141,0.684777
-5.6016,0.937814,0.950364,2,3,0,6.42789,0.726586,0.327118
-5.51712,0.871215,0.950364,2,3,0,6.32842,0.799664,0.331036
-5.89704,0.922579,0.950364,1,1,0,5.90335,0.735729,0.251747
-6.00589,0.536895,0.950364,2,3,0,8.91951,0.708032,0.241656
-5.98599,0.961238,0.950364,2,3,0,6.40246,0.896087,0.262717
-7.71736,0.774114,0.950364,2,3,0,8.30891,0.990912,0.343049
-7.3326,1,0.950364,1,1,0,7.81498,0.98568,0.32661
-6.17679,0.930191,0.950364,2,3,0,7.56256,0.539171,0.638048
-7.11939,0.692706,0.950364,2,3,0,7.32993,0.984316,0.375297
-7.29541,0.973056,0.950364,2,3,0,7.81874,0.368214,0.409077
-6.21899,1,0.950364,1,1,0,7.16342,0.52783,0.369967
-6.21899,0.219788,0.950364,1,1,0,8.55637,0.52783,0.369967
-5.88312,1,0.950364,2,3,0,6.28054,0.933689,0.378035
-5.87967,0.952413,0.950364,2,3,0,6.58019,0.833565,0.248065
-6.40149,0.81941,0.950364,2,7,0,7.15754,0.96569,0.380851
-7.14509,0.901989,0.950364,2,7,0,7.88382,0.94301,0.843087
-7.29504,0.997824,0.950364,2,7,0,8.31936,0.983808,0.303936
-7.11696,0.999887,0.950364,2,3,0,8.02508,0.979064,0.711294
-7.69459,0.911307,0.950364,2,7,0,10.0734,0.580055,0.890051
-6.18582,1,0.950364,2,3,0,7.35875,0.753749,0.798454
-6.90705,0.727848,0.950364,2,3,0,7.39427,0.973284,0.286243
-5.43705,0.920172,0.950364,2,7,0,7.2414,0.782921,0.362166
-5.51214,0.98739,0.950364,2,7,0,5.56306,0.860395,0.64239
-5.77575,0.851038,0.950364,2,3,0,6.79463,0.848948,0.273798
-6.85214,0.436934,0.950364,2,3,0,10.6282,0.979517,0.61495
-6.72962,0.986321,0.950364,2,3,0,7.15614,0.966676,0.717608
-6.81644,0.951605,0.950364,2,3,0,7.21806,0.419825,0.4413
-5.78227,1,0.950364,2,3,0,6.51578,0.59665,0.43319
-5.88668,0.947179,0.950364,2,3,0,6.44395,0.927404,0.650438
-5.86098,0.927362,0.950364,2,3,0,7.15494,0.910648,0.31373
-6.43616,0.920823,0.950364,2,3,0,6.89093,0.631547,0.790948
-7.24224,0.954462,0.950364,2,3,0,7.57153,0.853196,0.892533
-7.06297,0.969415,0.950364,2,3,0,8.45282,0.798532,0.884399
-6.8505,0.999648,0.950364,2,3,0,7.2687,0.713442,0.861346
-5.70812,0.963591,0.950364,3,7,0,8.30729,0.758082,0.714913
-5.54199,0.990938,0.950364,2,3,0,5.81887,0.895876,0.408968
-5.42185,0.973577,0.950364,2,7,0,5.80793,0.828443,0.627095
-6.17798,0.819503,0.950364,2,3,0,6.69396,0.684914,0.222466
-6.87136,0.852396,0.950364,1,1,0,6.95449,0.622673,0.1612
-7.03857,0.962467,0.950364,2,3,0,7.30724,0.93818,0.8386
-6.93708,1,0.950364,3,7,0,7.9478,0.983328,0.479932
-6.90611,0.98614,0.950364,2,3,0,7.26375,0.977959,0.335369
-5.6112,0.954005,0.950364,2,3,0,6.57664,0.634119,0.462821
-5.42052,0.504114,0.950364,2,3,0,7.86571,0.804826,0.367531
-5.6365,0.702955,0.950364,2,3,0,6.80805,0.704325,0.669237
-5.6365,0.562591,0.950364,2,3,0,7.10127,0.704325,0.669237
-5.33394,1,0.950364,2,3,0,5.58989,0.840075,0.437753
-5.77754,0.924372,0.950364,1,3,0,5.80283,0.895507,0.311999
-5.66848,0.902917,0.950364,1,3,0,6.78339,0.801903,0.711387
-5.49467,0.9135,0.950364,2,3,0,6.23847,0.725683,0.632685
-5.65254,0.9598,0.950364,2,3,0,5.88825,0.896883,0.643825
-7.0878,0.72327,0.950364,2,3,0,7.90302,0.985726,0.467675
-5.47162,0.992649,0.950364,2,3,0,6.95433,0.821751,0.349785
-6.19553,0.801266,0.950364,2,3,0,6.99239,0.770619,0.802084
-5.85266,1,0.950364,1,1,0,6.19949,0.734622,0.739218
-6.69408,0.855697,0.950364,1,1,0,6.70863,0.690171,0.842467
-9.78345,0.368519,0.950364,2,3,0,10.7916,0.190482,0.641416
-7.21913,0.777338,0.950364,2,3,0,13.1305,0.944439,0.15175
-6.02762,1,0.950364,2,3,0,7.42395,0.924453,0.702372
-6.49696,0.94625,0.950364,2,3,0,7.23805,0.968643,0.372434
-9.0575,0.877446,0.950364,2,3,0,9.12993,0.996239,0.769551
-6.27249,0.795621,0.950364,3,7,0,10.887,0.740762,0.192596
-7.23684,0.915003,0.950364,2,3,0,7.45615,0.906769,0.121646
-7.75265,0.964689,0.950364,2,3,0,8.32718,0.838536,0.920287
-5.69211,0.991636,0.950364,2,3,0,7.73933,0.675124,0.337322
-7.6494,0.389256,0.950364,2,3,0,9.40338,0.977069,0.185309
-7.23411,1,0.950364,2,3,0,7.83713,0.961404,0.180513
-5.81549,0.983436,0.950364,2,7,0,7.16988,0.849314,0.734545
-6.62276,0.898596,0.950364,2,3,0,7.22488,0.74933,0.153178
-6.92112,0.94091,0.950364,1,1,0,7.07886,0.697474,0.135854
-7.88197,0.705601,0.950364,2,3,0,8.93688,0.336955,0.300386
-5.7213,1,0.950364,1,1,0,7.03151,0.630773,0.384782
-6.13051,0.812847,0.950364,2,3,0,6.42519,0.953231,0.612438
-6.2198,0.911438,0.950364,2,3,0,6.94159,0.939977,0.290381
-13.9939,0.526784,0.950364,2,7,0,15.7258,0.99997,0.786881
-8.45659,0.994023,0.950364,2,3,0,14.26,0.996258,0.599476
-9.63822,0.83497,0.950364,2,7,0,10.023,0.199799,0.345402
-6.26621,1,0.950364,1,1,0,8.38526,0.558096,0.301226
-6.49003,0.853079,0.950364,2,3,0,8.62278,0.93683,0.22918
-6.1582,0.975565,0.950364,2,7,0,6.96185,0.931345,0.718178
-5.97404,0.999646,0.950364,2,3,0,6.46763,0.563475,0.597793
-6.07246,1,0.950364,2,3,0,6.39621,0.941256,0.337542
-7.31352,1,0.950364,2,3,0,8.02368,0.392985,0.68827
-7.40093,1,0.950364,2,3,0,7.79565,0.97729,0.220165
-6.1108,0.921715,0.950364,2,3,0,7.56953,0.629144,0.733638
-6.74106,0.929794,0.950364,2,3,0,7.00659,0.942675,0.202591
-7.24611,0.952082,0.950364,1,1,0,7.38655,0.966307,0.193055
-5.31531,1,0.950364,2,3,0,6.86493,0.753846,0.463557
-6.34131,0.764139,0.950364,1,3,0,6.40424,0.544328,0.299681
-5.58973,0.868538,0.950364,1,3,0,7.07696,0.901691,0.60115
-6.90518,0.878191,0.950364,1,3,0,7.00862,0.964059,0.765135
-6.95352,1,0.950364,2,3,0,7.19716,0.970665,0.74181
-6.55814,0.908376,0.950364,2,3,0,7.8119,0.844108,0.840766
-10.3045,0.421266,0.950364,2,3,0,14.4785,0.969619,0.963346
-6.91642,1,0.950364,2,3,0,10.544,0.98114,0.608775
-5.64301,0.987678,0.950364,2,3,0,7.16253,0.895495,0.642887
-5.44184,0.963089,0.950364,2,3,0,6.09229,0.804783,0.358531
-7.35814,0.534564,0.950364,2,3,0,7.99402,0.968545,0.186546
-7.37301,1,0.950364,1,1,0,7.68447,0.969774,0.188977
-6.17493,1,0.950364,2,3,0,7.39168,0.894142,0.226816
-7.68451,0.760891,0.950364,2,3,0,9.12627,0.990068,0.674583
-6.13439,0.926187,0.950364,2,7,0,7.87302,0.909538,0.249188
-5.61121,1,0.950364,2,3,0,6.27223,0.885107,0.649262
-5.57546,0.995974,0.950364,2,3,0,5.75384,0.64143,0.511281
-9.26734,0.265289,0.950364,2,3,0,10.7044,0.99552,0.1783
-8.12734,0.989157,0.950364,2,3,0,10.024,0.994221,0.354052
-8.01791,0.958837,0.950364,2,3,0,8.77195,0.993391,0.654068
-5.33011,0.917771,0.950364,2,7,0,7.4917,0.81262,0.419187
-7.17314,0.737772,0.950364,2,3,0,7.21863,0.95935,0.817426
-7.28385,1,0.950364,2,3,0,8.23076,0.984658,0.321621
-6.13694,0.972243,0.950364,2,3,0,7.5051,0.794307,0.795841
-5.81287,1,0.950364,1,1,0,6.11567,0.79726,0.742855
-5.43696,0.938808,0.950364,1,3,0,6.43464,0.840936,0.373194
-5.53995,0.894041,0.950364,2,3,0,6.19945,0.865055,0.648475
-5.83248,0.944443,0.950364,2,3,0,6.14629,0.67617,0.704754
-5.83248,0.376587,0.950364,1,1,0,7.04127,0.67617,0.704754
-6.44115,0.838286,0.950364,2,3,0,6.82985,0.904719,0.803234
-6.29081,0.8768,0.950364,2,7,0,8.16958,0.950881,0.312459
-5.43768,0.854305,0.950364,2,3,0,7.63437,0.718643,0.403828
-5.64903,0.925244,0.950364,2,3,0,5.90264,0.652029,0.615739
-5.78506,0.991978,0.950364,2,3,0,5.83119,0.910574,0.337451
-6.35576,0.970726,0.950364,2,3,0,6.36384,0.945342,0.275194
-8.13521,0.878989,0.950364,2,3,0,8.79489,0.991223,0.246954
-5.67608,0.880778,0.950364,2,3,0,8.18,0.866732,0.308852
-6.1597,0.915723,0.950364,2,3,0,6.43885,0.955225,0.390781
-6.18785,0.916831,0.950364,2,3,0,7.17861,0.511763,0.451729
-9.8131,0.395558,0.950364,3,7,0,10.5862,0.998616,0.72494
-7.82184,0.923409,0.950364,2,3,0,11.2163,0.942263,0.104842
-6.01275,1,0.950364,2,3,0,7.77154,0.565258,0.3768
-5.46588,0.991102,0.950364,2,3,0,6.33531,0.891058,0.456815
-6.58765,0.850624,0.950364,2,3,0,6.75837,0.962738,0.70634
-8.35908,0.85717,0.950364,2,3,0,8.91464,0.304777,0.728876
-7.24519,1,0.950364,2,3,0,8.84603,0.779284,0.895435
-6.16499,0.625739,0.950364,3,7,0,10.3988,0.678652,0.772777
-6.34457,0.799779,0.950364,2,3,0,6.94606,0.967944,0.486809
-5.50466,1,0.950364,1,3,0,6.39038,0.891673,0.42078
-5.50466,0.739744,0.950364,2,3,0,7.55379,0.891673,0.42078
-5.67967,0.987972,0.950364,2,3,0,5.81407,0.920234,0.575323
-5.79499,0.987184,0.950364,2,3,0,6.02269,0.656231,0.677574
-5.97686,0.938559,0.950364,1,1,0,6.11209,0.624821,0.69843
-5.77086,1,0.950364,1,1,0,6.08666,0.62455,0.628084
-6.65984,0.869314,0.950364,2,3,0,7.13297,0.826326,0.852427
-8.54872,0.833636,0.950364,2,3,0,9.37077,0.925438,0.936432
-5.36968,1,0.950364,3,7,0,8.05687,0.800082,0.607735
-5.38782,0.995997,0.950364,1,1,0,5.40469,0.806805,0.616928
-5.40592,0.723575,0.950364,2,3,0,6.52932,0.705099,0.457435
-5.39585,1,0.950364,2,3,0,5.44394,0.721104,0.430999
-6.09231,0.877756,0.950364,2,3,0,6.25748,0.868971,0.224194
-6.65035,0.866976,0.950364,3,7,0,7.88647,0.844347,0.849468
-6.23608,0.979338,0.950364,2,3,0,7.06198,0.679679,0.215782
-6.72723,0.87419,0.950364,2,3,0,7.11509,0.483908,0.289611
-6.47691,1,0.950364,2,3,0,7.23192,0.969286,0.608521
-6.30426,1,0.950364,1,1,0,6.57524,0.959797,0.636003
-5.84284,1,0.950364,1,1,0,6.26501,0.939597,0.542221
-5.41169,0.961923,0.950364,2,3,0,5.94643,0.826486,0.623221
-5.56872,0.934862,0.950364,2,3,0,5.95614,0.766003,0.320059
-6.1153,0.692783,0.950364,2,3,0,6.71054,0.951929,0.384042
