# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = coinbias_model
# start_datetime = 2023-01-12 09:01:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\coinbias\coinbias.data.R
# init = 2 (Default)
# random
#   seed = 2891974704 (Default)
# output
#   file = examples\coinbias\coinbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias
-8.51851,0.689831,1.17623,2,3,0,9.49094,0.540314
-8.16417,0.995917,1.17623,2,3,0,8.41124,0.393124
-8.16605,0.925179,1.17623,2,3,0,8.35063,0.391587
-8.16605,0.861968,1.17623,1,3,0,8.50544,0.391587
-8.43289,0.93543,1.17623,2,3,0,8.433,0.313489
-8.15658,0.986023,1.17623,2,3,0,8.39713,0.400797
-8.15658,0.678828,1.17623,1,3,0,8.95239,0.400797
-8.75559,0.841743,1.17623,1,3,0,8.77805,0.574872
-8.16665,0.990051,1.17623,2,3,0,8.6114,0.391118
-9.49868,0.49706,1.17623,2,3,0,10.5502,0.649676
-9.507,0.996755,1.17623,1,1,0,10.0657,0.650352
-8.45195,1,1.17623,2,3,0,9.14458,0.528599
-8.21579,0.878947,1.17623,2,3,0,8.80118,0.365911
-8.15439,1,1.17623,1,1,0,8.19087,0.403858
-8.26708,0.968095,1.17623,1,3,0,8.27501,0.486185
-8.15334,0.733717,1.17623,2,3,0,9.0102,0.427761
-8.39801,0.930162,1.17623,1,3,0,8.41298,0.319774
-8.81615,0.823065,1.17623,2,3,0,9.26405,0.582467
-8.19269,0.685424,1.17623,2,3,0,9.77067,0.375701
-8.41558,0.916436,1.17623,1,1,0,8.42147,0.31655
-8.15122,0.995516,1.17623,1,3,0,8.31816,0.422706
-8.15433,0.998387,1.17623,2,3,0,8.15712,0.429444
-8.25091,0.960324,1.17623,2,3,0,8.29237,0.481166
-8.8648,0.769403,1.17623,1,1,0,8.88643,0.588299
-8.36125,1,1.17623,1,1,0,8.71608,0.510241
-10.3364,0.560563,1.17623,2,3,0,11.0998,0.162071
-8.15653,0.952335,1.17623,2,3,0,10.0014,0.432587
-8.60477,0.872283,1.17623,2,3,0,8.65565,0.287595
-8.2663,1,1.17623,1,1,0,8.49937,0.349515
-8.21543,0.983731,1.17623,2,3,0,8.37011,0.366048
-8.54685,0.880566,1.17623,1,1,0,8.55503,0.295564
-8.19883,0.965364,1.17623,2,3,0,8.68899,0.461358
-8.23938,0.956522,1.17623,2,3,0,8.35771,0.477333
-8.70824,0.645043,1.17623,2,3,0,9.55837,0.568641
-8.4284,1,1.17623,1,1,0,8.69151,0.52414
-8.76778,0.865654,1.17623,1,1,0,8.86718,0.576432
-8.24255,1,1.17623,1,1,0,8.56394,0.478409
-8.98271,0.729351,1.17623,1,1,0,8.99906,0.601579
-8.46661,0.960874,1.17623,2,3,0,9.29916,0.307813
-8.25917,1,1.17623,1,1,0,8.41457,0.351561
-8.62101,0.835542,1.17623,2,3,0,8.9618,0.285469
-8.29719,0.998384,1.17623,2,3,0,8.65145,0.494686
-8.24068,1,1.17623,2,3,0,8.29807,0.357223
-8.68907,0.844765,1.17623,1,1,0,8.69924,0.277005
-8.2198,1,1.17623,1,1,0,8.51621,0.364407
-8.15773,0.896391,1.17623,2,3,0,8.49224,0.399411
-8.20689,0.988333,1.17623,2,3,0,8.20799,0.36943
-8.43512,0.915139,1.17623,1,1,0,8.44471,0.313102
-9.64227,0.667842,1.17623,1,1,0,9.65891,0.197982
-9.05582,1,1.17623,2,3,0,9.69174,0.240071
-8.98927,0.614455,1.17623,2,3,0,11.5197,0.245944
-8.25996,1,1.17623,1,1,0,8.72737,0.351332
-9.64957,0.730041,1.17623,2,3,0,9.65069,0.197541
-12.1442,0.83676,1.17623,2,3,0,12.229,0.102556
-8.47146,1,1.17623,2,3,0,11.2914,0.532161
-8.55805,0.963722,1.17623,1,1,0,8.68963,0.546758
-9.00014,0.922196,1.17623,2,3,0,9.13255,0.244964
-8.41265,0.941491,1.17623,2,3,0,9.49146,0.31708
-8.63639,0.969408,1.17623,2,3,0,8.7732,0.558623
-8.15959,1,1.17623,1,3,0,8.43277,0.436119
-8.23347,0.969073,1.17623,1,1,0,8.23512,0.475274
-8.23347,0.535423,1.17623,1,1,0,9.09325,0.475274
-8.9078,0.851642,1.17623,2,3,0,8.92261,0.593273
-8.15143,1,1.17623,1,3,0,8.59097,0.423393
-8.15143,0.673034,1.17623,1,3,0,9.07053,0.423393
-8.22249,0.782833,1.17623,2,3,0,8.74899,0.471243
-8.20799,1,1.17623,2,3,0,8.21712,0.368979
-8.19483,1,1.17623,2,3,0,8.2042,0.459463
-8.19708,0.99904,1.17623,1,1,0,8.2158,0.460538
-8.46561,0.842232,1.17623,2,3,0,8.7438,0.531105
-8.89336,0.834474,1.17623,1,1,0,9.0034,0.59162
-8.15575,0.975021,1.17623,2,3,0,8.79639,0.401893
-8.22971,0.971403,1.17623,2,3,0,8.26093,0.360872
-8.22476,1,1.17623,2,3,0,8.25737,0.362608
-8.36527,0.974573,1.17623,2,3,0,8.38476,0.32614
-8.47233,0.960971,1.17623,1,1,0,8.54483,0.306885
-8.3228,1,1.17623,2,3,0,8.46192,0.501249
-8.39767,0.968372,1.17623,1,1,0,8.46667,0.518019
-8.76062,0.914227,1.17623,2,3,0,8.9123,0.268778
-8.44132,1,1.17623,2,3,0,8.73359,0.52661
-8.49086,0.99301,1.17623,2,3,0,8.61203,0.535593
-8.53383,0.996855,1.17623,2,3,0,8.53396,0.297449
-8.2912,1,1.17623,2,3,0,8.55219,0.493072
-8.33995,0.979284,1.17623,1,1,0,8.39698,0.505372
-8.84331,0.807071,1.17623,1,1,0,8.90053,0.58575
-8.41397,0.961814,1.17623,2,3,0,9.12885,0.316841
-9.57947,0.798396,1.17623,2,3,0,9.59458,0.201844
-10.3545,0.819879,1.17623,1,1,0,10.6725,0.161267
-8.21553,0.94541,1.17623,2,3,0,9.89399,0.468529
-9.54549,0.56926,1.17623,1,1,0,9.54796,0.653446
-8.23821,1,1.17623,1,3,0,9.1408,0.358022
-8.33549,0.975208,1.17623,2,3,0,8.41664,0.504318
-8.41413,0.990086,1.17623,2,3,0,8.42783,0.316813
-8.33728,1,1.17623,2,3,0,8.3976,0.504743
-8.30327,0.894756,1.17623,2,3,0,8.7144,0.496293
-9.81702,0.53076,1.17623,1,1,0,9.8349,0.673885
-8.23131,0.875755,1.17623,2,3,0,10.3684,0.360323
-8.26616,0.995278,1.17623,2,3,0,8.27383,0.48591
-8.23706,1,1.17623,1,1,0,8.28872,0.476533
-8.68093,0.826907,1.17623,1,1,0,8.70171,0.56492
-8.36512,1,1.17623,2,3,0,8.62087,0.511097
-9.2689,0.683337,1.17623,1,1,0,9.3214,0.629905
-8.33235,1,1.17623,1,1,0,8.91391,0.50357
-9.82536,0.605813,1.17623,2,3,0,10.5066,0.187389
-8.44225,1,1.17623,1,1,0,9.37895,0.311876
-8.22732,1,1.17623,1,1,0,8.3757,0.361704
-8.29664,0.987385,1.17623,2,3,0,8.34224,0.49454
-8.92209,0.766147,1.17623,1,1,0,8.95924,0.594892
-8.1971,1,1.17623,1,3,0,8.69224,0.373652
-8.1971,0.447275,1.17623,1,3,0,9.91812,0.373652
-8.20951,0.995038,1.17623,1,1,0,8.22744,0.368367
-8.15822,1,1.17623,1,1,0,8.18981,0.398852
-8.15822,0.933457,1.17623,1,1,0,8.26032,0.398852
-8.62388,0.876218,1.17623,1,3,0,8.62673,0.285097
-8.49242,1,1.17623,2,3,0,8.69167,0.303696
-8.49242,0.662371,1.17623,1,1,0,9.3625,0.303696
-8.68345,0.604374,1.17623,2,3,0,10.3565,0.277679
-8.31204,1,1.17623,1,1,0,8.57984,0.337747
-8.33126,0.992666,1.17623,1,1,0,8.39329,0.333345
-8.87421,0.675461,1.17623,2,3,0,9.62133,0.589401
-9.67389,0.724836,1.17623,1,1,0,9.91982,0.663399
-12.472,0.388049,1.17623,1,1,0,12.7867,0.803105
-10.3996,1,1.17623,1,1,0,12.4075,0.711285
-8.21202,1,1.17623,1,3,0,9.48348,0.467104
-10.1599,0.520718,1.17623,1,3,0,10.1599,0.696803
-9.00144,1,1.17623,2,3,0,10.4884,0.244848
-8.66224,1,1.17623,1,1,0,9.03317,0.28026
-8.37463,1,1.17623,1,1,0,8.61659,0.324269
-8.37262,1,1.17623,1,1,0,8.46086,0.324668
-8.25543,1,1.17623,1,1,0,8.35933,0.352664
-10.6221,0.496853,1.17623,1,3,0,10.6609,0.150045
-9.1763,1,1.17623,1,1,0,10.3666,0.230129
-9.32943,0.955242,1.17623,1,1,0,9.65883,0.218586
-8.86129,1,1.17623,1,1,0,9.36956,0.258154
-10.4467,0.632816,1.17623,1,1,0,10.5094,0.157272
-8.18386,0.9364,1.17623,1,3,0,9.81261,0.453786
-8.15362,1,1.17623,1,1,0,8.17157,0.428256
-8.21081,0.783198,1.17623,2,3,0,8.74554,0.466604
-8.30092,0.974344,1.17623,2,3,0,8.35714,0.340425
-9.08873,0.670054,1.17623,2,3,0,9.76687,0.237271
-9.08873,0.545058,1.17623,1,1,0,10.8409,0.237271
-8.27467,0.951445,1.17623,2,3,0,9.28283,0.347199
-8.80069,0.568135,1.17623,2,3,0,10.1654,0.264426
-8.18829,0.967478,1.17623,2,3,0,8.79948,0.377861
-8.7501,0.805919,1.17623,1,1,0,8.75016,0.269948
-8.58299,1,1.17623,1,1,0,8.83331,0.290519
-8.70073,0.986589,1.17623,2,3,0,8.84835,0.27562
-9.11867,0.872091,1.17623,1,1,0,9.26523,0.23478
-8.20025,0.95732,1.17623,2,3,0,9.125,0.372244
-8.25484,0.978545,1.17623,1,1,0,8.27082,0.352839
-8.25484,0.679822,1.17623,1,1,0,8.93676,0.352839
-8.53809,0.898237,1.17623,1,1,0,8.55931,0.296827
-8.18236,0.977705,1.17623,2,3,0,8.55355,0.380984
-8.19784,0.993771,1.17623,1,1,0,8.20965,0.373316
-8.2539,0.977954,1.17623,1,1,0,8.26888,0.35312
-8.19758,1,1.17623,2,3,0,8.24636,0.373434
-8.71578,0.820098,1.17623,1,1,0,8.71673,0.27386
-8.23706,1,1.17623,1,1,0,8.54411,0.358401
-8.40947,0.896211,1.17623,2,3,0,8.64762,0.520412
-8.23597,0.953725,1.17623,2,3,0,8.58735,0.35876
-8.51667,0.898359,1.17623,1,1,0,8.53241,0.299988
-9.38118,0.541772,1.17623,2,3,0,10.7558,0.214924
-8.21485,0.991136,1.17623,1,3,0,8.95455,0.366268
-8.63016,0.832636,1.17623,2,3,0,8.90174,0.284291
-8.63016,0.63514,1.17623,1,1,0,9.67348,0.284291
-8.24137,0.968647,1.17623,2,3,0,8.762,0.357
-8.15057,0.996149,1.17623,2,3,0,8.22166,0.413489
-8.15057,0.989318,1.17623,1,3,0,8.17245,0.413489
-8.16915,0.957398,1.17623,2,3,0,8.25759,0.444442
-9.61471,0.629624,1.17623,1,3,0,9.61683,0.65888
-8.2558,1,1.17623,1,1,0,9.05115,0.482724
-8.15639,1,1.17623,1,1,0,8.21406,0.432406
-8.1546,1,1.17623,2,3,0,8.15602,0.403535
-8.96686,0.789347,1.17623,1,3,0,8.99099,0.599858
-8.96686,0.802885,1.17623,1,1,0,9.59315,0.599858
-9.08355,0.953264,1.17623,1,1,0,9.41937,0.61212
-8.38949,0.857307,1.17623,2,3,0,9.63611,0.321385
-8.23457,1,1.17623,1,1,0,8.35157,0.359224
-9.69596,0.598448,1.17623,2,3,0,10.2456,0.665056
-8.25674,1,1.17623,1,1,0,9.09847,0.483019
-8.90163,0.759441,1.17623,1,1,0,8.92449,0.59257
-8.44431,1,1.17623,1,1,0,8.8081,0.527172
-8.23873,0.912249,1.17623,2,3,0,8.72577,0.477111
-8.15045,1,1.17623,1,3,0,8.20214,0.418968
-8.24306,0.973155,1.17623,1,3,0,8.24589,0.356462
-8.66666,0.852583,1.17623,1,1,0,8.67829,0.279717
-8.17216,1,1.17623,1,3,0,8.47403,0.387152
-8.71011,0.853333,1.17623,2,3,0,8.78684,0.568894
-8.40583,1,1.17623,1,1,0,8.67238,0.51968
-9.43359,0.794443,1.17623,2,3,0,9.49572,0.644297
-8.4209,1,1.17623,1,1,0,9.07803,0.522678
-8.16278,0.757046,1.17623,2,3,0,9.09085,0.394322
-10.1302,0.554395,1.17623,1,3,0,10.2069,0.694927
-9.54336,1,1.17623,2,3,0,10.0399,0.204122
-8.72755,1,1.17623,2,3,0,9.39466,0.272503
-8.88723,0.979151,1.17623,2,3,0,8.89354,0.590914
-9.40087,0.811592,1.17623,1,1,0,9.67303,0.64153
-8.27014,0.692453,1.17623,2,3,0,10.388,0.348441
-8.56412,0.895268,1.17623,1,1,0,8.58938,0.293121
-8.33545,1,1.17623,1,1,0,8.53036,0.332421
-9.08546,0.766012,1.17623,1,1,0,9.10419,0.237547
-8.22754,1,1.17623,1,1,0,8.76832,0.361626
-9.94181,0.613926,1.17623,1,3,0,9.95685,0.181114
-8.81273,1,1.17623,1,1,0,9.69747,0.263152
-9.43026,0.932514,1.17623,2,3,0,9.774,0.644017
-12.3166,0.365812,1.17623,1,1,0,12.5618,0.797718
-9.05041,1,1.17623,1,1,0,11.2579,0.60873
-8.19622,1,1.17623,1,3,0,8.76975,0.37405
-8.19622,0.838691,1.17623,1,3,0,8.64772,0.37405
-8.26222,0.974114,1.17623,1,1,0,8.27598,0.350679
-8.22541,1,1.17623,1,1,0,8.27467,0.362375
-8.22541,0.754123,1.17623,1,1,0,8.70239,0.362375
-9.04295,0.828301,1.17623,2,3,0,9.04336,0.241184
-8.32236,0.948452,1.17623,2,3,0,9.34347,0.335351
-8.25731,1,1.17623,1,1,0,8.33387,0.352106
-8.72198,0.840802,1.17623,1,1,0,8.73544,0.273142
-9.20092,0.856337,1.17623,1,1,0,9.34609,0.228196
-8.55062,1,1.17623,1,1,0,9.06209,0.295027
-8.22052,0.973525,1.17623,2,3,0,8.64611,0.364142
-8.36428,0.945554,1.17623,1,1,0,8.38213,0.326341
-8.36428,0.532798,1.17623,1,3,0,9.84981,0.326341
-8.36428,0.752234,1.17623,1,1,0,8.91385,0.326341
-8.16144,1,1.17623,1,1,0,8.28312,0.395553
-8.56646,0.884002,1.17623,2,3,0,8.62501,0.548086
-8.22102,0.818984,1.17623,2,3,0,9.08737,0.363959
-9.77514,0.507965,1.17623,2,3,0,10.7179,0.670879
-8.86164,1,1.17623,1,1,0,9.64168,0.587926
-9.63439,0.7322,1.17623,1,1,0,9.87756,0.660395
-8.39153,1,1.17623,2,3,0,9.16618,0.51675
-8.20117,1,1.17623,1,1,0,8.32384,0.462427
-8.58233,0.849319,1.17623,1,1,0,8.59223,0.550554
-8.17616,1,1.17623,1,1,0,8.41097,0.449227
-8.15488,0.997517,1.17623,2,3,0,8.18404,0.430295
-9.08252,0.7518,1.17623,1,3,0,9.08624,0.612016
-9.30895,0.912664,1.17623,1,1,0,9.68184,0.633516
-9.99508,0.914587,1.17623,2,3,0,10.412,0.686144
-8.9421,1,1.17623,2,3,0,10.3133,0.250295
-8.16302,0.978485,1.17623,1,3,0,8.68799,0.439459
-9.97682,0.595376,1.17623,2,3,0,10.1634,0.179292
-8.81754,1,1.17623,1,1,0,9.72256,0.262647
-8.15032,0.891161,1.17623,2,3,0,9.28702,0.416703
-8.15032,0.443414,1.17623,1,3,0,10.0497,0.416703
-8.85263,0.7912,1.17623,2,3,0,9.0018,0.259029
-8.65331,1,1.17623,2,3,0,8.94521,0.281366
-8.65331,0.485356,1.17623,1,1,0,10.3823,0.281366
-8.17389,0.974344,1.17623,2,3,0,8.63197,0.386013
-8.76221,0.849499,1.17623,1,3,0,8.80559,0.575721
-8.20952,0.828237,1.17623,2,3,0,9.26947,0.466064
-9.23267,0.646994,1.17623,1,1,0,9.23666,0.626572
-9.67239,0.841115,1.17623,1,1,0,10.0843,0.663285
-9.67239,0.836664,1.17623,1,1,0,10.5425,0.663285
-8.27202,0.612285,1.17623,2,3,0,11.3653,0.347922
-8.21826,1,1.17623,2,3,0,8.27019,0.46961
-8.1822,1,1.17623,1,1,0,8.21431,0.452851
-8.81303,0.763555,1.17623,1,1,0,8.81502,0.582084
-11.7363,0.569532,1.17623,2,3,0,11.8279,0.775821
-10.8385,1,1.17623,1,1,0,12.348,0.735149
-11.2973,0.861309,1.17623,1,1,0,12.2667,0.757111
-8.97154,1,1.17623,1,1,0,10.5891,0.600368
-8.71047,0.411746,1.17623,2,3,0,12.7268,0.568942
-8.2318,1,1.17623,1,1,0,8.52374,0.474679
-8.15379,0.886681,1.17623,2,3,0,8.50772,0.404841
-8.40894,0.929093,1.17623,1,3,0,8.41961,0.520306
-8.17745,1,1.17623,1,1,0,8.31469,0.450032
-8.3981,0.909895,1.17623,1,1,0,8.40308,0.518107
-8.3981,0.889936,1.17623,1,1,0,8.64511,0.518107
-8.3981,0.366278,1.17623,1,1,0,9.88876,0.518107
-8.49891,0.987764,1.17623,2,3,0,8.51461,0.30269
-9.73988,0.666536,1.17623,1,1,0,9.76512,0.192217
-8.34417,1,1.17623,1,1,0,9.26303,0.33053
-9.05665,0.677881,1.17623,2,3,0,9.79557,0.239999
-8.45654,1,1.17623,1,1,0,8.90717,0.30947
-8.18384,1,1.17623,1,1,0,8.35225,0.380179
-8.18384,0.505575,1.17623,1,3,0,9.63472,0.380179
-11.8829,0.295741,1.17623,1,3,0,12.1507,0.109186
-10.528,1,1.17623,1,1,0,11.9977,0.153863
-8.18059,0.934197,1.17623,1,3,0,9.86909,0.45192
-8.50878,0.868905,1.17623,1,1,0,8.51321,0.538675
-8.46818,1,1.17623,1,1,0,8.62467,0.53157
-9.32034,0.700304,1.17623,1,1,0,9.41158,0.634529
-10.0354,0.935417,1.17623,2,3,0,10.1097,0.176306
-8.80079,1,1.17623,2,3,0,9.74799,0.264417
-9.38225,0.832924,1.17623,1,1,0,9.5367,0.21485
-9.04957,1,1.17623,1,1,0,9.54267,0.24061
-8.84152,1,1.17623,1,1,0,9.20131,0.260163
-9.84937,0.738403,1.17623,1,1,0,9.96356,0.186068
-8.59913,1,1.17623,1,1,0,9.49553,0.288343
-9.32213,0.774586,1.17623,2,3,0,9.94946,0.634687
-9.32213,0.448075,1.17623,1,1,0,11.0147,0.634687
-8.16236,0.937319,1.17623,2,3,0,9.38767,0.394701
-9.06669,0.712754,1.17623,2,3,0,9.38277,0.239138
-8.3746,1,1.17623,1,1,0,8.85359,0.324274
-8.57872,0.8605,1.17623,2,3,0,9.05993,0.291101
-8.33089,1,1.17623,2,3,0,8.57995,0.503219
-8.40815,0.967383,1.17623,1,1,0,8.48046,0.520148
-8.57153,0.932555,1.17623,1,1,0,8.67172,0.548881
-8.44386,1,1.17623,2,3,0,8.54921,0.311602
-8.77009,0.890752,1.17623,1,1,0,8.84773,0.267733
-9.06837,0.968917,1.17623,2,3,0,9.13382,0.610576
-8.64808,1,1.17623,2,3,0,9.07696,0.560304
-8.73614,0.963527,1.17623,1,1,0,8.94224,0.572346
-8.54782,1,1.17623,2,3,0,8.71262,0.295425
-8.1825,1,1.17623,1,1,0,8.40636,0.380908
-9.07243,0.779721,1.17623,1,3,0,9.07587,0.238649
-8.15962,0.986969,1.17623,1,3,0,8.73244,0.397353
-8.28471,0.809964,1.17623,2,3,0,8.72992,0.344524
-8.48022,0.969557,1.17623,2,3,0,8.51658,0.305619
-8.32864,1,1.17623,2,3,0,8.47865,0.333931
-8.86074,0.903676,1.17623,2,3,0,8.8889,0.258209
-8.98729,0.959823,1.17623,1,1,0,9.22507,0.246124
-8.27314,1,1.17623,1,1,0,8.73476,0.347616
-9.3058,0.690277,1.17623,1,1,0,9.30721,0.220296
-9.3058,0.354161,1.17623,1,3,0,12.4747,0.220296
-9.74406,0.883906,1.17623,1,1,0,10.057,0.191977
-8.15088,0.952654,1.17623,2,3,0,9.45695,0.421441
-8.33379,0.827504,1.17623,2,3,0,8.68496,0.332787
-8.61921,0.840499,1.17623,2,3,0,9.06831,0.285702
-12.7557,0.155128,1.17623,2,3,0,15.2184,0.812488
-8.44597,1,1.17623,1,1,0,11.0804,0.527485
-8.46597,0.99716,1.17623,2,3,0,8.59113,0.531169
-8.3942,1,1.17623,2,3,0,8.53485,0.517303
-10.4223,0.567591,1.17623,2,3,0,11.161,0.158313
-9.42752,1,1.17623,2,3,0,10.4094,0.211737
-9.42752,0.191611,1.17623,1,3,0,14.0863,0.211737
-8.90404,1,1.17623,1,1,0,9.45708,0.25393
-8.23429,1,1.17623,1,1,0,8.65785,0.359318
-8.30176,0.973965,1.17623,1,1,0,8.32963,0.340219
-9.15451,0.737016,1.17623,1,1,0,9.16314,0.231867
-8.46765,0.930577,1.17623,2,3,0,9.79394,0.307644
-8.19768,0.972121,1.17623,2,3,0,8.58401,0.460821
-9.12416,0.673678,1.17623,1,1,0,9.12681,0.616181
-8.60641,1,1.17623,2,3,0,9.06948,0.55421
-8.51234,1,1.17623,1,1,0,8.71479,0.539277
-8.48671,1,1.17623,2,3,0,8.64357,0.534867
-9.43886,0.672826,1.17623,1,1,0,9.53239,0.644738
-8.31091,1,1.17623,1,1,0,8.99215,0.498268
-8.4207,0.95397,1.17623,1,1,0,8.48273,0.522639
-8.4207,0.44253,1.17623,1,3,0,11.157,0.522639
-8.33048,1,1.17623,1,1,0,8.45338,0.50312
-8.15277,1,1.17623,1,3,0,8.25509,0.426647
-8.76566,0.836724,1.17623,1,3,0,8.79993,0.268221
-8.23722,1,1.17623,1,1,0,8.57449,0.358346
-8.85838,0.870203,1.17623,2,3,0,8.86292,0.258447
-8.7364,1,1.17623,1,1,0,9.0159,0.271493
-8.18359,0.970168,1.17623,2,3,0,8.73012,0.380314
-8.18359,0.842618,1.17623,1,1,0,8.45432,0.380314
-8.3211,0.970027,1.17623,2,3,0,8.32724,0.335639
-9.27443,0.60363,1.17623,2,3,0,10.1295,0.222605
-9.27443,0.372926,1.17623,1,3,0,12.2987,0.222605
-8.82041,1,1.17623,2,3,0,9.19003,0.582986
-8.90836,0.996605,1.17623,2,3,0,8.90858,0.253511
-8.15104,0.889189,1.17623,2,3,0,9.42622,0.411286
-8.93307,0.799154,1.17623,1,3,0,8.95689,0.251147
-8.92697,1,1.17623,1,1,0,9.21043,0.251727
-9.85146,0.760499,1.17623,1,1,0,9.99508,0.185953
-10.4615,0.861498,1.17623,1,1,0,10.873,0.156642
-10.4172,1,1.17623,1,1,0,11.1262,0.158535
-8.57887,1,1.17623,2,3,0,9.85836,0.291081
-8.1986,1,1.17623,1,1,0,8.43541,0.372978
-8.17267,1,1.17623,1,1,0,8.19539,0.386809
-10.1456,0.563359,1.17623,1,3,0,10.2112,0.170885
-9.72369,1,1.17623,1,1,0,10.459,0.193154
-8.29153,0.993481,1.17623,1,3,0,9.22249,0.34277
-9.06478,0.75648,1.17623,1,1,0,9.07419,0.239302
-8.30283,1,1.17623,1,1,0,8.80265,0.339959
-8.16928,0.989582,1.17623,2,3,0,8.32154,0.389152
-10.0284,0.446595,1.17623,2,3,0,10.9904,0.176659
-9.35445,1,1.17623,1,1,0,10.1283,0.216801
-10.4986,0.913579,1.17623,2,3,0,10.7064,0.155082
-10.2627,1,1.17623,1,1,0,11.0342,0.165394
-8.70224,1,1.17623,1,1,0,9.83037,0.275443
-8.25619,0.96476,1.17623,2,3,0,8.86049,0.352437
-8.25619,0.5087,1.17623,1,3,0,9.8723,0.352437
-8.25619,0.751253,1.17623,1,1,0,8.75495,0.352437
-8.23193,1,1.17623,2,3,0,8.24943,0.474726
-8.60005,0.854048,1.17623,1,1,0,8.62083,0.553255
-8.24336,0.841774,1.17623,2,3,0,9.07331,0.356368
-8.15057,0.919202,1.17623,2,3,0,8.45548,0.413483
-8.49406,0.904094,1.17623,1,3,0,8.50021,0.536149
-8.33714,1,1.17623,2,3,0,8.49747,0.504711
-8.1522,1,1.17623,1,3,0,8.25885,0.425408
-8.25545,0.720092,1.17623,2,3,0,8.96871,0.482614
-8.47572,0.95306,1.17623,2,3,0,8.50994,0.532923
-8.47572,0.291745,1.17623,1,1,0,10.3751,0.532923
-8.34796,1,1.17623,1,1,0,8.4977,0.507235
-8.17298,1,1.17623,1,1,0,8.27743,0.447145
-8.17298,0.544071,1.17623,1,3,0,9.70095,0.447145
-9.56175,0.640574,1.17623,1,3,0,9.56277,0.654737
-8.17947,0.764844,1.17623,2,3,0,10.3971,0.382613
-8.26009,0.983296,1.17623,2,3,0,8.26712,0.351293
-8.31679,0.978251,1.17623,1,1,0,8.3553,0.336634
-8.45058,0.982581,1.17623,2,3,0,8.528,0.528345
-8.45058,0.240045,1.17623,1,1,0,10.6582,0.528345
-8.19319,0.953895,1.17623,2,3,0,8.59249,0.458665
-8.3199,0.947181,1.17623,1,1,0,8.33253,0.500532
-8.16125,1,1.17623,1,1,0,8.25338,0.437799
-8.39632,0.545807,1.17623,2,3,0,9.75388,0.517742
-8.21733,1,1.17623,1,1,0,8.34,0.469241
-8.53941,0.849018,1.17623,2,3,0,8.80502,0.296637
-8.77111,0.974451,1.17623,2,3,0,8.854,0.576855
-9.00561,0.907172,1.17623,1,1,0,9.2521,0.604034
-8.54926,1,1.17623,2,3,0,9.19673,0.29522
-8.82465,0.970623,1.17623,2,3,0,8.94749,0.583502
-8.15046,0.96781,1.17623,2,3,0,8.78528,0.414257
-8.16687,0.994864,1.17623,2,3,0,8.16883,0.442692
-8.15616,1,1.17623,2,3,0,8.16422,0.432094
-8.37307,0.911741,1.17623,1,1,0,8.3731,0.512835
-8.61582,0.901455,1.17623,1,1,0,8.69723,0.555611
-8.15363,0.585874,1.17623,2,3,0,10.0294,0.428279
-8.17941,0.989166,1.17623,1,1,0,8.17998,0.451221
-8.69171,0.803147,1.17623,1,1,0,8.69402,0.5664
-8.22522,0.836209,1.17623,2,3,0,9.18187,0.472272
-8.48471,0.886858,1.17623,2,3,0,8.68595,0.304907
-8.94113,0.863694,1.17623,2,3,0,9.34694,0.597023
-8.19198,1,1.17623,2,3,0,8.62406,0.458061
-8.48019,0.843107,1.17623,2,3,0,8.76073,0.305624
-8.23917,1,1.17623,1,1,0,8.40661,0.357711
-8.15105,1,1.17623,1,3,0,8.20351,0.411248
-8.37522,0.641055,1.17623,2,3,0,9.293,0.513298
-8.26961,1,1.17623,2,3,0,8.40474,0.34859
-8.29407,0.990542,1.17623,1,1,0,8.33927,0.342126
-8.15143,0.893315,1.17623,2,3,0,8.58987,0.409963
-9.59056,0.647473,1.17623,1,3,0,9.62154,0.657003
-10.0339,0.845619,1.17623,1,1,0,10.5796,0.688711
-8.24916,1,1.17623,1,1,0,9.28926,0.480599
-8.1897,1,1.17623,2,3,0,8.23727,0.456906
-8.18161,1,1.17623,2,3,0,8.1868,0.381401
-11.8247,0.30311,1.17623,1,3,0,12.0875,0.110731
-12.0598,0.961942,1.17623,1,1,0,12.9481,0.104642
-11.2068,1,1.17623,2,3,0,12.5174,0.128992
