# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-10-18 22:34:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../programs/STAN/clickgraph/clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 1276562338 (Default)
# output
#   file = clickgraph.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-21.1102,0.976871,0.00441821,10,1023,0,24.1122,0.67626,0.981334,0.367304,0.549106,0.746229,0.370233,0.586096,0.615286
-20.2605,0.912606,0.00441821,8,511,0,23.6163,0.560136,0.9529,0.455582,0.538839,0.499605,0.387437,0.58028,0.348092
-24.4629,0.953504,0.00441821,9,1023,0,27.5235,0.290891,0.0640681,0.875351,0.90639,0.504255,0.972436,0.817051,0.401917
-23.649,1,0.00441821,9,511,0,26.1443,0.260302,0.123884,0.885341,0.509981,0.459316,0.972619,0.875422,0.464168
-21.6116,0.842556,0.00441821,9,1023,0,28.0455,0.0211479,0.604399,0.850681,0.59371,0.653816,0.472519,0.440622,0.471083
-21.0571,0.724768,0.00441821,10,1023,0,25.5824,0.0248157,0.743454,0.816019,0.447661,0.434499,0.459821,0.590165,0.531008
-24.5213,0.999611,0.00441821,10,1023,0,26.9101,0.00133638,0.415363,0.362882,0.500334,0.54273,0.0771754,0.543215,0.526557
-26.4451,0.999975,0.00441821,9,511,0,28.0211,0.000564317,0.701193,0.355273,0.939933,0.462119,0.195166,0.439281,0.588528
-24.554,0.813275,0.00441821,10,1023,0,30.2345,0.04872,0.11208,0.506697,0.0341391,0.637199,0.26749,0.865979,0.671248
-20.7559,0.646407,0.00441821,9,1023,0,25.4394,0.673341,0.529078,0.823519,0.941166,0.380781,0.58683,0.290232,0.706359
-22.8957,0.549484,0.00441821,10,1023,0,27.3561,0.687421,0.66394,0.965209,0.971072,0.196436,0.481234,0.39183,0.585371
-20.8719,0.861248,0.00441821,9,511,0,24.7384,0.807566,0.535006,0.948924,0.533587,0.143276,0.651736,0.469883,0.696656
-22.7941,0.968782,0.00441821,9,511,0,24.5267,0.858941,0.24923,0.986293,0.134439,0.653215,0.292708,0.557026,0.652282
-22.1741,0.808331,0.00441821,10,1023,0,26.302,0.0869766,0.827025,0.0504966,0.887236,0.430771,0.618246,0.594376,0.557609
-21.1978,0.951621,0.00441821,10,1023,0,27.8976,0.16747,0.795625,0.0360234,0.307315,0.363344,0.5852,0.524397,0.473908
-23.1253,0.679058,0.00441821,10,1023,0,25.8484,0.767747,0.151014,0.965919,0.313391,0.355377,0.0781029,0.360364,0.604698
-22.2338,0.627652,0.00441821,10,1023,0,25.6097,0.858456,0.364812,0.985278,0.536357,0.458724,0.846524,0.582765,0.771279
-21.6091,0.755614,0.00441821,10,1023,0,26.5326,0.715096,0.980577,0.142458,0.459327,0.518773,0.406593,0.50421,0.82743
-22.95,0.814067,0.00441821,10,1023,0,25.7218,0.535303,0.82756,0.0586108,0.799288,0.961351,0.479973,0.466855,0.375621
-23.2242,0.949566,0.00441821,9,511,0,25.3312,0.401339,0.857619,0.0345124,0.188815,0.932452,0.291883,0.603063,0.749607
-21.253,0.36927,0.00441821,10,1023,0,26.8127,0.621658,0.349264,0.0506906,0.349681,0.566329,0.202033,0.747362,0.254338
-20.2229,0.650176,0.00441821,10,1023,0,23.5096,0.70959,0.617501,0.634068,0.651118,0.956881,0.657667,0.509876,0.220107
-20.9947,0.3009,0.00441821,10,1023,0,24.3116,0.742562,0.685591,0.519015,0.675295,0.970496,0.54104,0.449593,0.431365
-20.8317,0.999972,0.00441821,9,511,0,26.598,0.754698,0.622433,0.550656,0.664444,0.972998,0.519901,0.535563,0.127291
-21.0506,0.720793,0.00441821,8,511,0,29.7366,0.741751,0.662894,0.546819,0.705714,0.985771,0.489043,0.566244,0.253684
-22.9049,0.318065,0.00441821,9,1023,0,25.4002,0.918249,0.578024,0.333384,0.931466,0.959149,0.223903,0.619485,0.633911
-21.8887,0.765003,0.00441821,9,511,0,24.7348,0.939372,0.637849,0.468683,0.887748,0.959211,0.408247,0.638861,0.23168
-20.9291,0.494509,0.00441821,9,1023,0,25.9834,0.895067,0.698338,0.679511,0.815109,0.918127,0.525954,0.520074,0.18397
-21.937,0.67652,0.00441821,9,511,0,24.0833,0.911144,0.227347,0.648256,0.150576,0.093954,0.503814,0.676425,0.821802
-23.5981,0.999996,0.00441821,9,511,0,25.2176,0.877905,0.424186,0.720822,0.125853,0.0407458,0.476024,0.714164,0.941323
-23.4498,0.874144,0.00441821,9,511,0,24.8582,0.879808,0.496014,0.673171,0.143339,0.032313,0.524544,0.708948,0.933004
-20.224,0.878531,0.00441821,9,511,0,26.3088,0.453918,0.656449,0.633429,0.793738,0.352604,0.881861,0.3051,0.508208
-19.424,0.570046,0.00441821,10,1023,0,22.2921,0.3549,0.344848,0.596265,0.200391,0.621348,0.530934,0.848237,0.588976
-19.7362,0.433577,0.00441821,9,1023,0,21.8703,0.300137,0.423112,0.6026,0.197399,0.589004,0.578024,0.847698,0.55281
-21.8575,0.656867,0.00441821,9,511,0,23.8147,0.229645,0.16083,0.786035,0.0680899,0.245352,0.501405,0.870976,0.277978
-21.1278,0.183307,0.00441821,9,511,0,27.5738,0.655077,0.284973,0.823813,0.0649226,0.38613,0.186393,0.624866,0.860136
-19.6624,0.541174,0.00441821,9,511,0,31.6977,0.622336,0.289483,0.804307,0.203179,0.283332,0.200555,0.579317,0.724374
-21.3355,0.936781,0.00441821,9,511,0,22.5487,0.354752,0.344583,0.922232,0.753736,0.27969,0.109159,0.69965,0.662445
-24.4725,0.908058,0.00441821,10,1023,0,26.8025,0.856409,0.492861,0.418638,0.3315,0.991368,0.0202791,0.554971,0.473343
-20.8387,0.585561,0.00441821,10,1023,0,27.7813,0.783648,0.756701,0.895189,0.311792,0.894524,0.836519,0.664904,0.354417
-22.3066,0.238205,0.00441821,9,511,0,27.0967,0.258414,0.424672,0.789797,0.514119,0.0316144,0.563888,0.499671,0.930794
-22.5873,0.774022,0.00441821,10,1023,0,25.9432,0.976461,0.389489,0.788852,0.491701,0.872286,0.565351,0.634842,0.102827
-21.7863,1,0.00441821,9,511,0,23.6526,0.972137,0.561228,0.295885,0.525574,0.188387,0.270863,0.521829,0.853089
-22.6316,0.999991,0.00441821,10,1023,0,25.1289,0.918841,0.19343,0.794847,0.473562,0.92451,0.934647,0.657764,0.0387929
-22.4896,0.0992518,0.00441821,9,1023,0,30.055,0.766941,0.428522,0.752154,0.278212,0.903442,0.933613,0.54057,0.0154577
-20.5192,0.222253,0.00441821,9,511,0,24.4112,0.710725,0.369799,0.633302,0.196776,0.874773,0.855818,0.580825,0.0349477
-20.4643,0.184273,0.00441821,10,1023,0,25.3795,0.685138,0.358481,0.633832,0.206524,0.888223,0.857687,0.598481,0.0354725
-19.9667,0.188913,0.00441821,10,1023,0,26.2385,0.672852,0.195389,0.630029,0.282379,0.883198,0.754119,0.636683,0.0375938
-19.0692,0.148292,0.00441821,9,1023,0,26.5053,0.624351,0.549954,0.417096,0.592967,0.959096,0.69108,0.710916,0.122197
-19.3486,0.228006,0.00441821,9,1023,0,22.7478,0.577484,0.432711,0.651512,0.451219,0.164654,0.182251,0.453048,0.545889
-19.8833,0.775196,0.00441821,10,1023,0,22.591,0.66583,0.611349,0.100276,0.393937,0.849501,0.259758,0.737493,0.297838
-20.4421,0.594376,0.00441821,8,511,0,27.4898,0.634675,0.479388,0.060568,0.548801,0.912063,0.246159,0.630466,0.350459
-21.4554,0.66538,0.00441821,10,1023,0,27.1378,0.683544,0.695963,0.0662171,0.919052,0.704059,0.396928,0.664778,0.734516
-20.8505,0.996466,0.00441821,9,511,0,23.1773,0.671882,0.35747,0.141883,0.904901,0.494286,0.359149,0.580788,0.933355
-20.0606,0.679011,0.00441821,9,1023,0,24.0701,0.727935,0.770742,0.494609,0.881395,0.464247,0.298561,0.704787,0.779262
-20.9492,0.86052,0.00441821,9,511,0,22.8673,0.691026,0.868223,0.392292,0.891416,0.347788,0.259197,0.723815,0.804579
-22.743,0.517622,0.00441821,9,1023,0,25.3534,0.797359,0.723978,0.222693,0.989291,0.541384,0.148053,0.571411,0.585917
-26.3147,0.896622,0.00441821,9,511,0,27.9701,0.89809,0.34604,0.354026,0.990063,0.483123,0.068143,0.288391,0.253843
-25.3818,0.626665,0.00441821,9,1023,0,29.554,0.956112,0.225723,0.398274,0.99219,0.793533,0.0936806,0.418235,0.5737
-25.1207,0.776916,0.00441821,10,1023,0,32.3449,0.305803,0.968941,0.0774068,0.984315,0.756343,0.8379,0.685567,0.565751
-28.0458,0.865938,0.00441821,9,1023,0,33.1116,0.471676,0.986471,0.0259181,0.18633,0.867068,0.993955,0.530528,0.324842
-26.6989,0.490002,0.00441821,10,1023,0,32.6487,0.721831,0.990215,0.0273956,0.501093,0.873752,0.979607,0.587289,0.299489
-25.1501,0.831364,0.00441821,10,1023,0,28.228,0.727558,0.98198,0.138401,0.501346,0.888937,0.985429,0.566501,0.288085
-25.6275,0.611259,0.00441821,9,511,0,31.8942,0.62103,0.975503,0.174612,0.871693,0.715347,0.947865,0.585624,0.137192
-23.1901,0.869782,0.00441821,10,1023,0,28.0677,0.199859,0.0307482,0.824212,0.71123,0.438642,0.0520044,0.534373,0.410774
-25.3525,0.970216,0.00441821,9,1023,0,29.7455,0.00656529,0.951181,0.167025,0.136401,0.595624,0.675125,0.730853,0.692259
-26.7439,0.967577,0.00441821,10,1023,0,29.1287,0.984855,0.054246,0.850155,0.155326,0.643909,0.178428,0.826128,0.838603
-19.5329,0.92046,0.00441821,9,511,0,32.6134,0.809931,0.786267,0.545198,0.53514,0.274208,0.36256,0.709858,0.399482
-23.9526,0.772594,0.00441821,9,511,0,26.1969,0.889126,0.333587,0.957333,0.299245,0.723578,0.892873,0.798306,0.799306
-25.2178,0.678164,0.00441821,9,511,0,26.7203,0.913389,0.298977,0.955494,0.227355,0.798755,0.927295,0.776983,0.855463
-20.2303,0.966596,0.00441821,9,1023,0,28.0897,0.511722,0.479488,0.722427,0.470078,0.497064,0.868511,0.821356,0.414161
-23.2171,0.929449,0.00441821,9,511,0,24.6577,0.313652,0.29203,0.191912,0.155186,0.854405,0.88633,0.295704,0.255065
-19.8881,0.999999,0.00441821,9,511,0,25.015,0.37329,0.61982,0.447009,0.583331,0.511244,0.105542,0.741389,0.686197
-21.4517,0.754271,0.00441821,9,1023,0,25.1653,0.184223,0.811233,0.271147,0.663923,0.928639,0.102867,0.577515,0.663457
-20.4736,0.762866,0.00441821,10,1023,0,23.2873,0.156699,0.841983,0.319161,0.293282,0.265938,0.801043,0.547722,0.42713
-21.9694,0.890111,0.00441821,9,511,0,25.0111,0.35458,0.845567,0.0651261,0.667549,0.80444,0.177437,0.687465,0.380824
-20.646,0.998166,0.00441821,10,1023,0,23.8134,0.662617,0.167285,0.311942,0.177532,0.20985,0.895156,0.530565,0.187458
-21.5829,0.589021,0.00441821,9,1023,0,25.3962,0.495678,0.661302,0.98197,0.701207,0.37949,0.855752,0.608807,0.643599
-23.1866,0.621008,0.00441821,9,511,0,26.5322,0.334192,0.278689,0.985503,0.275331,0.585159,0.973798,0.684106,0.343137
-21.2783,0.290922,0.00441821,10,1023,0,28.4477,0.37812,0.301273,0.545429,0.418219,0.0272774,0.440545,0.752937,0.672829
-22.5124,0.697948,0.00441821,9,511,0,23.6591,0.262911,0.115109,0.471984,0.621027,0.0256652,0.433765,0.709822,0.816018
-24.4458,0.779466,0.00441821,10,1023,0,29.1004,0.909057,0.83114,0.517532,0.893894,0.971938,0.667446,0.86885,0.211166
-18.1464,0.884104,0.00441821,9,1023,0,26.47,0.638354,0.318278,0.591681,0.510899,0.735195,0.792776,0.825454,0.33867
-19.436,0.352048,0.00441821,9,511,0,20.5161,0.55361,0.339098,0.643236,0.356944,0.616053,0.850499,0.799698,0.193522
-19.8329,0.440049,0.00441821,9,1023,0,23.0612,0.694922,0.472273,0.663432,0.196685,0.49753,0.906061,0.759352,0.193295
-20.5165,0.345238,0.00441821,9,1023,0,22.8086,0.826029,0.407753,0.672413,0.224234,0.593967,0.914653,0.797761,0.409546
-21.4527,0.443666,0.00441821,9,1023,0,25.8803,0.113674,0.149339,0.900566,0.804527,0.270801,0.597481,0.493329,0.666867
-22.0694,0.781012,0.00441821,10,1023,0,26.5849,0.194755,0.958477,0.564419,0.191237,0.75671,0.107842,0.516089,0.493562
-18.3772,0.92171,0.00441821,9,511,0,25.4732,0.335243,0.711398,0.818604,0.633534,0.26327,0.294898,0.410609,0.822961
-18.4744,0.396045,0.00441821,9,1023,0,22.2579,0.374471,0.652769,0.718623,0.739855,0.219599,0.234193,0.368223,0.830398
-19.3575,0.224451,0.00441821,9,1023,0,23.2447,0.362565,0.592164,0.634342,0.860872,0.433757,0.315598,0.36449,0.797999
-20.4962,0.86161,0.00441821,9,1023,0,21.8302,0.524887,0.778095,0.781711,0.418005,0.406796,0.0345372,0.410248,0.763871
-21.72,0.440802,0.00441821,9,1023,0,23.0254,0.285538,0.662504,0.687647,0.18958,0.657057,0.0229204,0.585535,0.409264
-20.1237,0.972662,0.00441821,9,1023,0,23.3016,0.600593,0.291891,0.774926,0.805015,0.378758,0.854425,0.586171,0.395315
-22.537,0.863782,0.00441821,9,1023,0,24.5676,0.371676,0.896197,0.298982,0.379092,0.0284135,0.412965,0.549334,0.870853
-24.1519,0.997458,0.00441821,10,1023,0,28.3254,0.86061,0.994718,0.258527,0.394584,0.230436,0.194661,0.398544,0.51291
-21.3391,0.822979,0.00441821,9,511,0,27.1364,0.585724,0.913841,0.373221,0.59645,0.179694,0.918041,0.628182,0.769425
-21.5345,0.796221,0.00441821,9,1023,0,25.1605,0.223364,0.678428,0.290127,0.933601,0.323534,0.794435,0.585525,0.311554
-20.1407,0.864471,0.00441821,10,1023,0,22.7404,0.491609,0.169317,0.156017,0.443794,0.739583,0.328673,0.774766,0.632222
-19.8061,0.788851,0.00441821,9,511,0,22.4755,0.472662,0.221739,0.200505,0.15185,0.706679,0.276364,0.764823,0.280026
-19.7038,0.596151,0.00441821,9,1023,0,22.176,0.589607,0.610774,0.703789,0.840994,0.814534,0.19154,0.445981,0.576813
-22.7334,0.413968,0.00441821,10,1023,0,26.4197,0.113488,0.829878,0.373529,0.0893424,0.168155,0.295773,0.334752,0.602434
-24.5678,0.741363,0.00441821,9,1023,0,28.7375,0.304745,0.669546,0.234305,0.997638,0.813007,0.696943,0.786597,0.656095
-20.5648,0.823781,0.00441821,10,1023,0,27.728,0.492561,0.759297,0.0593626,0.494102,0.532736,0.589831,0.787955,0.324584
-23.3787,0.327382,0.00441821,10,1023,0,25.4256,0.170818,0.907211,0.108908,0.699275,0.126967,0.374712,0.747299,0.865715
-23.3578,0.842604,0.00441821,9,1023,0,26.4112,0.496161,0.00630573,0.906844,0.350754,0.77393,0.69612,0.504705,0.486726
-22.4618,0.856921,0.00441821,10,1023,0,29.1673,0.583902,0.985439,0.655922,0.94596,0.43312,0.218207,0.575364,0.682858
-22.9574,0.353847,0.00441821,9,511,0,29.9173,0.646354,0.988782,0.73059,0.949891,0.55288,0.151681,0.513178,0.716625
-23.5038,0.480655,0.00441821,10,1023,0,27.7081,0.280993,0.984269,0.474001,0.849645,0.210179,0.072198,0.522597,0.494653
-23.2899,0.425701,0.00441821,10,1023,0,28.9182,0.129987,0.0369124,0.76345,0.084148,0.823216,0.821319,0.6121,0.203566
-26.7013,0.551645,0.00441821,10,1023,0,28.9619,0.682969,0.999499,0.254298,0.907077,0.155964,0.17817,0.56262,0.589365
-22.5383,1,0.00441821,10,1023,0,30.1702,0.06637,0.732621,0.674105,0.0578678,0.844099,0.855114,0.638484,0.396524
-20.5149,0.872439,0.00441821,9,511,0,24.4437,0.238176,0.819037,0.419138,0.0634002,0.429373,0.736035,0.646771,0.613253
-19.2441,0.802882,0.00441821,9,511,0,24.2161,0.609679,0.122955,0.739909,0.307157,0.361574,0.598714,0.530333,0.673112
-20.3245,0.850875,0.00441821,9,1023,0,22.6849,0.29414,0.604214,0.657713,0.280678,0.0403285,0.428366,0.568188,0.554455
-21.4036,0.859094,0.00441821,10,1023,0,24.293,0.32535,0.440913,0.19072,0.582941,0.968063,0.698097,0.567668,0.277064
-19.8269,0.819381,0.00441821,9,511,0,22.734,0.403074,0.603263,0.128297,0.459183,0.877502,0.592542,0.618505,0.650542
-20.7941,0.784244,0.00441821,10,1023,0,23.04,0.215828,0.118689,0.627136,0.358829,0.560914,0.401285,0.35424,0.333958
-22.2928,0.782013,0.00441821,10,1023,0,24.8645,0.308346,0.157983,0.446644,0.0712568,0.960493,0.244257,0.550469,0.612222
-20.2036,0.879877,0.00441821,9,511,0,23.9817,0.242485,0.128082,0.450288,0.52322,0.670517,0.445815,0.433425,0.290239
-19.5958,0.878503,0.00441821,9,511,0,22.7707,0.407232,0.192724,0.589619,0.359304,0.79052,0.157475,0.551827,0.584587
-19.2295,0.965364,0.00441821,8,255,0,19.8456,0.420868,0.201044,0.593337,0.381854,0.783666,0.196909,0.596023,0.514077
-20.7517,0.742154,0.00441821,9,1023,0,23.8281,0.255941,0.0873775,0.0958811,0.417126,0.61284,0.238122,0.566838,0.435166
-22.9988,0.910023,0.00441821,9,511,0,24.606,0.103203,0.0209854,0.297485,0.143973,0.859929,0.478991,0.555702,0.442654
-22.4526,0.654627,0.00441821,9,1023,0,26.4487,0.790351,0.79307,0.462833,0.975617,0.0912962,0.425979,0.655334,0.848709
-21.6691,0.899536,0.00441821,9,511,0,24.6164,0.763048,0.821609,0.570662,0.967145,0.272281,0.268516,0.534284,0.452432
-23.1688,0.563037,0.00441821,10,1023,0,29.0682,0.122501,0.496602,0.665333,0.0303657,0.526058,0.940658,0.566748,0.265843
-22.8875,0.994909,0.00441821,10,1023,0,26.7775,0.929957,0.431619,0.904386,0.970825,0.474839,0.777848,0.590379,0.56839
-23.6297,0.999994,0.00441821,9,511,0,27.3353,0.944836,0.417396,0.919599,0.972246,0.603023,0.801321,0.52794,0.451344
-22.7831,0.896932,0.00441821,10,1023,0,27.7079,0.909622,0.624152,0.244407,0.959336,0.328252,0.123988,0.405273,0.832221
-20.8874,0.722706,0.00441821,9,1023,0,29.0758,0.197521,0.387565,0.960733,0.304274,0.472531,0.242118,0.661977,0.547749
-24.0602,0.887164,0.00441821,9,511,0,27.5085,0.15814,0.315764,0.95205,0.208694,0.585091,0.441837,0.153652,0.620431
-25.7183,0.790208,0.00441821,10,1023,0,31.3125,0.0152195,0.129177,0.178264,0.941705,0.699818,0.132337,0.815634,0.480062
-23.1714,0.999975,0.00441821,9,511,0,28.3642,0.0131287,0.129562,0.359687,0.779747,0.453217,0.162441,0.583017,0.391628
-21.9815,0.795606,0.00441821,10,1023,0,27.4441,0.138778,0.178258,0.0757466,0.322135,0.584994,0.815396,0.743069,0.731793
-22.9421,0.433368,0.00441821,10,1023,0,27.0808,0.821759,0.355575,0.0515314,0.512558,0.959105,0.331016,0.726724,0.057611
-24.3104,0.918419,0.00441821,10,1023,0,26.1186,0.329549,0.663624,0.975099,0.342702,0.0370873,0.873213,0.584788,0.370476
-25.5217,0.769244,0.00441821,9,1023,0,33.3254,0.457592,0.527745,0.75494,0.665246,0.0112774,0.935696,0.357781,0.232824
-28.7277,1,0.00441821,9,511,0,34.8409,0.581804,0.425104,0.243758,0.991889,0.968161,0.149804,0.926081,0.653876
-24.2593,0.644745,0.00441821,9,1023,0,35.1729,0.23345,0.741094,0.924197,0.62255,0.843075,0.0834649,0.854225,0.716695
-23.8757,0.824309,0.00441821,9,1023,0,26.4424,0.308716,0.819588,0.90369,0.460279,0.951315,0.0776733,0.770985,0.568056
-23.7031,0.666759,0.00441821,10,1023,0,29.1204,0.870166,0.945627,0.950717,0.808955,0.883048,0.380848,0.499541,0.758808
-22.3523,0.465905,0.00441821,10,1023,0,25.9841,0.884971,0.9336,0.833863,0.270312,0.256742,0.830635,0.494162,0.888787
-22.1141,0.713665,0.00441821,9,511,0,26.4736,0.881716,0.950272,0.903372,0.410215,0.35675,0.866769,0.492735,0.848709
-21.5324,0.514592,0.00441821,10,1023,0,26.5977,0.1506,0.151783,0.697679,0.581713,0.920513,0.117007,0.575876,0.753596
-22.0414,0.508121,0.00441821,9,511,0,27.0372,0.156225,0.126752,0.609277,0.808167,0.817609,0.0688146,0.648403,0.714918
-21.2774,0.974218,0.00441821,10,1023,0,24.4148,0.622622,0.894126,0.706126,0.482869,0.218135,0.919926,0.526475,0.364038
-25.066,0.824564,0.00441821,10,1023,0,30.144,0.963968,0.013162,0.756079,0.378703,0.764149,0.104126,0.724647,0.610327
-19.6256,1,0.00441821,9,511,0,26.8626,0.783251,0.560312,0.260462,0.458644,0.249475,0.130274,0.60031,0.440432
-22.6743,0.963725,0.00441821,10,1023,0,24.537,0.192555,0.199426,0.64823,0.4431,0.774471,0.990182,0.646085,0.644176
-25.2488,0.926122,0.00441821,10,1023,0,33.8657,0.107897,0.550244,0.823271,0.112841,0.933268,0.991685,0.668704,0.554588
-24.2801,0.982142,0.00441821,9,1023,0,26.486,0.204464,0.396412,0.876574,0.314531,0.878895,0.994353,0.645761,0.688139
-26.4022,0.974224,0.00441821,10,1023,0,31.7616,0.0320173,0.0721674,0.0847901,0.72946,0.0802871,0.282153,0.555357,0.203002
-23.3358,0.853502,0.00441821,10,1023,0,30.1416,0.31414,0.0322015,0.119257,0.445103,0.802969,0.771701,0.751013,0.794853
-26.6352,0.423417,0.00441821,10,1023,0,30.3553,0.696954,0.959299,0.878147,0.302164,0.783211,0.283365,0.504635,0.985032
-22.7181,0.535966,0.00441821,9,511,0,26.2468,0.774835,0.941094,0.873706,0.207796,0.75972,0.231789,0.436766,0.97113
-20.9729,0.820962,0.00441821,9,511,0,25.5545,0.475981,0.15986,0.904721,0.79667,0.13127,0.205835,0.546068,0.837405
-19.7654,0.736363,0.00441821,9,511,0,24.3301,0.431198,0.36623,0.77609,0.279999,0.409565,0.101576,0.456488,0.559934
-21.4353,0.986721,0.00441821,9,511,0,22.3325,0.424153,0.719484,0.630563,0.643857,0.685253,0.015062,0.380051,0.76527
-18.9541,0.778618,0.00441821,9,767,0,22.283,0.532768,0.495166,0.527594,0.348099,0.336716,0.733756,0.645289,0.734442
-19.8484,0.759284,0.00441821,9,511,0,20.9887,0.856642,0.63227,0.738021,0.491974,0.525615,0.858618,0.553125,0.116462
-21.7591,0.267716,0.00441821,10,1023,0,26.6331,0.91253,0.281998,0.507685,0.54308,0.496264,0.853509,0.523593,0.0447957
-25.8287,0.999984,0.00441821,9,1023,0,29.8824,0.998317,0.810142,0.884212,0.755966,0.411796,0.263157,0.654095,0.881735
-21.7937,1,0.00441821,10,1023,0,27.5333,0.975686,0.307262,0.829435,0.561732,0.820756,0.430756,0.489564,0.63637
-21.8784,0.921432,0.00441821,9,1023,0,28.6287,0.704845,0.95141,0.647656,0.455875,0.96305,0.418527,0.656281,0.572203
-25.8048,0.697983,0.00441821,10,1023,0,32.3782,0.912688,0.0267387,0.571795,0.607372,0.117892,0.0476705,0.810817,0.264607
-24.8154,0.646043,0.00441821,10,1023,0,29.6695,0.910651,0.0207107,0.721159,0.51719,0.124149,0.0780164,0.770045,0.481645
-21.4795,0.892741,0.00441821,10,1023,0,27.1076,0.919746,0.455681,0.380031,0.241453,0.0825714,0.258924,0.438582,0.376715
-23.7746,0.956491,0.00441821,9,1023,0,25.8762,0.852906,0.311776,0.0432516,0.280359,0.0193223,0.2542,0.615969,0.296171
-24.2416,0.674445,0.00441821,10,1023,0,27.7776,0.934617,0.191988,0.174699,0.791413,0.066803,0.0993371,0.500716,0.892132
-24.7623,0.688436,0.00441821,9,511,0,28.1151,0.919174,0.111776,0.259348,0.893297,0.324086,0.0828372,0.424396,0.947189
-25.4681,0.894388,0.00441821,10,1023,0,31.0485,0.456086,0.0167057,0.626355,0.0345016,0.446321,0.579392,0.618932,0.0663237
-21.0241,0.993764,0.00441821,9,1023,0,24.5673,0.600828,0.935413,0.804898,0.937865,0.563945,0.586162,0.573683,0.910869
-24.4921,0.340648,0.00441821,10,1023,0,29.8573,0.0427889,0.0536698,0.212384,0.0379988,0.516345,0.40723,0.521609,0.259953
-21.1546,0.787957,0.00441821,9,511,0,33.3954,0.0550728,0.163411,0.300032,0.423374,0.239709,0.477533,0.698993,0.716117
-21.4301,0.980925,0.00441821,10,1023,0,23.7848,0.938998,0.779391,0.811764,0.670055,0.835773,0.492013,0.501542,0.772203
-22.4441,0.988423,0.00441821,10,1023,0,26.2295,0.97523,0.65352,0.110624,0.832767,0.489059,0.512325,0.472059,0.76744
-23.1087,0.636191,0.00441821,9,1023,0,25.3191,0.933254,0.836798,0.0855158,0.329477,0.0954004,0.323392,0.73777,0.341369
-19.8375,0.987496,0.00441821,10,1023,0,25.2657,0.364682,0.118478,0.150304,0.671328,0.304469,0.609337,0.567461,0.565708
-21.1784,0.966602,0.00441821,9,511,0,22.8353,0.298384,0.117382,0.0918005,0.926765,0.561133,0.388534,0.764545,0.443868
-20.9155,0.504335,0.00441821,10,1023,0,25.4476,0.717854,0.0963642,0.120248,0.179433,0.685749,0.848493,0.619351,0.353923
-23.1826,0.92533,0.00441821,10,1023,0,26.9843,0.43288,0.872513,0.842664,0.422312,0.00876257,0.154803,0.568759,0.835451
-22.5302,0.998021,0.00441821,9,511,0,26.9926,0.441346,0.904222,0.824401,0.801168,0.0337379,0.851754,0.483735,0.726939
-24.7871,0.973146,0.00441821,9,1023,0,28.0218,0.934176,0.379425,0.0656523,0.258081,0.994179,0.208983,0.674057,0.322159
-21.0383,0.743674,0.00441821,9,1023,0,26.2546,0.862412,0.570451,0.368986,0.386858,0.969201,0.219452,0.724606,0.304976
-18.9866,0.712173,0.00441821,10,1023,0,21.7895,0.691772,0.632549,0.657295,0.34235,0.939519,0.695285,0.76439,0.361532
-20.2395,0.202924,0.00441821,9,1023,0,25.3841,0.470126,0.822519,0.164294,0.477502,0.866062,0.811598,0.67867,0.537054
-19.6985,0.713137,0.00441821,10,1023,0,24.194,0.568428,0.168225,0.732244,0.53257,0.139913,0.589954,0.694025,0.592078
-19.3733,0.75904,0.00441821,10,1023,0,21.1455,0.338081,0.359775,0.672018,0.545683,0.198392,0.759173,0.329035,0.576858
-19.1503,0.451724,0.00441821,9,511,0,26.4912,0.448397,0.517055,0.801373,0.658847,0.14432,0.508159,0.392716,0.648375
-20.6376,0.983434,0.00441821,9,1023,0,24.6983,0.619191,0.877983,0.713697,0.548665,0.63262,0.794407,0.627189,0.207886
-21.2601,0.642617,0.00441821,9,511,0,22.4356,0.615982,0.912726,0.766124,0.589038,0.623247,0.819504,0.705204,0.210898
-21.9628,0.368369,0.00441821,9,1023,0,25.5562,0.169081,0.289184,0.0366239,0.408852,0.77115,0.315843,0.496722,0.276344
