# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf2_model
# start_datetime = 2023-07-05 12:15:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf2.data.r
# init = 2 (Default)
# random
#   seed = 757342305 (Default)
# output
#   file = examples\cf\cf2_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mean
-2148.64,0.997878,0.00352524,10,1023,0,2150.25,3.1157,5.75496,2.38931,3.12237,-1.02394,24.3671
-2150.61,0.958659,0.00352524,9,511,0,2151.83,4.44802,3.88875,1.1916,10.0418,-5.02611,24.237
-2149.59,0.294334,0.00352524,9,511,0,2157.19,5.68137,4.6075,0.127027,-0.135921,-1.63635,24.5233
-2151.85,0.971562,0.00352524,8,327,0,2153.46,2.62121,10.6845,0.568744,1.02227,-4.00722,24.5805
-2150.32,0.833009,0.00352524,9,511,0,2154.23,2.89004,8.92371,-0.735567,-0.88499,-1.91859,24.5223
-2151.38,0.987125,0.00352524,9,511,0,2152.68,8.78725,3.92396,1.0202,-3.57627,-6.3108,24.5215
-2151.45,0.993762,0.00352524,10,1023,0,2154.75,-6.81035,-5.97168,-4.7626,4.38654,4.25073,24.0287
-2149.27,0.999486,0.00352524,9,511,0,2151.61,-4.1838,-5.35848,-0.436313,3.67877,3.62581,24.4395
-2149.29,0.996562,0.00352524,10,1023,0,2150.06,-1.39049,0.733049,-4.09612,-6.71127,-2.35737,24.1135
-2149.14,0.994784,0.00352524,10,1023,0,2149.86,-2.82953,-4.90367,-4.59896,-2.13251,0.781386,24.4638
-2148.34,0.998133,0.00352524,10,1023,0,2150.13,-4.6655,-5.08673,-1.02399,0.195361,0.793776,24.3258
-2148.81,0.985455,0.00352524,10,1023,0,2149.52,-1.71992,0.764467,5.71471,3.98157,2.72002,24.1587
-2150.35,0.895693,0.00352524,4,23,0,2150.81,-1.81821,0.793494,5.64099,4.01928,2.74961,23.9796
-2150.41,0.978771,0.00352524,9,1023,0,2152.08,-5.97824,-0.941171,4.02676,4.11064,2.38556,24.5647
-2149.87,0.99566,0.00352524,9,1023,0,2151.5,2.32284,-2.11707,5.17022,5.13162,2.42682,24.0408
-2150.16,0.998677,0.00352524,10,1023,0,2151.9,-2.32736,1.01359,3.05823,5.537,9.73899,24.3134
-2149.84,0.999951,0.00352524,9,511,0,2150.92,-0.0620667,-1.93685,2.32973,6.73466,8.46875,24.2789
-2150.71,0.979088,0.00352524,9,1023,0,2153.94,-1.1,3.63021,12.1338,2.42644,-1.13204,24.3168
-2152.75,0.848386,0.00352524,9,511,0,2153.3,-1.21132,4.31951,14.2281,2.2672,-2.93098,24.0946
-2152.72,0.998764,0.00352524,10,1023,0,2156.84,0.343345,-3.90668,10.6162,3.48911,-11.406,24.2939
-2149.7,0.88816,0.00352524,10,1023,0,2157.38,-3.39366,-4.36859,7.58752,0.589681,5.05627,24.356
-2148.98,0.994331,0.00352524,9,511,0,2150.1,-2.31824,-4.09242,6.67534,1.67033,3.61809,24.2553
-2149.06,0.97494,0.00352524,10,1023,0,2153.34,3.13915,8.27939,-2.24335,0.380383,-0.7999,24.337
-2149.59,0.999414,0.00352524,10,1023,0,2150.8,2.90677,5.93057,-0.565917,1.81106,8.10158,24.3155
-2148.85,0.833546,0.00352524,9,511,0,2153.94,2.81326,4.10382,-4.5271,-1.85233,4.25254,24.1833
-2148.86,0.99561,0.00352524,10,1023,0,2149.75,0.659826,1.88938,-3.30219,-6.79049,0.739046,24.4092
-2149.48,0.926251,0.00352524,9,719,0,2150.31,2.32479,1.90607,-3.53125,-6.15648,-1.67313,24.4981
-2148.81,0.99977,0.00352524,10,1023,0,2150.52,-4.46075,-4.96386,-2.25636,-1.36157,-0.781541,24.4332
-2153.02,0.623626,0.00352524,3,7,0,2156.3,-4.4247,-4.87009,-2.16203,-1.36624,-0.704213,23.7984
-2149.27,0.994971,0.00352524,2,3,0,2153.91,-4.44781,-4.88473,-2.18222,-1.38875,-0.689973,24.0669
-2148.34,0.861427,0.00352524,7,215,0,2153.31,-4.96451,-3.83051,-2.25975,-2.51209,-0.423478,24.2698
-2148.71,0.981104,0.00352524,10,1023,0,2149.53,-5.65658,-2.66328,2.96988,3.09957,-0.0982614,24.1722
-2150.08,0.877078,0.00352524,8,435,0,2152.44,-3.36141,-6.33877,1.65241,2.16252,-0.316275,24.5643
-2154.24,0.98627,0.00352524,10,1023,0,2156.91,-1.76897,-4.42238,7.71268,0.466275,13.1649,24.5841
-2151.74,0.974675,0.00352524,9,511,0,2156.52,-3.39375,-4.03895,1.02318,-2.39139,12.8789,24.1393
-2150.41,0.990517,0.00352524,9,1023,0,2153.99,-8.45599,-1.97941,-5.53074,-0.586232,4.12592,24.1061
-2149.17,0.994914,0.00352524,9,511,0,2151.43,-5.00499,-4.43906,1.95288,-1.27101,4.39513,24.1304
-2149.34,0.967632,0.00352524,2,3,0,2149.77,-5.00031,-4.43309,1.94511,-1.26738,4.4029,24.1046
-2150.89,0.934229,0.00352524,9,595,0,2152.89,-4.87865,-5.81128,-0.731727,8.02408,2.03199,24.5117
-2151.21,0.995105,0.00352524,10,1023,0,2152.31,4.93857,3.42465,9.89007,0.953815,-1.82547,24.5207
-2149.74,0.942606,0.00352524,9,1023,0,2153.4,2.93496,2.98699,7.32286,2.83502,-5.35876,24.1684
-2150.8,0.981825,0.00352524,9,1023,0,2152.7,4.34855,2.53913,4.44219,5.06969,-9.40223,24.1599
-2149.08,0.998596,0.00352524,10,1023,0,2152.33,4.64259,5.481,0.297217,-4.65361,0.34092,24.4038
-2151.01,0.76773,0.00352524,8,509,0,2154.68,4.72005,8.82012,2.71319,-6.78047,0.873239,24.1079
-2149.99,0.985153,0.00352524,9,767,0,2152.99,8.08611,5.14537,-4.82439,3.55422,-0.0978857,24.3612
-2149.77,0.975213,0.00352524,10,1023,0,2151.89,1.38236,-1.36562,9.88207,2.24267,3.99835,24.2728
-2151.76,0.821444,0.00352524,10,1023,0,2153.53,1.6801,5.89724,0.504618,7.29073,10.5563,24.1433
-2149.17,0.961771,0.00352524,8,511,0,2154.11,3.10203,4.55305,1.80927,2.67304,5.16466,24.1246
-2148.83,0.966114,0.00352524,3,7,0,2149.99,3.11853,4.59959,1.82012,2.66136,5.18112,24.369
-2148.91,0.977182,0.00352524,9,1023,0,2152.42,3.92924,3.79442,1.10792,2.6817,6.41699,24.2973
-2149.29,0.99818,0.00352524,10,1023,0,2151.13,-4.72686,-6.30991,-0.417064,4.88214,-3.48732,24.3026
-2149.34,0.961296,0.00352524,10,1023,0,2150.29,-5.14925,-6.98087,-2.38958,4.01071,-2.07121,24.2911
-2148.75,0.915001,0.00352524,10,1023,0,2150.44,-1.62421,-4.32922,3.44369,3.78935,4.27931,24.3602
-2151.25,0.994554,0.00352524,10,1023,0,2152.68,7.80478,2.09831,10.4088,1.0385,-2.78491,24.4015
-2150.15,0.993688,0.00352524,10,1023,0,2152,3.58695,7.12246,-7.13804,0.894164,5.13307,24.2984
-2150.17,0.922335,0.00352524,9,511,0,2152.23,3.48994,7.20435,-7.09158,0.844457,5.0846,24.2388
-2149.42,0.999992,0.00352524,10,1023,0,2151.35,3.90948,4.47626,6.96031,0.328141,4.45951,24.2433
-2148.82,0.994893,0.00352524,9,511,0,2150.16,2.31215,5.67695,2.62294,2.46991,4.62034,24.2247
-2150.84,0.905313,0.00352524,9,1023,0,2156.76,2.72723,-3.03702,8.72359,4.20179,-4.30661,24.0654
-2151.8,0.974742,0.00352524,7,179,0,2152.46,3.97897,-3.65445,10.6417,4.07469,-4.74388,24.0768
-2150.15,0.993296,0.00352524,10,1023,0,2152.74,-7.59073,-1.71452,1.78962,6.53354,-0.610271,24.0968
-2150.18,0.88233,0.00352524,10,1023,0,2152.09,1.19383,-5.17452,-3.6651,-7.93312,1.5749,24.4731
-2148.88,0.999977,0.00352524,10,1023,0,2150.94,-4.41408,-2.01239,-1.94651,-6.64977,2.48218,24.3089
-2148.66,0.767515,0.00352524,8,407,0,2151.74,-3.75406,-2.63482,-2.60707,-3.55085,5.14379,24.2924
-2149.86,0.965518,0.00352524,9,511,0,2150.7,-6.45991,-3.51946,1.88844,-2.76012,6.88119,24.4043
-2152.42,0.960323,0.00352524,7,239,0,2153.87,-9.122,-3.31073,3.46277,-4.36954,9.41717,24.4869
-2148.99,0.999949,0.00352524,9,511,0,2152.55,-6.38088,-2.40166,-1.86994,-2.10348,5.0844,24.3425
-2149.13,0.979753,0.00352524,9,511,0,2150.11,-3.00263,-5.57008,-5.58122,-0.571174,4.34684,24.2596
-2148.54,0.95972,0.00352524,10,1023,0,2149.85,-5.51016,-3.66058,3.04033,1.97855,-1.931,24.2548
-2148.94,0.977828,0.00352524,10,1023,0,2149.52,-2.53589,-4.22736,2.18417,5.97721,0.38003,24.1554
-2148.76,0.684751,0.00352524,2,3,0,2152.59,-2.53435,-4.24286,2.17753,5.98673,0.409589,24.1988
-2148.79,0.994788,0.00352524,10,1023,0,2151.07,3.08184,6.86165,-0.394384,-0.922347,2.86092,24.3712
-2151.55,0.984877,0.00352524,9,511,0,2152.45,5.31621,5.89861,10.8152,-0.971773,3.29281,24.1412
-2150.77,0.758095,0.00352524,9,1023,0,2154.55,2.17089,3.86914,7.32601,0.826701,9.77046,24.2264
-2149.15,0.874856,0.00352524,9,1023,0,2154.23,6.35356,1.48995,3.43107,5.24054,-3.16006,24.2871
-2149.89,0.984054,0.00352524,10,1023,0,2152.56,1.26258,5.36264,3.3109,2.57133,8.99583,24.28
-2148.77,0.965755,0.00352524,9,1023,0,2152.87,2.14234,-1.30295,4.7969,4.68442,4.62258,24.302
-2151.15,0.929721,0.00352524,9,511,0,2156.03,8.156,1.72153,-0.750352,-4.18313,7.32847,24.5081
-2149.07,0.968602,0.00352524,8,383,0,2154.05,3.11395,5.8012,-3.42436,-1.17678,2.0244,24.1188
-2149.44,0.98998,0.00352524,9,607,0,2153.42,5.51546,2.20373,-2.79448,-1.9729,6.48379,24.1516
-2149.22,0.902324,0.00352524,10,1023,0,2152.02,-2.61026,-2.39222,-7.68994,-2.76435,-3.29078,24.2112
-2149.22,0.94232,0.00352524,10,1023,0,2151.67,4.52833,-1.4211,-4.315,-7.28834,-0.748119,24.2658
-2149.35,0.999149,0.00352524,10,1023,0,2150.85,5.9449,3.14367,-0.581568,-7.31617,1.3124,24.2561
-2150.58,0.644031,0.00352524,9,511,0,2156.54,2.24072,10.378,-4.31977,-1.24555,-4.24167,24.3931
-2149.59,0.996083,0.00352524,10,1023,0,2154.32,-3.92633,-3.71254,-2.06896,-6.97605,-4.81851,24.1913
-2153.1,0.908966,0.00352524,9,511,0,2153.93,-4.66252,-3.24266,-1.1332,-12.9056,-5.21182,24.5317
-2151.99,0.904638,0.00352524,9,511,0,2153.57,-4.48315,-3.26078,-1.15549,-13.069,-5.46446,24.2553
-2149.59,0.794074,0.00352524,10,1023,0,2154.93,-4.05599,-7.91372,-2.25396,4.57925,2.54993,24.3264
-2148.85,0.937537,0.00352524,8,385,0,2157.23,-7.97473,-2.84248,-1.54604,-0.384998,1.05781,24.3211
-2148.5,0.995232,0.00352524,10,1023,0,2149.36,-1.13024,-4.11412,4.0649,4.30098,2.18233,24.3154
-2148.31,0.999169,0.00352524,10,1023,0,2149.99,-4.31254,-4.55041,-2.3709,-1.47112,1.13723,24.2489
-2148.74,0.984775,0.00352524,9,767,0,2149.92,-3.06666,-6.45174,-3.87768,-1.0399,0.403888,24.2216
-2148.66,0.989569,0.00352524,9,1023,0,2153.33,-4.37007,-5.47171,-0.863818,-3.1636,-2.40295,24.2416
-2148.51,0.967183,0.00352524,10,1023,0,2149.77,-4.68378,-2.5912,2.69174,3.65076,2.38937,24.3529
-2149.8,0.922469,0.00352524,8,511,0,2150.26,-5.02444,-2.76501,2.27856,3.96472,1.09373,24.0202
-2149.28,0.989793,0.00352524,10,1023,0,2150.95,-5.3795,-5.11928,1.32456,-0.977217,-2.15098,24.0939
-2148.93,0.999952,0.00352524,10,1023,0,2149.77,-2.76434,-3.72748,-4.24797,-2.36107,3.80368,24.1374
-2148.44,0.9355,0.00352524,8,431,0,2150.96,-4.72552,-3.4773,-1.59006,-3.3557,2.55672,24.3245
-2148.53,0.990389,0.00352524,10,1023,0,2148.74,-0.410094,-0.13392,-5.12014,-4.82059,-0.557216,24.1798
-2150.09,0.979974,0.00352524,9,1023,0,2152.08,-2.71054,2.02601,-3.64689,-5.77156,8.78518,24.3418
-2150.55,0.990288,0.00352524,9,511,0,2151,-1.6568,0.643629,-2.34671,-6.40963,10.2207,24.1959
-2149.46,0.888751,0.00352524,9,1023,0,2154.46,5.50459,5.24946,-4.84078,-0.0346991,-4.8299,24.2342
-2149.66,0.963059,0.00352524,10,1023,0,2151.68,8.901,1.72476,-3.92397,-1.19496,4.24506,24.2861
-2149.6,0.68044,0.00352524,10,1023,0,2152.39,-0.297303,6.39536,7.66507,3.33932,0.535224,24.23
-2149.3,0.991198,0.00352524,9,511,0,2150.45,0.962113,7.26773,4.95287,3.88773,-2.0067,24.2411
-2150,0.93089,0.00352524,10,1023,0,2151.54,1.3649,-6.62905,-4.09944,-7.55135,2.46784,24.3762
-2151.76,0.965876,0.00352524,9,1023,0,2153.28,-10.4045,-0.914474,-8.91368,-1.95492,-2.80566,24.1345
-2150.67,0.94996,0.00352524,10,1023,0,2153.28,1.23493,-5.60051,-2.83206,-8.36943,7.50991,24.2964
-2151.59,0.826163,0.00352524,10,1023,0,2153.64,2.06321,7.641,2.67554,5.95944,-7.64938,24.0604
-2149.96,0.99577,0.00352524,9,1023,0,2154.51,4.19444,-0.596122,3.18609,5.94259,7.75759,24.1908
-2150.21,0.908112,0.00352524,10,1023,0,2152.81,7.42723,2.63286,0.424388,-0.611022,4.74376,24.0393
-2148.92,0.950708,0.00352524,10,1023,0,2152.12,-6.54418,-2.07082,2.82322,4.15479,-0.915394,24.3663
-2149.89,0.998433,0.00352524,10,1023,0,2151.29,-0.130913,-5.91444,-7.25095,-2.43399,5.88772,24.3107
-2149.71,0.994671,0.00352524,10,1023,0,2151.34,-5.55025,2.8174,-6.19065,-6.28991,1.0246,24.326
-2158.36,0.398594,0.00352524,5,59,0,2159.87,-5.78043,2.90438,-6.14557,-6.55364,1.44962,24.9369
-2150.91,0.972194,0.00352524,8,371,0,2160.58,-2.06184,-5.34271,-3.645,-3.76806,-0.811908,23.9385
-2151.06,0.992375,0.00352524,9,511,0,2152.52,-5.0896,-6.14421,1.00094,-4.21966,-2.45021,24.5977
-2151.55,0.887055,0.00352524,9,511,0,2156.94,-0.739319,-5.64364,3.18406,9.17788,-9.14901,24.2464
-2149.16,0.92682,0.00352524,10,1023,0,2154.71,-0.825287,4.5505,4.94929,6.20652,-2.65607,24.3064
-2151.76,0.928971,0.00352524,9,1023,0,2153.36,-4.01917,3.85553,6.71211,7.04991,-7.73195,24.0918
-2154.09,0.842333,0.00352524,10,1023,0,2157.38,-11.391,5.0447,11.0859,7.4208,-0.591494,24.2106
-2150.5,0.499535,0.00352524,9,1023,0,2156.8,0.213289,-6.77158,5.13138,3.58344,7.47431,24.418
-2149.2,0.854042,0.00352524,9,899,0,2153.18,1.74313,-2.99097,7.1467,3.83868,2.17142,24.3916
-2150.66,0.924234,0.00352524,9,1023,0,2152.01,-3.15845,0.365342,2.22384,7.78073,8.28611,24.4353
-2151.41,0.974151,0.00352524,10,1023,0,2153.95,7.64649,0.567735,11.638,1.53274,2.03964,24.2189
-2148.84,0.998411,0.00352524,10,1023,0,2152.19,-1.58447,-2.33834,2.40766,7.13589,3.38413,24.27
-2149.85,0.858836,0.00352524,9,691,0,2150.69,-1.57917,-1.1872,2.98263,6.81612,2.3279,24.5327
-2148.96,0.989348,0.00352524,10,1023,0,2151.11,-4.9575,-5.35307,3.39669,-0.61935,-0.281576,24.1525
-2148.98,0.99481,0.00352524,10,1023,0,2151.15,-6.30003,-2.32361,-1.96711,-4.99677,-0.279901,24.1881
-2148.69,0.925846,0.00352524,9,691,0,2151.02,-2.99533,-6.36281,-2.63987,-2.67927,-1.80545,24.3262
-2148.57,0.871229,0.00352524,10,1023,0,2150.46,-1.63383,-1.90061,4.83282,3.48333,4.38379,24.3234
-2149.44,0.874614,0.00352524,9,511,0,2152.56,1.43524,2.00689,2.05458,9.2686,2.29215,24.2156
-2149.64,0.999785,0.00352524,8,255,0,2149.71,1.38844,2.5021,1.86006,9.62896,2.83609,24.2206
-2149.66,0.918728,0.00352524,10,1023,0,2151.99,7.19611,2.18614,0.549123,2.58678,7.17615,24.3283
-2150.5,0.966276,0.00352524,10,1023,0,2152.5,6.64967,0.857027,4.80399,5.12909,-6.21825,24.1208
-2149.58,0.997771,0.00352524,10,1023,0,2151.63,2.46969,8.72644,4.75634,0.287615,1.28107,24.2007
-2149.89,0.950277,0.00352524,10,1023,0,2151.83,4.91909,3.1966,0.0732278,-1.61188,8.79735,24.4037
-2150.79,0.896213,0.00352524,9,815,0,2154.09,6.79285,3.91063,-1.49735,4.40057,4.03503,24.0101
-2150.26,0.974158,0.00352524,9,1023,0,2151.86,4.13384,5.35228,-1.57539,1.99718,5.04059,24.0197
-2148.89,0.993404,0.00352524,9,939,0,2150.83,4.13332,5.03422,-0.231583,-5.21652,2.20133,24.2174
-2149.53,0.996812,0.00352524,9,511,0,2149.88,6.1499,4.4608,0.956946,-6.48252,3.02504,24.2551
-2150.91,0.889095,0.00352524,10,1023,0,2151.72,4.43317,6.21441,-4.09643,3.05583,9.14359,24.1752
-2150.46,0.965654,0.00352524,6,99,0,2151.44,4.44677,5.85775,-3.69584,2.90726,8.94605,24.2493
-2151.53,0.972143,0.00352524,10,1023,0,2153.1,2.97757,3.64629,11.6976,1.74372,-6.9741,24.2804
-2149.63,0.875458,0.00352524,9,1023,0,2155.94,-7.48254,-1.85908,1.30041,4.64653,4.44478,24.3978
-2149.22,0.998916,0.00352524,9,511,0,2150,-6.554,-2.86803,0.347919,5.48197,3.53931,24.2436
-2152.04,0.990175,0.00352524,9,1023,0,2153.54,-2.59322,-12.9632,-0.733174,5.56217,-5.29662,24.2418
-2150.71,0.881906,0.00352524,9,511,0,2152.54,-2.61481,-10.1231,0.584856,5.51052,-5.42238,24.2705
-2149.86,0.911899,0.00352524,9,1023,0,2152.87,-5.25196,0.341807,7.79897,2.73965,4.80161,24.3729
-2149.1,0.790182,0.00352524,10,1023,0,2152.43,6.23577,-0.161264,4.97347,4.82298,1.32108,24.3024
-2155.14,0.633465,0.00352524,9,511,0,2159.19,4.16387,2.49971,5.92516,4.56259,-12.7738,24.6688
-2152.39,1,0.00352524,2,3,0,2154.94,4.14852,2.49001,5.90415,4.54612,-12.7794,24.3914
-2150.82,0.985383,0.00352524,9,511,0,2153.28,0.36614,3.08732,6.55757,4.98005,-9.5804,24.207
-2150.65,0.96594,0.00352524,9,1023,0,2155.16,5.42317,-3.83069,5.98173,7.92198,-2.19036,24.4223
-2150.32,0.691965,0.00352524,9,511,0,2153.3,3.892,-1.53319,8.19682,4.05693,-3.20017,24.0866
-2149.84,0.998247,0.00352524,10,1023,0,2152.59,9.04288,2.38707,-0.661667,-0.858967,1.94457,24.0989
-2149.29,0.994951,0.00352524,10,1023,0,2151.1,-8.74902,-2.62749,-1.26649,-1.50608,-0.716047,24.1794
-2148.86,0.963043,0.00352524,9,1023,0,2153.39,-6.19448,-3.63854,-2.33464,-0.28772,0.934355,24.1449
-2152.29,0.937967,0.00352524,9,511,0,2153.19,-5.40532,-3.11013,-9.56714,-0.0753577,6.47425,24.0064
-2150.72,0.973493,0.00352524,9,511,0,2153.66,-3.25386,-5.22698,-0.145753,-4.83179,6.82055,24.5327
-2149.31,0.999936,0.00352524,9,511,0,2151.62,-0.792376,-3.3473,-2.59257,-5.65717,6.9283,24.2473
-2153.56,0.954555,0.00352524,9,1023,0,2154.71,-3.37078,-2.17087,-0.349438,-6.99864,14.6966,24.4597
-2150.39,0.987372,0.00352524,10,1023,0,2156.68,1.65965,7.66725,-1.68959,-7.09963,-0.24029,24.4801
-2151.46,0.791328,0.00352524,10,1023,0,2155.81,3.1502,-4.44494,-9.39735,-4.78755,-6.84385,24.1439
-2151.36,0.988518,0.00352524,10,1023,0,2153.98,-11.1669,-2.71407,0.241035,-5.42328,-4.57668,24.424
-2148.87,0.984451,0.00352524,9,1023,0,2152.11,-4.54788,-5.93232,-0.0514041,0.554107,-2.5459,24.4051
-2149.5,0.99722,0.00352524,10,1023,0,2150.54,-4.29417,0.316742,-7.64807,-3.34281,-0.0673739,24.1386
-2149.08,1,0.00352524,10,1023,0,2150.67,2.81436,-0.804854,7.75792,3.36939,0.498598,24.3729
-2150.86,0.948933,0.00352524,9,511,0,2152.72,6.71692,-2.8533,6.04592,7.41746,-1.57012,24.1098
-2151.62,0.997188,0.00352524,10,1023,0,2152.79,-6.75291,3.4395,8.09163,6.57045,-5.51868,24.4203
-2149.45,0.99988,0.00352524,10,1023,0,2151.9,-3.29692,-0.478391,4.89195,5.82177,-5.83534,24.2217
-2149.59,0.99844,0.00352524,10,1023,0,2151.46,-4.54052,-0.569043,-2.47293,-6.07348,6.74702,24.3501
-2149.7,0.863689,0.00352524,9,511,0,2152.28,-5.06063,-0.615049,-2.21774,-6.51921,6.72948,24.3
-2149.17,0.978955,0.00352524,10,1023,0,2151.73,-2.95317,-8.54649,1.4562,0.861115,-2.26562,24.2276
-2149.5,0.991454,0.00352524,10,1023,0,2150.81,-5.80437,-2.57986,-1.36232,-0.849566,8.14601,24.2779
-2152.25,0.996045,0.00352524,10,1023,0,2154.35,6.48058,-6.83979,8.74071,7.29645,4.89946,24.3498
-2150.62,0.391421,0.00352524,10,1023,0,2156.8,2.52608,-6.91337,8.54657,5.21761,-2.79077,24.3382
-2150.4,0.981886,0.00352524,10,1023,0,2152.95,3.26485,-2.05303,4.23726,8.85083,-6.53893,24.2615
-2149.22,0.978746,0.00352524,9,511,0,2150.88,-0.322134,-3.36893,4.0765,6.77267,-4.44699,24.247
-2149.1,0.877101,0.00352524,10,1023,0,2153.13,4.56478,2.90863,1.38683,6.77348,1.51407,24.185
-2150.54,0.879834,0.00352524,10,1023,0,2152.66,8.32199,2.22818,4.39281,0.673988,2.53282,24.0364
-2150.05,0.997066,0.00352524,9,511,0,2151.13,9.14548,2.05182,2.05217,1.06986,3.13886,24.0993
-2150.17,0.950121,0.00352524,10,1023,0,2153.05,-6.87492,-1.38159,-6.37408,-2.2728,0.516299,24.5017
-2150.82,0.998609,0.00352524,10,1023,0,2153.27,8.20593,3.79142,3.96244,-2.95394,4.65859,24.0659
-2149.87,0.930073,0.00352524,10,1023,0,2154.32,4.01269,1.77344,4.53716,4.99497,-5.30966,24.4696
-2151.26,0.90705,0.00352524,8,407,0,2153.98,3.78931,3.67671,3.73174,5.03966,-8.68898,24.0499
-2153.63,0.771565,0.00352524,2,7,0,2154.14,3.80548,3.71803,3.79436,5.06564,-8.67185,24.6979
-2150.19,0.994504,0.00352524,3,11,0,2153.73,3.77836,3.71491,3.75416,5.04813,-8.70753,24.2803
-2149.42,0.958381,0.00352524,10,1023,0,2152.26,-3.14269,-3.97034,3.79915,1.04106,7.89187,24.3246
-2148.38,0.924351,0.00352524,9,1023,0,2154.64,-3.71208,-5.74952,-1.41993,-1.94411,0.202601,24.3058
-2148.64,0.980182,0.00352524,10,1023,0,2149.6,-1.19005,-1.46629,-4.0219,-4.61551,3.87522,24.1833
-2151.04,0.886357,0.00352524,9,511,0,2153.61,-1.59622,-3.61411,-2.24921,-7.7919,1.30993,24.6045
-2148.89,0.918047,0.00352524,10,1023,0,2153.47,4.13822,4.2109,-5.52278,-0.911003,1.92043,24.3773
-2148.88,0.986212,0.00352524,10,1023,0,2150.13,-0.0031588,-0.668722,-4.40045,-6.16633,-2.96194,24.1748
-2150.92,0.967989,0.00352524,10,1023,0,2152.47,-4.26641,-9.15286,-6.85518,2.07512,-0.704508,24.12
-2150.24,0.684517,0.00352524,9,511,0,2153.27,-4.64404,-6.82543,-4.56804,0.770809,-3.68528,24.4912
-2151.01,0.853759,0.00352524,9,1023,0,2157.37,-4.70242,-7.75031,7.98357,-1.49877,-0.387549,24.0921
-2152,0.951414,0.00352524,10,1023,0,2154.01,-2.20761,-9.36679,7.02884,-0.340998,6.23308,24.5145
-2153.41,0.953422,0.00352524,10,1023,0,2155.32,-1.90569,-11.9541,3.71208,-2.36364,10.0834,24.0901
-2154.55,0.928103,0.00352524,9,511,0,2155,-1.72187,-12.994,4.63351,-1.66869,9.36237,24.0043
-2149.68,0.914124,0.00352524,9,1023,0,2156.32,-1.4948,-7.2217,3.70653,2.2897,5.13702,24.4189
-2150.87,0.94575,0.00352524,7,187,0,2151.63,-1.31895,-7.90431,4.6103,1.68529,5.85282,24.0479
-2149.57,0.995525,0.00352524,10,1023,0,2152.97,-5.05439,-6.38955,4.32645,-1.05767,-3.55496,24.1644
-2150.51,0.999812,0.00352524,10,1023,0,2151.49,3.86198,5.4418,-0.593339,6.9485,7.27192,24.1652
-2152.18,0.941259,0.00352524,10,1023,0,2154.36,2.68828,11.1492,-2.92354,4.86576,8.44726,24.1943
-2150.93,0.997425,0.00352524,10,1023,0,2153.27,10.0071,2.65837,7.21017,-0.856329,3.92871,24.3569
-2150.18,0.913383,0.00352524,10,1023,0,2153.93,0.703632,3.80442,6.56479,1.93999,8.80878,24.2213
-2150.45,0.945192,0.00352524,10,1023,0,2154.79,-2.79549,-8.28023,-8.48778,-0.415527,-2.43761,24.2366
-2152.4,0.997993,0.00352524,9,511,0,2153.4,-2.7754,-13.0954,-8.17526,1.74152,2.19932,24.307
-2149.32,0.902766,0.00352524,10,1023,0,2154.05,-1.03493,-4.93772,-4.53043,-5.34558,-5.04507,24.2829
-2148.59,0.999939,0.00352524,8,511,0,2151.72,-2.47947,-3.64459,-3.19161,-5.44492,-2.13742,24.2773
-2148.66,0.999219,0.00352524,10,1023,0,2149.45,-1.13918,-4.10942,-6.06381,-3.36981,-0.816797,24.2985
-2148.82,0.909324,0.00352524,9,1023,0,2150.81,-3.18134,-0.157041,-7.15021,-3.02935,2.12644,24.2866
-2149.42,0.746214,0.00352524,10,1023,0,2153.23,-6.31696,-4.62996,0.631122,-3.22522,-3.08134,24.1304
-2148.81,0.998804,0.00352524,10,1023,0,2150.19,-4.17195,-5.09286,-0.800701,1.25086,3.91993,24.1655
-2148.71,0.986725,0.00352524,10,1023,0,2150.27,1.75251,3.07526,-4.65429,-4.65229,-2.67877,24.3638
-2150.57,0.97868,0.00352524,9,511,0,2151.27,-2.92291,5.71861,-10.2621,-3.98828,0.0842048,24.2975
-2150.68,0.973066,0.00352524,9,1023,0,2153.56,7.37551,-0.940171,-4.26377,-8.42322,-4.73239,24.248
