# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf20_model
# start_datetime = 2023-07-05 17:05:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf20.data.r
# init = 2 (Default)
# random
#   seed = 774767535 (Default)
# output
#   file = examples\cf\cf20_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mean
-20453.1,0.991325,0.00105802,10,1023,0,20481.5,1.5953,-3.4163,-0.582387,8.15087,5.49137,-6.48448,-2.14432,-4.63491,-2.12877,-0.323225,4.12988,0.812906,4.29616,5.85734,-4.06221,-3.0375,-5.49808,1.29022,-4.26262,-1.08229,1.37125,3.57023,3.67851,1.18843,-9.10308,2.05823,9.3251,6.14127,1.76478,5.63603,-1.37747,10.7263,-2.17257,-4.78038,3.39815,-0.120198,-2.70635,-2.67162,-0.00144648,10.5501,7.20849,73.9294
-20458.7,0.997934,0.00105802,10,1023,0,20483.2,0.560791,-4.1537,-0.70179,8.85932,6.10557,-1.73044,3.01617,-7.57573,-2.62058,4.42365,2.21724,3.69114,2.84331,2.22786,-4.93712,0.97682,-7.01897,6.50306,-8.33273,-2.99822,1.16981,0.412944,11.9713,5.24882,-8.4864,1.44647,6.03688,7.07083,-3.66424,7.56212,2.51459,7.0213,-2.90593,-2.44346,-2.67203,0.21398,-5.216,-6.95476,-0.819041,9.47898,11.2492,73.63
-20458.7,0.998984,0.00105802,10,1023,0,20475,0.869169,-3.45544,1.94669,8.70906,5.85541,-3.55396,3.60269,-5.78692,-2.67589,4.76167,1.44073,3.25917,4.21392,-0.350906,-6.42398,-0.364589,-5.94968,7.99428,-6.79676,-1.84378,0.526382,0.293274,10.5351,5.66588,-8.4846,3.43232,6.02577,8.17783,-4.13341,7.44153,3.39222,6.38101,-4.72884,-3.59098,-2.98245,0.61465,-5.83928,-6.35317,0.492853,11.3744,10.284,73.7968
-20459.4,0.880821,0.00105802,10,1023,0,20485.2,0.111223,-2.59615,1.3852,6.837,4.10891,-2.69496,1.92922,-4.34636,-3.47372,4.60566,3.89397,1.70225,2.90509,2.60317,-6.56232,-0.672793,-8.18386,7.68792,-7.30271,-0.911753,2.78105,-0.129116,10.4128,6.03766,-7.2878,5.05202,6.92058,9.97047,-3.17877,8.35633,2.75287,5.25289,-4.58953,-1.99861,-4.59601,-0.670917,-4.76398,-6.52728,-0.444268,11.4608,10.426,73.9777
-20450.3,0.970394,0.00105802,10,1023,0,20481.2,2.40278,1.41589,1.73709,4.08782,3.0179,1.87425,2.66069,-5.62388,-6.18451,-0.358133,0.860907,-1.43348,-2.06552,5.76103,-6.20011,1.88445,-3.23123,4.90796,-4.2863,-1.36775,1.06641,5.18524,7.64191,4.83944,-8.11599,-1.32017,4.16654,7.35883,-7.17272,0.370122,0.589746,5.108,-3.59865,1.67703,-1.70962,0.661177,-1.38792,-3.32896,2.70972,4.68675,11.7911,73.5541
-20458.1,0.970557,0.00105802,10,1023,0,20480.5,1.2747,-0.55491,7.16367,3.64086,1.05619,0.840081,4.62148,-1.34806,1.28822,-4.6112,-0.241098,-4.92037,1.86015,2.08891,-6.9368,2.81121,1.78867,5.29949,-6.8831,-8.18636,-3.72564,4.28905,6.08699,3.34588,-12.067,4.04965,2.19106,11.2463,-4.76422,-4.50316,-1.92451,2.08768,-4.21012,-5.72757,-5.57181,3.32202,1.48241,-8.84113,0.564831,7.89801,12.2916,73.5233
-20458.2,0.749072,0.00105802,10,1023,0,20478.1,2.21997,2.77715,8.2095,7.47478,-0.0899518,2.8489,7.8406,-2.16299,-2.51112,-6.34495,-1.86543,-2.99922,2.463,2.12514,-3.07534,2.32356,1.43026,8.36784,-3.54061,-2.74321,-4.2248,7.21228,3.72428,4.02665,-12.6086,6.26187,1.61637,11.8981,-6.12629,-4.12243,-1.08612,3.63096,-1.46307,-4.37721,-4.24365,1.89356,0.352737,-7.36435,2.9056,7.58685,12.62,73.7566
-20453.1,0.862432,0.00105802,10,1023,0,20471.7,-4.50707,2.7588,9.19497,8.17835,-1.72401,4.91456,6.75603,0.528538,-3.67925,-0.609893,-1.85387,-1.23624,0.150211,-0.337483,0.678451,0.360812,-2.11792,7.18113,-0.677269,2.98334,-1.01331,6.13638,5.36447,2.93355,-12.7217,1.94779,-2.12626,5.64935,-1.07083,-4.86814,1.44894,5.37743,2.03484,1.3072,-1.03962,6.18086,-3.30958,-5.04596,2.33435,6.60264,11.8763,73.6111
-20451.6,0.999729,0.00105802,10,1023,0,20473.6,-4.30246,-2.77237,7.46271,7.22216,6.11321,2.94807,7.99455,-0.477833,-3.34128,-1.19318,-7.1617,-0.357045,-5.82463,0.916126,8.58014,-2.8497,-3.84556,-0.0540197,-4.32055,0.663356,0.669616,6.58578,0.822678,1.07446,-9.58749,0.179921,0.125233,3.17598,-9.12623,-0.171614,-0.059125,0.900377,2.31216,-3.58188,1.92712,3.1118,0.493175,-3.97258,1.97065,2.60788,10.8644,73.9215
-20456.3,0.899766,0.00105802,10,1023,0,20477.5,-4.33326,-6.58988,7.45073,4.00464,6.87312,4.87471,7.55011,1.53227,-0.552295,2.54204,-11.9327,-0.72096,-5.51503,1.0494,6.80894,-0.746582,-6.78674,0.163658,-5.68599,1.38132,1.3231,4.45396,2.128,0.200413,-10.1204,0.635361,3.89976,2.54855,-10.8784,2.61009,1.81893,2.00382,4.52415,-5.21694,1.62016,1.96783,3.48514,-2.60666,1.6301,7.17084,7.36399,74.0666
-20445,0.991892,0.00105802,10,1023,0,20475.6,1.24037,-0.116064,4.66803,3.37455,4.23685,2.88854,4.44745,2.75404,-3.63336,-4.28789,-6.47378,-4.48313,0.102998,-3.45988,4.4015,3.74109,-6.56167,0.917471,-3.55358,9.91496,-2.16318,5.49273,4.30726,-1.76151,-4.0253,-3.87629,-0.0249837,-2.31219,-1.25046,0.749194,1.97076,-0.158267,3.48063,-4.1533,1.9815,2.17577,-0.468982,0.890125,4.87729,0.962063,-3.84715,73.8027
-20449.7,0.994712,0.00105802,10,1023,0,20472.4,1.72296,1.70471,6.55073,1.97,4.35782,1.47774,3.84323,1.24324,-7.84318,-4.74322,-6.27435,-7.31518,1.91222,-4.76929,4.48907,3.14748,-4.76981,1.37144,-1.5323,9.68971,-4.58602,10.4392,4.28286,-3.38995,-3.19787,-4.53436,-1.69549,-1.18234,-0.0604368,-1.81788,2.19409,-2.88865,4.76448,-6.46651,0.452778,-1.29028,2.03109,-1.38347,4.65951,5.14196,-3.62352,73.6935
-20448.9,0.898811,0.00105802,10,1023,0,20464,0.806641,3.05954,7.18822,-1.19184,3.71277,4.4421,2.3472,2.95569,-7.26858,-5.08738,-5.33103,-2.01257,2.53696,-3.89752,6.94869,5.72923,-2.69982,1.98712,-1.36757,7.97436,-3.32078,8.38329,5.14258,-2.05948,-2.35483,-6.1082,-0.715801,-2.06082,-3.46195,-3.09177,2.16797,-2.43887,1.04722,-7.71789,-1.12924,0.805831,0.0777816,-3.39232,2.54524,6.10319,-4.92006,73.6221
-20447.1,0.999925,0.00105802,10,1023,0,20463.9,-1.82106,4.04959,6.5879,3.32991,0.440576,2.06183,1.73962,0.835884,-3.63398,-5.99319,-4.17518,-3.5277,2.28744,-1.68272,3.69824,8.02234,-1.40212,-1.17993,-2.59441,7.20554,-2.08742,8.6043,4.90259,-4.41069,-1.38009,-1.63119,-2.17906,-4.77381,-2.70404,0.36669,1.43898,3.29684,1.40244,-6.2651,-2.72484,-4.16981,1.38433,-3.94843,2.94173,8.82946,-3.03001,73.8166
-20456.2,0.997804,0.00105802,10,1023,0,20469.3,-0.807335,-4.61301,8.28441,0.713047,-5.28086,-1.73623,1.79841,-4.1391,-10.6131,-10.3362,-5.7148,0.645654,2.00228,-3.79309,5.86754,8.53004,-2.1929,-1.35388,-0.761339,5.73225,1.07038,7.59876,10.6422,-2.04231,-0.0721999,2.17911,-0.313979,-4.26265,-5.59119,8.76776,6.23734,2.65241,5.75443,-9.18596,-4.09159,-3.49516,-2.13874,0.551025,0.936419,6.82937,-2.73136,73.7641
-20457.9,0.999998,0.00105802,10,1023,0,20484.1,-1.504,-2.54226,9.14857,0.554681,-6.64061,-3.00437,0.0180407,-5.42663,-9.40304,-9.44182,-6.94516,1.5146,1.28569,-4.47192,7.94209,9.23297,-2.79659,-1.22143,0.152038,4.01912,3.28368,8.10116,10.6515,-2.90067,1.35164,0.778239,-1.02135,-3.07811,-9.35938,7.53101,6.60692,3.18928,5.29691,-8.31801,-4.5167,-1.28573,-3.40558,-0.707062,-0.674098,6.92602,-4.30569,73.7684
-20454.7,0.848472,0.00105802,10,1023,0,20471,1.61762,-0.851546,8.56065,2.47018,-5.16963,-5.53315,-0.0770566,-3.9465,-9.0407,-9.7153,-2.64048,0.598958,-0.84896,-5.51144,4.64406,8.94987,-2.78396,-2.29056,-0.677597,2.00462,1.08501,8.81515,9.14902,-2.90002,-1.27429,3.97438,0.991084,-5.32607,-6.58443,5.16049,6.04837,2.25675,6.56899,-7.79778,-7.73007,0.611023,-1.76088,2.93397,-0.601676,3.27571,-0.319489,73.5648
-20456.5,0.99113,0.00105802,10,1023,0,20484.4,2.87307,-0.145501,7.56346,0.649611,-4.9871,-4.49474,-4.61811,-3.33392,-5.14377,-4.83088,-2.80562,-0.598328,-3.49385,-10.7568,4.96498,9.20223,-3.33124,-4.15581,0.82928,-2.36084,0.570949,7.87738,10.3827,-2.79509,-0.121211,3.12805,-0.776409,-9.9473,-8.50806,1.13837,5.58167,1.75587,4.81883,-12.0216,-7.13865,0.849494,-2.84017,3.64601,0.141279,3.03954,-1.05859,73.6289
-20457,0.999717,0.00105802,10,1023,0,20476.4,7.03928,-0.216428,4.08669,-2.57506,-6.99499,-5.15248,-4.7761,-3.5872,0.383182,-3.4654,-3.51813,-2.39765,-1.84629,-4.93964,5.19453,10.5543,-7.95176,-3.58015,1.95943,-1.6203,2.33333,2.39504,7.59866,-6.96602,-2.58426,0.713657,-2.26585,-13.2965,-6.55758,2.14542,7.49298,2.88093,7.6722,-10.3807,-5.70573,-2.63958,-0.383065,-0.794323,0.254473,7.58459,1.85073,73.869
-20453.1,0.991621,0.00105802,10,1023,0,20465.8,3.7077,-4.98526,3.27773,-2.34557,-3.27002,-4.45521,-3.66238,-6.43412,1.81161,-5.59216,-1.77985,-0.868723,-4.51235,-0.440479,6.67904,11.745,-3.31951,-1.84324,1.66068,-3.50056,7.44758,2.88891,2.44503,-4.52225,-3.63633,-3.03005,-1.92825,-10.7046,-4.72933,1.067,9.9833,-0.348728,5.49748,-10.281,-4.64856,0.13096,0.531888,1.18199,1.4043,5.01812,3.94848,73.7465
-20455.7,0.778988,0.00105802,10,1023,0,20482.4,1.11068,-6.31141,4.82408,-0.303299,-0.446478,-8.08209,-3.11448,-4.74143,2.87383,-5.18923,-2.71705,-0.215779,-4.20099,-5.58034,4.84199,14.3945,-2.81794,2.51672,2.0241,-7.62848,2.88679,2.61724,3.36528,-2.61267,-2.49307,-0.737718,-2.48176,-8.72973,-3.94792,4.2128,11.4515,0.466895,5.88738,-7.90001,-7.33762,-3.76447,0.0171766,2.13069,2.31027,4.69178,3.83814,73.5785
-20461.6,0.971636,0.00105802,10,1023,0,20474.5,-5.28018,-5.4712,5.17524,2.37242,2.29151,-8.43952,-0.0443476,-2.80049,1.33825,-8.30098,-1.77613,-0.60911,-6.36532,6.97863,2.60597,13.3238,1.36275,2.36742,3.6764,-8.98948,-0.700439,1.10446,8.80972,-1.77317,2.07081,0.679009,-8.03326,-8.07254,-4.09784,2.77686,12.4631,5.74703,2.87642,-12.0223,-4.17974,-2.46767,-3.6161,0.821748,4.70252,1.92028,8.14423,73.5266
-20459.1,1,0.00105802,10,1023,0,20476.8,-3.5977,-6.7543,5.35811,0.626148,0.714428,-6.29675,2.22588,0.324235,2.26306,-4.87788,-1.43864,-1.71548,-7.95212,8.54827,1.5301,12.4714,-1.43263,4.55135,2.5508,-7.82447,-1.21269,-0.31606,7.60769,-2.7342,1.13521,-0.12693,-8.46944,-11.4672,-3.66172,1.70477,9.22185,5.83327,1.61491,-10.8597,-5.82155,-1.30603,-0.200221,-0.400182,5.01042,1.61292,8.80903,73.548
-20458.7,0.891042,0.00105802,10,1023,0,20484.2,3.61904,-1.68681,2.89103,-5.93036,-3.80355,-3.80813,2.19274,-1.48805,1.14482,-5.18969,1.70707,-7.79306,-8.33537,-1.82437,-3.3205,9.02031,5.84568,-1.87134,-1.37981,-9.91391,3.23401,-1.91933,0.951648,0.178331,-0.928769,1.68126,-12.0776,-7.86014,-7.1561,-2.48989,4.49698,-2.57785,1.08437,-8.0403,-8.77511,-3.97889,-2.52046,3.8102,2.49879,3.44434,11.9111,74.0878
-20453.3,0.999395,0.00105802,10,1023,0,20475.3,0.967795,-0.219122,-0.787303,-9.14666,-6.0516,-2.51192,4.62659,-4.17399,5.33342,-2.36708,3.18012,-4.30034,-7.77571,-4.20703,-1.33695,7.82559,5.10782,0.0859976,3.38751,-4.99922,0.962625,-3.86145,-1.46794,0.323387,-5.6957,0.289445,-8.51094,-4.9912,-7.43458,-4.26873,5.46854,0.598929,0.660331,-3.24181,-4.366,-2.16231,1.96132,7.38208,-0.0582363,4.95045,12.1356,73.9344
-20461.7,0.896099,0.00105802,10,1023,0,20488.3,0.867957,-2.65015,-1.42118,-7.42213,1.79372,-2.97158,8.92439,-5.63332,7.47069,4.92943,-1.76577,-6.87734,-9.06151,-5.3373,-3.29565,10.6316,1.66912,0.968295,-1.23559,-0.947814,-5.67199,-2.86944,0.0697841,3.82258,-6.72289,-2.21252,-12.2537,0.59194,-1.38759,-10.4355,7.09421,-2.26342,7.37096,5.16939,-2.33978,2.68145,1.467,11.5203,-7.06229,4.25858,2.31455,73.426
-20457.8,0.983366,0.00105802,10,1023,0,20481.1,0.271851,-2.08255,0.419676,-7.45383,1.65138,-2.13219,7.96255,-4.53671,8.484,4.38025,-2.83226,-5.87626,-9.6834,-5.64112,-4.2758,10.6654,0.431563,1.21635,-0.369896,-1.974,-3.82871,-2.4241,2.19274,1.82241,-7.00213,-1.96893,-10.1818,2.06755,-2.67216,-10.4348,6.29706,-4.15321,7.82193,3.9906,-1.66745,1.04314,2.44993,10.4924,-6.72438,4.35695,2.89684,73.9085
-20457.8,0.996976,0.00105802,10,1023,0,20481.9,0.730128,-1.34674,-0.518009,-6.41822,0.701367,-1.77907,8.30568,-5.19941,7.48371,4.56021,-4.30901,-7.60578,-12.0648,-0.576574,-5.21698,7.68009,2.80979,-0.910405,-2.12382,-0.351932,-5.32259,-2.62462,4.71356,0.457486,-5.23059,-1.19352,-7.65984,1.00417,-1.23479,-11.9842,8.46462,-3.18244,7.75184,5.95204,-2.61261,0.00955483,1.92519,10.628,-5.05512,4.32725,3.76248,73.6617
-20459,0.329497,0.00105802,10,1023,0,20483.8,-0.94623,-1.75742,-1.6607,-4.04922,0.396742,-2.37856,8.43344,-5.17419,7.00351,5.24149,-3.60089,-6.20331,-12.2535,0.331564,-4.22122,9.03188,3.31978,-1.09939,-2.11426,-0.203711,-7.02452,-2.72855,4.97742,0.416995,-5.85372,-1.21242,-6.6061,-0.0594766,-2.49721,-11.4727,7.49473,-3.78538,6.58152,6.8555,-2.76416,0.10465,2.00559,11.3276,-5.15232,5.16923,4.32096,74.0318
-20458.7,0.944845,0.00105802,10,1023,0,20482.9,-2.0355,1.84518,3.18361,5.3735,0.520819,1.86547,5.77085,-6.97978,4.97374,4.86316,-3.9128,-8.49161,-11.3138,2.92099,-3.27111,6.5751,0.529307,-5.94131,3.45559,5.1056,-8.55745,1.89967,7.40974,4.57313,-4.75417,1.57098,-12.6694,0.870058,-2.32372,-4.04256,9.08611,-3.36355,8.22252,3.72556,-2.84523,-2.86128,2.20803,10.3352,-3.43443,-1.1537,5.66447,73.8177
-20466.7,0.971411,0.00105802,10,1023,0,20483.7,-6.79758,0.650152,5.92857,7.72925,-1.77274,-0.873612,5.07591,-8.99338,1.56985,4.79993,-6.45294,-7.46274,-14.8194,3.74139,-8.61065,5.35506,1.44708,-7.23506,4.74258,1.86002,-6.30565,0.373565,3.86519,-1.68589,-1.2788,5.46336,-14.6534,-2.88353,-4.94099,-1.85489,8.49435,-3.94286,9.52775,4.0065,-2.40392,-2.22477,1.32952,15.7576,-6.7527,-0.844443,3.53673,73.7254
-20467,0.994333,0.00105802,10,1023,0,20485.4,-7.40335,1.24209,5.39554,8.18779,-2.1857,-1.09324,4.47923,-8.06929,0.944914,4.24258,-5.93807,-8.40541,-14.6164,4.34429,-8.70201,5.47898,1.8275,-7.59339,4.6863,1.42408,-5.62637,-0.258381,2.70935,-2.55795,-1.31901,5.47447,-15.2516,-2.93684,-4.35752,-1.62745,8.78734,-3.94282,10.0718,4.3679,-2.99607,-2.93854,1.22119,15.4051,-6.82043,-1.14918,3.05848,73.7251
-20465.7,0.798621,0.00105802,10,1023,0,20487,-10.1404,3.13633,10.9033,4.68028,-1.46853,-3.53815,4.06342,-7.68274,2.01387,1.68039,-4.75749,-9.9457,-13.0236,4.98758,-6.04728,5.48416,1.13777,-11.7892,-1.19508,-2.21823,-2.66253,-0.155966,0.879526,-0.991963,-1.47775,3.14345,-10.6576,-4.9172,-3.55347,-4.31819,6.62529,2.80684,9.02627,2.32908,-4.9747,0.979785,-1.97735,15.8801,-8.69971,-2.57653,3.14606,73.8913
-20455.6,0.807302,0.00105802,10,1023,0,20478.9,-6.0386,4.21473,7.59871,3.30825,2.62398,-3.32778,-0.00954239,-10.8084,1.23476,2.64062,-2.54298,-6.53765,-8.52692,-0.0235608,-2.48885,3.88122,-0.691514,-9.34787,-0.11245,-0.602834,-2.95029,1.88294,0.750994,-0.615689,0.225892,3.56954,-7.71034,-3.48571,0.120244,-4.98498,4.89461,2.94275,10.6273,4.94872,-7.5966,-2.96292,-4.98598,11.5839,-6.13242,0.888901,1.94608,73.9488
-20452.7,0.820827,0.00105802,10,1023,0,20475.1,-2.71479,5.33757,6.42488,-0.522406,3.04368,-3.92477,-3.21818,-12.7307,6.13118,0.983804,-1.59693,-4.86241,-7.51633,-2.45756,-1.43308,2.39154,2.78076,-9.42551,1.25846,-0.0820329,-1.3655,3.17672,-3.77079,1.19934,1.27994,1.2903,-8.9307,-0.193546,1.95666,-1.63807,6.61426,4.76112,6.91651,5.47717,-4.24156,-1.54691,-0.959529,9.76812,-3.03445,2.4311,1.9956,73.9661
-20449.5,0.902392,0.00105802,10,1023,0,20475.2,2.7569,-0.414296,4.61635,-4.69132,-0.891349,2.45764,-5.41447,-1.95101,0.85183,2.76481,-1.92092,-7.05976,-0.959982,-2.91377,-3.91072,8.37494,1.57628,-0.732034,1.00264,3.05829,3.30787,-0.793507,1.54987,-2.7081,-4.60389,-8.14953,-6.67787,2.91243,-2.45806,6.19448,4.65188,3.8032,9.58483,6.06478,-1.52253,-8.78329,-0.456605,5.27981,3.71744,0.101177,3.43269,73.6244
-20447.3,0.99907,0.00105802,10,1023,0,20466.2,5.52346,3.13965,3.91805,-2.89666,-4.19777,8.46936,-3.33552,-3.08447,-3.7781,-0.0534008,-2.48694,-4.31022,0.796403,-2.56052,-4.96064,5.31369,0.492691,-1.28376,0.563,1.64873,1.22582,-1.63782,4.49422,0.948429,-4.22761,-9.93644,-3.28467,0.904185,-0.360329,5.25709,6.65436,2.64699,7.10917,4.74664,-0.840733,-5.47864,-0.349999,5.05,2.3046,0.937287,3.61084,73.632
-20446.9,0.999555,0.00105802,10,1023,0,20471.4,5.7449,-1.85036,0.523361,-3.86459,-1.74439,7.52403,-3.17498,2.72734,-1.52492,4.80891,-5.19389,-5.77181,-1.39712,-1.33443,-5.47008,5.67064,1.05317,-0.623111,2.58694,0.16165,5.01383,-1.18112,3.46284,1.85174,-5.08156,-12.0882,-1.03829,0.229697,-2.95627,-0.632178,6.03201,3.24138,6.47881,-0.695416,-1.11848,-3.03811,-1.21627,2.23149,0.130959,0.375631,5.57676,73.6978
-20449.6,0.756547,0.00105802,10,1023,0,20465.7,6.03554,-1.47905,3.45746,-2.0364,-3.25068,5.62726,-4.22281,2.81394,0.225902,0.329473,-4.31905,-6.62437,-1.22926,-0.734009,-6.85336,4.17707,0.557408,0.233744,-1.45017,-0.226726,-0.215964,-0.522087,3.15481,-1.21042,-7.03734,-12.2309,0.385826,-1.15553,-2.28381,-2.84649,6.2718,0.490625,8.30558,-0.0365233,-0.667477,-2.18371,-1.13093,4.76329,-0.00285752,1.86783,2.21126,73.3606
-20450.9,0.993674,0.00105802,10,1023,0,20466.6,5.47487,-2.31527,1.85575,-5.43676,-7.4592,3.90647,-4.29499,3.12924,3.11739,4.52787,-5.04949,-3.5709,-2.76802,-0.276039,-8.65077,2.0681,4.04932,1.04517,2.68732,3.26801,-1.61477,-2.64791,5.84792,-0.939601,-7.74438,-11.1953,2.48631,-2.059,-0.786121,-3.52051,4.54522,0.0604423,4.89837,1.80607,1.51605,-3.74377,1.40694,2.22542,-0.461689,1.21146,3.49759,73.3664
-20447.9,0.994635,0.00105802,10,1023,0,20473.2,5.47647,0.000476541,3.02875,-0.969592,-8.26526,4.45304,-0.68094,5.72833,3.11919,3.80433,-7.798,-2.68848,-3.39862,2.05907,-6.34756,3.57118,3.51544,-0.352796,3.2701,3.08043,-2.49453,-1.46893,6.80704,2.53175,-5.59089,-8.06775,2.93202,-6.03584,-0.43432,1.439,3.22612,0.285416,4.18414,1.25588,2.51498,-0.829945,5.20629,4.60184,-2.5728,-0.759728,6.85058,73.8563
-20450.2,0.980033,0.00105802,10,1023,0,20471.8,4.61981,1.47708,6.31468,0.363523,-7.90947,5.92163,2.94729,4.61309,3.16287,6.99487,-7.96207,-5.15542,-4.31771,1.09975,-5.88125,3.58769,4.73032,-1.25233,2.80971,3.9894,-0.776746,-2.0341,8.66719,0.403999,-5.01438,-6.7997,1.81521,-8.9901,0.559466,2.66867,2.2633,-2.68307,2.00804,-2.25331,4.75084,-1.84944,4.08763,2.44124,-2.7903,2.20938,5.3364,73.6532
-20450.7,0.917574,0.00105802,10,1023,0,20464.8,6.23593,6.14491,4.06002,-2.46978,-2.00979,3.46322,-1.30376,6.41397,3.02858,4.55295,-4.85112,-7.72667,-4.09519,6.516,-8.08835,0.814147,4.2314,-2.22606,4.12202,1.005,-2.01239,-1.29026,4.77644,-5.52611,-5.73601,-8.27635,1.96416,-1.37334,-1.55736,-1.57381,0.59599,-3.36324,8.69778,-2.11846,3.536,-3.30747,2.3702,3.46059,-6.04456,-1.02915,4.64971,73.5535
-20452.1,0.997599,0.00105802,10,1023,0,20473.7,5.91193,8.2361,6.34591,-4.65014,-2.46601,3.13753,-4.14576,5.66683,2.83764,5.43483,-5.74889,-8.03068,-4.49402,2.7772,-10.1767,1.78618,3.99064,-2.02685,4.41244,-0.326942,-1.24784,0.289395,5.60989,-4.83284,-7.09294,-7.24783,2.71225,-1.38373,-2.18799,3.0234,2.71413,-4.96507,6.30453,0.421165,3.71556,-1.96514,0.239933,1.49588,-5.31135,-3.27767,5.23063,73.9629
-20446.9,0.766959,0.00105802,10,1023,0,20467.6,0.932659,7.0531,4.52289,-4.45355,-3.60575,-1.99568,-2.4717,3.82842,0.488434,-0.0437826,-5.62414,-4.35127,5.27287,0.377408,-10.1465,1.45232,1.98918,-2.50776,2.4713,4.07691,0.0831924,2.10579,3.38604,-1.643,-5.19249,1.03028,3.12507,0.0561647,-3.39388,-1.36991,-3.87653,-0.223871,4.30019,3.1459,-1.48783,-1.6034,4.68641,7.75505,0.326318,1.32365,1.01816,74.0941
-20447.9,0.997897,0.00105802,10,1023,0,20458.4,2.58211,7.24416,4.73172,-4.7478,-3.56159,-2.45103,-1.59811,4.02944,0.838108,-0.780387,-5.99293,-4.31648,5.34005,-0.829178,-10.4021,0.623093,2.41491,-2.31719,1.35473,5.04118,-0.625214,1.57984,3.85527,-1.87097,-5.71152,1.4318,2.84331,0.137038,-3.54725,-1.59454,-5.00782,-0.233418,4.47112,2.98588,-0.785916,-2.90921,2.74779,7.92894,2.19002,1.80301,1.28694,73.4324
-20449.6,0.914433,0.00105802,10,1023,0,20466.5,1.8268,5.52405,1.85345,0.0210594,-2.21043,-7.41202,-0.424563,1.35652,-0.757491,1.79025,-9.34515,-5.94486,3.71906,-6.4539,-10.1851,2.39719,5.57017,-3.11735,-0.857099,0.0376075,-2.6642,-0.577557,3.64591,-1.3238,-7.95383,3.18053,-1.20775,-2.61902,-2.19674,-3.2631,-5.17265,0.832058,2.65352,1.11106,2.07231,-3.79325,2.89576,8.41003,3.12452,1.76359,1.19101,73.4634
-20460.5,0.863362,0.00105802,10,1023,0,20475.8,-7.53776,2.53411,4.16903,-4.99091,-0.860218,-8.5274,-2.70647,-2.12625,4.47479,1.37852,-5.79425,-8.48593,-0.461767,-5.26659,-6.72371,4.28502,1.35326,-4.05156,-2.15008,-2.25648,-2.61909,2.67447,-1.09802,-0.0521325,-7.40251,3.84193,-3.58013,4.64307,-0.877839,-9.13986,-1.53489,0.953194,8.55274,3.67034,4.08657,-6.05406,1.58487,9.87157,4.98547,6.2717,14.5552,73.3474
-20451.2,0.997049,0.00105802,10,1023,0,20475.3,-7.96344,5.64712,1.40654,-3.00434,-2.34198,-6.15627,-2.27408,-4.47808,6.48847,1.72187,-3.87356,-6.84787,0.791914,-2.51074,-5.02055,3.99014,-3.0176,-5.87627,1.28234,-1.20528,-0.970982,0.76071,0.0702115,-0.471762,-7.17593,2.10269,-3.94936,-1.73616,-0.896203,-10.5467,-5.02849,-1.36205,6.24722,5.15957,4.27818,-4.64334,0.755299,7.76289,4.3927,1.1968,9.25438,73.8344
-20448,0.964812,0.00105802,10,1023,0,20476.7,-6.34435,2.51359,2.82477,-0.907108,-1.18601,-6.31662,2.03273,-6.69386,6.00749,1.50402,-5.49397,-5.56398,-1.71902,-1.86869,-5.48578,5.76499,-2.40182,-4.96993,0.728949,-2.46743,-3.28256,1.99414,-1.89803,-2.68534,-4.88097,1.62387,-4.40102,-2.14944,0.252305,-8.13751,-3.0152,-2.37372,5.68227,3.12651,5.64408,-1.57384,1.27819,5.24539,5.95069,3.09005,7.29342,73.73
