# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf3_model
# start_datetime = 2023-07-05 12:21:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf3.data.r
# init = 2 (Default)
# random
#   seed = 757730203 (Default)
# output
#   file = examples\cf\cf3_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mean
-1064.74,0.943688,0.00582471,9,511,0,1068.31,0.0318834,-1.25802,-1.16481,2.47081,-2.89786,2.02419,3.13514,-5.64883
-1066.17,0.929154,0.00582471,9,511,0,1068.86,1.93446,-0.989855,-1.26927,1.36935,-6.56334,-0.179682,-3.56008,-6.03368
-1065.04,0.99165,0.00582471,10,1023,0,1067.85,-1.09681,-5.15986,-1.20114,2.79364,3.80054,-2.35046,0.929786,-5.69941
-1067.39,0.988169,0.00582471,9,511,0,1069.1,6.79598,-0.665259,0.158287,3.40241,1.19128,-7.77599,7.35657,-5.88934
-1066.93,0.455543,0.00582471,8,511,0,1076.53,4.87573,0.496701,0.423286,2.89598,2.61556,-5.0138,3.38393,-6.08237
-1067.36,0.751117,0.00582471,9,1023,0,1072.65,-1.05057,-2.67253,-2.34979,9.39232,6.53475,1.20066,5.55164,-5.86472
-1066.27,0.976292,0.00582471,9,511,0,1069.85,0.518321,-3.20199,-2.07099,7.87393,5.33731,1.47353,4.25961,-5.84216
-1065.67,0.338467,0.00582471,9,511,0,1071.59,3.40061,0.256693,0.199999,1.1638,-1.30907,1.50784,-5.15623,-6.02443
-1067.46,0.96485,0.00582471,9,511,0,1069.48,3.05405,-0.745771,-0.63761,-0.733313,-5.96415,0.775172,0.267692,-6.1656
-1065.27,0.879887,0.00582471,8,511,0,1073.58,2.10807,-1.59346,0.89072,0.310037,-5.0097,0.792408,1.05394,-5.99876
-1065.78,0.981052,0.00582471,9,511,0,1067.55,-1.17224,4.05425,0.178595,4.87276,2.88639,-0.485526,-0.736816,-6.02055
-1065.06,0.949775,0.00582471,9,511,0,1068.68,-1.93757,1.65224,-1.70702,4.72496,-0.952982,-4.32486,1.47198,-5.67344
-1066.76,0.984001,0.00582471,9,511,0,1067.79,0.772612,4.66594,-7.28195,2.98993,6.01277,2.6101,-3.43335,-5.90696
-1066.27,0.649484,0.00582471,9,1023,0,1070.72,6.60546,-2.04696,6.24599,1.90154,0.359904,-5.05327,-2.24555,-5.70833
-1068.91,0.60394,0.00582471,8,309,1,1077.04,-0.882908,7.23412,-4.91926,-3.95754,10.006,-1.34815,-5.1873,-5.59569
-1067.61,0.0995556,0.00582471,8,511,0,1074.53,-0.300619,7.65249,-4.63143,-4.77767,7.87482,-2.72942,-4.04602,-5.71276
-1067.76,0.99514,0.00582471,10,1023,0,1069.91,-7.89618,1.21686,7.57303,1.987,2.00703,-7.54708,3.9472,-5.76094
-1066.36,0.286014,0.00582471,9,511,0,1071.94,7.77105,-1.88112,-3.03148,-1.98736,4.68105,-0.416201,4.64096,-5.90098
-1064.91,0.995406,0.00582471,9,511,0,1067.49,-0.909751,-2.03909,-2.18938,3.54524,-1.59425,-3.00178,-4.72999,-5.85118
-1065.32,0.997491,0.00582471,10,1023,0,1066.15,-1.31855,-0.624129,0.8807,-5.05164,2.59299,-3.04422,5.78101,-5.73866
-1065.54,0.993223,0.00582471,10,1023,0,1066.74,1.31126,-0.96561,-0.230322,7.26385,4.24599,0.32041,-4.19477,-5.7735
-1065.33,0.923374,0.00582471,10,1023,0,1067.67,5.52271,0.637678,0.616331,3.53944,3.75983,-3.24741,0.824325,-5.6822
-1068.44,0.809327,0.00582471,9,511,0,1070.33,1.14054,-0.87208,-1.79826,8.08244,-1.13246,-5.6241,3.01702,-6.14292
-1067.42,0.992362,0.00582471,9,511,0,1070.06,2.67133,-2.80026,-4.2561,2.95029,-3.43458,-5.27527,-3.56983,-5.48866
-1064.96,0.947979,0.00582471,9,511,0,1070.38,1.35896,2.52117,-5.68173,1.14489,1.48925,-2.58683,1.03736,-5.89386
-1065.66,0.997922,0.00582471,9,511,0,1066.16,2.63324,2.84813,-5.50538,-0.979391,3.76751,-4.77345,-0.814292,-5.90657
-1068.43,0.855347,0.00582471,9,511,0,1069.98,4.46054,5.89562,1.11309,1.27774,12.8141,-2.52856,-1.19173,-5.87298
-1068.77,0.163995,0.00582471,8,255,0,1070.54,4.45876,5.61446,1.2255,0.972717,12.7488,-2.42136,-1.31708,-5.9609
-1065.6,0.862958,0.00582471,9,511,0,1071.04,-4.58955,0.51928,-1.77398,0.638891,-1.26898,-3.83532,-7.18529,-5.83498
-1064.98,0.998798,0.00582471,9,1023,0,1069.78,-1.31802,3.00424,-2.46047,0.107275,2.12273,-3.2654,5.41123,-5.74392
-1066.03,0.998822,0.00582471,9,1023,0,1066.89,0.236862,8.69361,-1.28725,1.99768,1.37992,-5.05905,1.63392,-5.85951
-1066.92,0.708455,0.00582471,9,511,0,1070.49,-6.00388,-3.9634,1.13173,-2.07007,8.32903,-2.68347,-4.9423,-5.83994
-1067.98,0.418233,0.00582471,9,511,0,1071.17,-4.36548,-1.98709,-2.10795,-1.69222,8.55452,-1.1019,-8.41069,-5.59523
-1064.47,0.913425,0.00582471,9,511,0,1069.4,-1.20501,1.89697,4.7022,-0.28637,0.924627,-0.0999725,-1.99014,-5.71502
-1064.29,0.996869,0.00582471,9,1023,0,1066.18,-0.957138,3.91082,0.0878781,-0.121347,1.36948,0.747312,-3.08694,-5.81737
-1066.25,0.972191,0.00582471,10,1023,0,1067.05,3.36418,-4.15114,1.23027,3.01954,-0.597226,-7.29107,0.289913,-5.60597
-1065.49,0.998463,0.00582471,10,1023,0,1068.41,-1.80077,6.97441,0.984731,2.90864,3.58065,1.39205,-0.971126,-5.68177
-1065.64,0.925283,0.00582471,9,511,0,1067.58,-1.5911,3.57654,3.31943,3.4614,2.81838,-4.2638,0.604835,-5.6129
-1066.46,0.831204,0.00582471,9,511,0,1069.84,0.401875,-0.368308,-0.184189,10.7577,3.59716,-1.35947,1.15452,-5.86516
-1067.65,0.919684,0.00582471,9,511,0,1070.98,1.84511,-5.82907,-1.28324,3.76,-3.17138,-6.03824,-9.44991,-5.88057
-1067.4,0.769338,0.00582471,9,511,0,1070.96,3.96181,-0.500573,1.44176,4.70623,-0.16906,-4.1405,-11.2853,-5.7832
-1066.18,0.610138,0.00582471,9,511,0,1072.84,-6.25771,2.22005,-1.01191,-6.40056,5.20486,0.186224,0.753057,-5.69329
-1067.39,0.893173,0.00582471,9,535,1,1071.11,6.37892,-5.71505,1.97973,-3.08348,-5.26786,-6.10117,4.7284,-5.69179
-1066.82,0.925287,0.00582471,9,511,0,1070.34,7.00841,-3.93136,2.45946,-2.18721,5.7174,4.87765,-0.593768,-5.63824
-1065.1,0.591238,0.00582471,9,511,0,1068.97,2.84519,-4.63039,-2.80821,0.131163,-3.55941,-2.93186,-2.62292,-5.72987
-1064.36,0.993871,0.00582471,9,511,0,1065.88,3.20363,-0.38253,-3.22189,0.315303,-1.07204,2.12079,-1.20724,-5.72216
-1064.51,0.952281,0.00582471,9,511,0,1066.12,3.18655,-0.762046,-3.06235,-0.129901,-1.96882,1.05183,-1.57918,-5.68055
-1064.77,0.96726,0.00582471,8,511,0,1067.18,0.226432,-1.90812,0.963681,2.15312,-3.33004,0.621269,-5.41962,-5.84561
-1065.34,0.928489,0.00582471,9,1023,0,1067.86,-2.49601,2.13465,-2.3093,-1.97839,0.245129,1.0594,-5.46514,-5.96485
-1067.2,0.929578,0.00582471,9,511,0,1069.17,-7.4905,3.30233,-2.36685,-4.11771,4.25108,2.91247,-2.9593,-5.56824
-1065.01,0.571701,0.00582471,9,511,0,1070.03,-3.28658,0.0702742,-1.47599,-0.457946,2.69449,-0.533075,-4.64824,-5.63965
-1065.24,0.989555,0.00582471,9,511,0,1066.82,-4.61496,0.95327,-0.257538,-3.55677,1.95148,-3.30254,4.23176,-5.69636
-1070.66,0.537493,0.00582471,8,499,0,1074.02,-3.34692,1.68635,-0.975761,-1.2408,3.79258,-2.75749,9.56664,-5.32468
-1065.77,0.998717,0.00582471,9,511,0,1071.27,-3.68106,0.721053,-0.449303,-1.77031,3.82132,-3.04849,7.75513,-5.75297
-1066.33,0.984189,0.00582471,9,511,0,1068.83,-4.96783,1.03457,-0.682019,-2.62842,8.3196,-0.852462,4.72375,-5.71533
-1066.59,0.941019,0.00582471,10,1023,0,1070.02,3.10022,-2.47356,-0.0320363,1.60656,-8.60341,-0.884909,-5.81503,-5.92183
-1066.29,0.962314,0.00582471,10,1023,0,1069.61,8.48734,-0.938136,-0.271761,3.14688,-3.59681,-1.74483,-3.38689,-5.92854
-1070.34,0.591729,0.00582471,9,511,0,1071.15,0.65218,-4.00388,1.97368,-7.45258,5.91225,2.22424,-1.15812,-5.32814
-1067.17,0.676906,0.00582471,9,511,0,1072.75,1.43037,-3.85193,1.26217,-7.01863,6.03292,1.77832,-2.39591,-6.03587
-1065.5,0.971793,0.00582471,9,511,0,1068.97,3.9389,-1.94128,0.286066,0.708715,-2.2581,-2.96022,-4.8518,-5.61108
-1066.07,0.922834,0.00582471,9,511,0,1069.21,-3.63614,1.70758,-4.42491,3.79422,2.3167,4.69038,6.35826,-5.77367
-1066.64,0.982541,0.00582471,10,1023,0,1071.2,0.898187,-2.0374,2.95486,-5.87791,-2.22016,-8.20752,-4.86339,-5.83976
-1066.29,0.167813,0.00582471,9,511,0,1072.74,-2.55638,7.7786,-1.78218,-2.02344,6.69958,1.91603,-2.36684,-5.80918
-1066.37,0.58286,0.00582471,10,1023,0,1070.88,2.69943,6.10468,3.73196,1.0254,4.7058,-5.28714,-1.06681,-5.64112
-1067.35,0.975722,0.00582471,9,511,0,1068.98,3.19035,6.25418,2.92243,2.54607,5.8965,-4.57293,-6.36678,-5.9373
-1069.86,0.865639,0.00582471,9,511,0,1072.01,5.52723,1.1807,8.19762,2.89174,3.13434,-8.69077,-8.5804,-5.58888
-1065.91,0.962087,0.00582471,9,511,0,1071.33,-1.87468,3.52573,3.20136,5.66876,3.65036,-3.31181,-5.24598,-5.79715
-1067.37,0.736901,0.00582471,10,1023,0,1071.05,-1.24232,1.75456,5.19248,-1.54156,7.52493,-0.587695,8.68698,-5.91962
-1067.11,0.960549,0.00582471,10,1023,0,1071.72,-3.11372,-4.71131,-5.47519,0.811241,-2.02554,3.70459,-8.37612,-5.65192
-1066.4,0.993665,0.00582471,9,511,0,1068.15,-0.824109,-4.34358,-7.82826,0.0261178,-2.25479,1.14049,-6.52623,-5.72267
-1065.76,0.832477,0.00582471,9,1023,0,1068.84,1.29277,-3.22828,-7.59441,-0.457463,-0.627448,-0.694333,-5.55399,-5.81758
-1065.44,0.85677,0.00582471,9,511,0,1067.82,-1.1033,-4.40483,-1.28649,1.29214,-3.45034,0.665269,-6.61112,-5.709
-1064.91,0.999226,0.00582471,9,511,0,1066.82,-0.731107,-4.61727,-2.64519,2.88634,-3.27959,0.952892,1.68487,-5.69944
-1065.15,0.93417,0.00582471,8,257,0,1075.5,3.76476,-4.5664,-1.58617,0.78869,4.28236,2.19696,3.2424,-5.7918
-1066.58,0.986313,0.00582471,9,511,0,1069.41,2.46002,-6.85287,0.0869704,-0.896283,8.61815,0.86332,3.66933,-5.82658
-1068.46,0.879988,0.00582471,8,320,1,1074.38,1.38114,-7.6167,-0.429187,4.6906,0.264546,-8.31248,9.0125,-5.71941
-1069.37,0.57926,0.00582471,9,511,0,1071.37,2.60757,-6.86752,-2.46473,4.7546,-2.28539,-6.08632,10.1597,-5.55704
-1065.07,0.647785,0.00582471,9,511,0,1072.05,2.03273,-0.394358,-5.43926,3.0654,3.85352,2.58738,1.70082,-5.8038
-1064.56,0.778757,0.00582471,9,511,0,1067.1,-0.483533,-0.204138,1.26982,0.768989,1.48453,-3.71793,-1.1964,-5.64057
-1067.26,0.915826,0.00582471,8,365,0,1070.41,2.96994,1.8089,-5.38088,0.80443,7.08546,-1.69811,4.95603,-6.03211
-1068.12,0.995819,0.00582471,9,1023,0,1069.85,-1.3033,-2.34946,1.42384,4.17032,-5.20245,0.68532,-11.4151,-5.98053
-1067.11,0.849563,0.00582471,8,339,1,1075.71,1.09754,-2.0347,5.05486,-0.61933,4.62124,2.20005,-10.6066,-5.80343
-1068.4,0.836016,0.00582471,10,1023,0,1071.69,-3.09352,-0.515748,-6.22975,2.69077,-4.02948,0.603414,11.9466,-5.65219
-1068.21,0.805871,0.00582471,10,1023,0,1073.09,-0.673967,-4.1611,-3.754,6.3182,-3.76649,-0.894471,11.7366,-5.80842
-1066.99,0.971476,0.00582471,8,255,0,1068.69,-0.82445,-5.36743,-3.83813,5.63053,-4.26333,-0.737277,8.28064,-5.76166
-1065.1,0.875895,0.00582471,9,511,0,1069.75,1.72081,-6.31801,1.148,3.37991,-1.83293,-1.25052,-1.00196,-5.70176
-1065.69,0.94991,0.00582471,9,511,0,1067.18,2.85001,-6.75179,3.59348,2.97151,-2.46569,-0.760678,0.769283,-5.91973
-1066.34,0.880094,0.00582471,7,230,1,1071.21,2.01198,-9.00387,2.7176,3.05075,-1.48921,-1.77791,1.53491,-5.64235
-1066.51,0.773949,0.00582471,9,511,0,1068.96,0.309406,-7.90591,7.95062,-0.121958,0.0541635,-2.64621,-2.18393,-5.74304
-1067.46,0.716794,0.00582471,10,1023,0,1070.1,-2.77588,4.8196,-0.505801,-8.80977,2.12415,4.28311,-6.10215,-5.92679
-1065.28,0.991746,0.00582471,9,511,0,1069.36,6.31741,-2.17818,-3.54885,-2.09664,2.92055,-0.0361441,0.722217,-5.70311
-1068.47,0.778223,0.00582471,9,511,0,1071.61,3.40109,-0.68222,7.49949,0.866388,-3.68713,4.89005,8.31213,-5.54093
-1068.6,0.75355,0.00582471,9,511,0,1074.78,-0.452856,1.76106,-1.18744,9.07661,5.86458,2.04169,-6.46722,-6.06899
-1064.57,0.999843,0.00582471,9,511,0,1069.34,1.08369,-4.81053,2.79439,-0.351116,-3.24753,-0.269935,-0.467019,-5.78465
-1068.87,0.886959,0.00582471,9,1023,0,1071.77,8.59774,-4.19618,-2.38322,2.59857,-3.90107,-6.95959,9.38081,-5.73994
-1067.19,0.438158,0.00582471,9,511,0,1071.87,3.95701,-6.20155,-3.47408,-1.62084,-0.852138,-6.41841,7.71109,-5.72818
-1068.22,0.451629,0.00582471,9,511,0,1072.16,-0.149586,-4.17473,-2.43888,4.48266,1.18412,-3.40302,8.84782,-5.48996
-1066.97,0.797543,0.00582471,9,511,0,1072.29,-1.69347,-4.60104,-4.18767,7.20525,-3.75001,-3.40397,3.65028,-5.96625
-1065.01,0.94723,0.00582471,9,511,0,1069.4,-1.24261,1.61276,3.38248,0.119703,4.79071,-1.65825,3.84785,-5.6955
-1067.03,0.945646,0.00582471,9,511,0,1068.56,-0.574292,-4.92724,6.56924,4.39575,6.2895,-5.98579,0.211195,-5.73002
-1068.09,0.352166,0.00582471,10,1023,0,1071.96,-1.08211,3.29167,-3.28403,-7.68039,-6.48822,4.60282,2.67099,-5.53239
-1064.23,0.999407,0.00582471,9,511,0,1068.45,3.51851,-0.188966,-2.7242,1.21242,-0.295974,-0.645105,-2.01671,-5.79353
-1064.84,0.988243,0.00582471,9,1023,0,1066.7,0.452187,-6.67454,-2.35736,0.680574,-1.8014,-0.172552,-1.49407,-5.80573
-1066.47,0.999524,0.00582471,10,1023,0,1068.19,-6.25148,-2.52699,-4.80887,2.30225,-0.86228,5.04708,-6.15669,-5.78246
-1066.17,0.993809,0.00582471,10,1023,0,1068.99,8.5789,1.39901,2.16468,-2.29465,5.63128,-2.29048,0.0965409,-5.76698
-1065.07,0.987813,0.00582471,9,511,0,1068.09,-1.72001,-4.5194,2.3281,1.7671,4.49513,-3.88991,-0.21613,-5.81438
-1067.05,0.959378,0.00582471,8,499,0,1070.58,-4.18553,-5.31131,0.382571,-0.39635,2.47117,-9.61885,-4.1699,-5.86071
-1067.48,0.881138,0.00582471,6,105,1,1073.55,-4.11788,-5.18881,-0.158169,1.34212,2.09889,-10.849,-4.22844,-5.84466
-1066.59,0.765013,0.00582471,9,511,0,1069.93,-7.26737,-1.20429,3.88052,0.729236,3.73599,-5.89663,4.59225,-5.85571
-1068.16,0.656515,0.00582471,10,1023,0,1070.86,7.97099,0.71113,-4.96916,0.988539,-0.471177,7.58532,-2.71263,-5.53047
-1066.92,0.484768,0.00582471,9,511,0,1069.4,7.71951,0.60055,-5.12749,0.882288,-0.35957,7.76162,-3.1682,-5.84702
-1066.79,0.482685,0.00582471,10,1023,0,1072.56,-9.71847,1.85097,1.57465,4.09938,-5.53071,-0.63271,2.20858,-5.82562
-1065.37,0.241216,0.00582471,9,511,0,1073.76,0.287415,-7.2637,-4.46668,1.32273,-1.1366,-2.58586,-0.718261,-5.7751
-1066.57,0.667705,0.00582471,10,1023,0,1070.78,1.42263,4.84998,3.50869,-3.14103,0.43069,3.13038,-2.73906,-5.51201
-1066.92,0.990928,0.00582471,9,511,0,1069.5,-1.48901,3.49162,2.86627,-0.532007,1.23911,7.2384,-7.88956,-5.64432
-1066.63,0.831079,0.00582471,10,1023,0,1071.78,5.13829,-1.82325,-6.82825,-0.0609182,0.106939,-6.56973,3.75178,-5.90322
-1067.22,0.980657,0.00582471,10,1023,0,1069.62,-4.18463,-3.00923,2.56784,-5.064,0.288578,-9.28289,-2.5457,-5.63557
-1065.02,0.904991,0.00582471,9,511,0,1068.71,0.772728,-3.31925,-2.0055,2.07755,-1.10108,-4.84148,-4.42918,-5.8297
-1064.83,0.632817,0.00582471,8,511,0,1069.89,2.54225,0.190103,-3.22375,0.643906,1.5183,-1.39783,-2.24827,-5.96309
-1064.63,0.975413,0.00582471,9,511,0,1066.79,3.54411,-0.292263,-5.07559,0.529219,0.336302,-0.600049,-1.92567,-5.84937
-1065.03,0.938035,0.00582471,9,511,0,1066.78,2.59407,1.55801,1.66511,3.94336,3.22228,-5.13527,0.191872,-5.74768
-1066.48,0.810745,0.00582471,9,511,0,1068.73,2.54067,-4.95366,-1.07054,2.00319,-0.968369,-9.34794,-0.232481,-5.91032
-1066.25,0.876534,0.00582471,10,1023,0,1071.25,5.22753,1.27662,-4.07571,2.41435,-0.936839,7.42083,4.29401,-5.82471
-1066.23,0.99723,0.00582471,10,1023,0,1068.33,-1.15708,-4.15383,-1.72712,-6.43124,2.74998,-6.7175,-3.21959,-5.7787
-1066.4,0.43897,0.00582471,9,1023,0,1069.64,4.86483,-2.0184,4.17005,0.157174,-0.793072,1.71635,4.47753,-6.0474
-1068.08,0.990501,0.00582471,9,1023,0,1070.58,-2.93121,-0.43185,6.94242,0.0396642,2.80931,0.521416,-9.06411,-6.05808
-1065.06,0.984127,0.00582471,9,511,0,1070.01,-1.66057,4.53954,3.13072,3.66751,2.53146,-3.2106,-1.56247,-5.74623
-1065.02,0.940179,0.00582471,10,1023,0,1066.33,-1.3172,5.37153,3.94375,1.81507,3.02665,-2.22885,0.83328,-5.82988
-1065.92,0.706706,0.00582471,9,511,0,1069.98,8.13254,0.085274,-1.55887,-0.219923,-1.91625,3.79317,0.594125,-5.63819
-1065.56,0.590569,0.00582471,9,511,0,1071.32,5.74892,-1.7196,-2.25982,-1.95025,-0.802036,3.46998,2.6383,-5.62338
-1066.67,0.772998,0.00582471,9,511,0,1069.85,0.616805,-0.656915,1.87684,1.65744,0.568374,-5.02716,-5.92283,-6.07457
-1068.06,0.926324,0.00582471,2,7,0,1068.38,0.601852,-0.63326,1.90364,1.65497,0.458398,-5.00398,-5.87867,-5.40314
-1064.8,0.990061,0.00582471,9,511,0,1069.66,2.60755,-2.41078,-2.08791,1.48247,0.24467,4.28916,2.43511,-5.89698
-1064.88,0.985652,0.00582471,10,1023,0,1065.57,-2.92088,2.32605,1.28817,-0.208682,-0.681415,-4.1852,-1.4286,-5.63966
-1065.03,0.818491,0.00582471,8,447,0,1070.02,-4.0244,2.42976,1.50316,2.068,3.41864,0.671323,-1.56782,-5.9426
-1066.72,0.807152,0.00582471,6,71,0,1069.08,-3.922,2.70289,1.67036,2.77359,3.94603,0.654543,-2.09444,-5.47947
-1064.75,0.921383,0.00582471,9,511,0,1071.16,-4.98756,1.94067,1.57886,2.25707,3.14479,0.681979,-1.86305,-5.83399
-1065.08,0.946135,0.00582471,10,1023,0,1065.98,3.68436,-1.21127,-0.150991,-4.22335,-4.19639,0.732995,0.981776,-5.91921
-1065.01,0.948376,0.00582471,10,1023,0,1067.25,0.783398,-2.85683,-0.837009,4.73459,-0.58716,3.47656,2.32767,-5.91455
-1064.66,0.966234,0.00582471,10,1023,0,1067.13,-2.33574,0.886508,-0.63364,-5.02927,2.09813,-2.57979,-1.4437,-5.74034
-1067.86,0.68741,0.00582471,8,255,0,1070.11,-2.94812,0.962771,-2.11129,-7.4235,2.089,-7.69277,-2.29155,-5.52701
-1067.29,0.999662,0.00582471,10,1023,0,1068.93,-1.30107,2.64706,-0.271992,-8.9028,0.556259,-5.18621,-2.12706,-6.03445
-1067.5,0.855273,0.00582471,9,511,0,1071.63,1.91214,-1.39136,0.737093,0.380635,9.14345,-1.0604,6.52159,-5.55402
-1067.82,0.863296,0.00582471,9,1023,0,1072.25,-0.510837,-1.42137,-8.8899,1.62596,-2.27354,-0.71,6.5926,-5.52178
-1065.35,0.867398,0.00582471,8,255,0,1068.99,0.257608,-1.50974,-5.00915,2.71661,-2.75903,-1.10257,5.26799,-5.68679
-1068.32,0.866705,0.00582471,9,511,0,1069.89,1.72175,-3.66859,-8.37867,1.46747,-1.50393,-3.94712,6.60161,-6.07407
-1068.27,0.858135,0.00582471,9,511,0,1070.65,0.430677,-4.07297,-6.85418,2.33304,-1.6967,-2.09882,8.66946,-5.5147
-1068.28,0.73719,0.00582471,9,511,0,1074.11,2.05885,-4.01492,0.360493,2.51425,-12.375,0.285949,5.25227,-5.64611
-1067.47,0.717693,0.00582471,10,1023,0,1071.88,-5.16491,0.563195,-4.57654,-7.49162,6.91506,-4.9503,-2.99018,-5.84498
-1065.36,0.671265,0.00582471,9,511,0,1070.09,-1.6741,5.85256,-4.94003,-1.51636,1.32885,-3.25492,0.764367,-5.86779
-1064.69,0.96608,0.00582471,9,511,0,1066.46,-0.226378,-0.826605,-2.87305,0.0552309,1.40433,-5.03052,1.13893,-5.89714
-1066.53,0.993301,0.00582471,9,511,0,1067.75,5.90733,0.159793,-6.21365,1.18811,-3.83326,-1.66552,-5.85731,-5.91152
-1067.58,0.953055,0.00582471,9,1023,0,1070.3,4.45561,-2.3734,4.02281,-4.55678,6.15474,2.29945,8.86658,-5.88694
-1069.07,0.977009,0.00582471,9,511,0,1072.71,3.11587,5.23871,4.71405,-7.51012,3.76991,6.16355,-9.90354,-5.74751
-1070.47,0.646191,0.00582471,7,131,1,1074.37,2.86768,5.10773,6.10341,-7.07582,4.45046,7.14799,-9.30607,-6.03354
-1069.17,0.308319,0.00582471,9,511,0,1074.68,2.53449,4.7176,5.72999,-7.04963,4.47164,6.90905,-8.07855,-5.6214
-1067.68,0.319277,0.00582471,6,95,0,1074.74,0.75341,3.51191,4.22494,-4.85959,2.95747,7.17079,-9.06827,-5.74643
-1065.03,0.999934,0.00582471,9,511,0,1069.52,-0.444067,-0.681827,2.30024,-4.66015,0.480171,5.77842,1.88801,-5.75403
-1067.5,0.862129,0.00582471,9,511,0,1069.87,-5.63322,-4.19909,9.99431,-3.10307,-0.0761598,-3.32334,1.44615,-5.65943
-1068.58,0.612229,0.00582471,9,511,0,1071.49,-7.86851,-5.76529,7.21351,-7.7671,0.488726,-1.50603,5.64957,-5.75029
-1068.32,0.189624,0.00582471,4,21,1,1075.52,-7.59137,-5.5728,6.79957,-7.82246,0.300771,-1.27657,5.41782,-5.85035
-1067.85,0.659206,0.00582471,5,55,0,1070.6,-7.11087,-5.24039,6.15586,-7.83433,0.0535842,-1.13117,5.25943,-5.76451
-1068.32,0.176552,0.00582471,8,255,0,1070.3,-8.13083,-5.1436,7.38285,-7.0315,0.0361107,-1.10416,4.21713,-5.91354
-1068.03,0.944286,0.00582471,9,545,1,1070.12,5.8176,7.52023,7.76254,-4.45812,-2.94088,3.34985,-5.07039,-5.77853
-1065.38,0.986559,0.00582471,9,1023,0,1069.69,-2.09136,5.47572,0.404555,-5.58392,-3.55647,-2.00012,0.832205,-5.76513
-1065.82,0.847901,0.00582471,9,1023,0,1067.6,2.37288,3.49399,1.17983,-1.64105,-6.40635,1.38857,-3.07335,-5.61435
-1065.75,0.976595,0.00582471,9,511,0,1067.5,1.75455,2.63453,1.46427,-2.1452,-0.740644,6.06633,-2.97711,-5.98883
-1065.49,0.940743,0.00582471,9,511,0,1071.18,-2.21572,-0.521043,-6.97854,0.73199,-3.59492,-0.766615,-4.58189,-5.7797
-1064.43,0.987784,0.00582471,9,1023,0,1067.04,-1.72219,-1.87308,-2.61807,4.17132,-2.13712,-0.862913,0.0562765,-5.79456
-1064.76,0.975358,0.00582471,9,1023,0,1066.66,0.453947,4.1357,-0.566224,-2.74586,4.54901,-1.95993,-0.360761,-5.84436
-1067.16,0.947491,0.00582471,8,429,0,1071.06,8.47173,2.35885,5.24141,-3.54573,7.26089,-0.891249,-0.686432,-5.75878
-1068.33,0.186284,0.00582471,9,511,0,1074.8,11.6319,-0.909265,-1.11925,-3.37241,6.56117,0.563827,-2.86412,-5.9667
-1064.94,0.993528,0.00582471,9,511,0,1068.81,1.38974,-6.19193,-0.256433,1.95632,-0.257847,-2.80078,2.64169,-5.74298
-1067.54,0.981101,0.00582471,9,511,0,1069.54,-3.63623,1.55599,-3.92553,1.65743,-8.10867,-1.8769,-8.73589,-5.68098
-1065.05,0.93696,0.00582471,9,511,0,1068.66,-4.27019,1.3939,-5.32284,0.21267,-2.76113,-1.5283,-2.92683,-5.7912
-1067.3,0.983604,0.00582471,9,511,0,1068.26,-5.4196,-5.23328,-8.15318,3.29974,-5.73623,0.914206,-2.09031,-5.87548
-1066.59,0.902125,0.00582471,6,127,0,1070.21,-4.97735,-4.32541,-7.89504,2.49107,-5.22599,1.1794,-1.52145,-5.82302
-1065.38,0.923288,0.00582471,9,590,1,1069.94,0.401031,-0.156547,7.20596,-0.91272,-0.407145,-5.35906,-1.33729,-5.79518
-1065.82,0.992233,0.00582471,9,511,0,1066.54,-2.052,0.699217,6.67099,-1.67651,-0.509939,-6.342,3.59579,-5.78896
-1066.81,0.48942,0.00582471,9,511,0,1072.78,-0.230902,4.67472,7.94837,-0.960816,3.29267,-0.873016,5.94817,-5.6427
-1065.49,0.843945,0.00582471,9,511,0,1068.31,-0.206955,3.45962,6.71125,-1.76895,2.04011,1.43219,3.95969,-5.70632
-1067.28,0.991189,0.00582471,9,511,0,1067.74,3.80581,3.0597,10.247,-2.52358,1.56846,2.47739,4.41482,-5.91411
