# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = normal_mixture_model
# start_datetime = 2023-01-12 11:25:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\normal_mixture\normal_mixture.data.R
# init = 2 (Default)
# random
#   seed = 2900640468 (Default)
# output
#   file = examples\normal_mixture\normal_mixtureMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,mu.1,mu.2
-83.4395,0.940619,0.8402,2,3,0,83.7465,0.270672,-9.84687,9.91138
-83.0576,1,0.8402,3,7,0,83.6135,0.267191,-9.56051,9.46239
-84.5747,0.832062,0.8402,2,3,0,85.3108,0.41347,-9.64105,9.43456
-82.6369,0.972835,0.8402,2,3,0,84.8755,0.327461,-9.69075,9.5617
-85.2446,0.73342,0.8402,2,3,0,85.9244,0.43046,-10.1192,9.65889
-84.6485,1,0.8402,1,1,0,85.4987,0.404812,-10.1036,9.59231
-84.1899,0.938694,0.8402,3,7,0,86.6556,0.172607,-9.50934,9.66829
-83.6936,0.897446,0.8402,2,7,0,86.508,0.343662,-9.89883,9.89074
-82.8091,1,0.8402,2,3,0,83.7652,0.332283,-9.88675,9.72501
-83.6698,0.905832,0.8402,2,3,0,83.9244,0.217905,-9.44187,9.49358
-83.1596,1,0.8402,2,3,0,83.8846,0.257456,-9.3759,9.57334
-86.5285,0.691677,0.8402,2,3,0,87.6905,0.178778,-9.10462,9.86074
-84.5576,0.888183,0.8402,2,3,0,88.9728,0.170333,-9.87569,9.80757
-84.4751,0.723935,0.8402,2,3,0,88.8302,0.267071,-10.1868,9.44141
-84.0202,1,0.8402,2,3,0,85.1381,0.34298,-10.1136,9.50223
-83.8791,0.795747,0.8402,3,7,0,86.6209,0.364445,-9.99977,9.82892
-82.8723,1,0.8402,2,3,0,83.9414,0.292757,-9.90972,9.79513
-84.2666,0.808378,0.8402,2,3,0,84.9929,0.313355,-10.2356,9.55537
-83.9834,0.967587,0.8402,3,7,0,85.7978,0.197868,-9.91107,9.83422
-84.712,0.587946,0.8402,3,7,0,90.4502,0.398342,-9.76871,9.37527
-82.6448,1,0.8402,2,3,0,84.7368,0.308787,-9.7995,9.54017
-82.7725,0.846036,0.8402,1,3,0,84.223,0.271676,-9.54922,9.79556
-83.3026,0.899679,0.8402,2,7,0,84.0472,0.209245,-9.80917,9.7792
-83.9417,0.882802,0.8402,3,7,0,85.1827,0.325172,-9.45289,9.38852
-82.8169,0.825166,0.8402,2,3,0,86.3205,0.221347,-9.72545,9.68631
-82.7962,0.959342,0.8402,3,7,0,83.4063,0.258502,-9.95114,9.62283
-83.1448,0.966746,0.8402,2,3,0,83.4462,0.241705,-9.47529,9.79814
-84.8486,0.833631,0.8402,2,3,0,85.6139,0.197576,-9.87327,9.9646
-84.6723,0.919189,0.8402,2,3,0,87.1177,0.286376,-10.3268,9.67713
-86.1267,0.9179,0.8402,3,7,0,87.7448,0.224039,-10.0778,9.24805
-82.7008,0.842605,0.8402,2,3,0,89.0122,0.240663,-9.73485,9.75566
-83.5366,0.710024,0.8402,1,3,0,85.9581,0.372967,-9.5149,9.51934
-88.8585,0.509018,0.8402,2,3,0,90.0828,0.172014,-9.43613,9.11336
-83.5912,0.996135,0.8402,2,3,0,89.4795,0.24469,-9.29462,9.584
-83.8277,0.957226,0.8402,1,1,0,84.0236,0.25493,-9.25265,9.54687
-83.7491,0.940035,0.8402,2,3,0,85.3215,0.325627,-9.33444,9.83193
-84.5763,0.925788,0.8402,3,7,0,85.6844,0.210299,-9.90763,9.36017
-85.7199,0.913069,0.8402,2,7,0,87.4983,0.140804,-9.93707,9.74447
-85.5207,1,0.8402,1,1,0,86.1044,0.148147,-9.99432,9.73313
-83.9406,0.920186,0.8402,2,3,0,87.8986,0.292094,-9.3548,9.41509
-86.9605,0.790127,0.8402,3,7,0,87.1983,0.353414,-9.25139,9.2124
-88.4497,0.928823,0.8402,2,3,0,88.9834,0.351153,-9.31156,9.09235
-84.9758,0.970896,0.8402,2,3,0,89.6523,0.273569,-9.88743,10.0603
-83.0213,1,0.8402,2,3,0,85.3795,0.221816,-9.89313,9.68189
-83.171,0.925118,0.8402,2,3,0,84.241,0.293123,-9.92319,9.84871
-82.668,0.936737,0.8402,2,3,0,84.1479,0.320825,-9.55236,9.58279
-83.1124,0.898109,0.8402,2,3,0,83.8542,0.236403,-9.70322,9.84318
-82.6646,0.995261,0.8402,2,7,0,83.2369,0.341448,-9.73504,9.6114
-83.1139,0.790617,0.8402,2,3,0,84.7084,0.249655,-9.83791,9.84684
-83.265,0.736474,0.8402,1,3,0,86.3309,0.264829,-9.67561,9.41472
-82.8096,1,0.8402,2,3,0,83.5712,0.301526,-9.85858,9.51396
-84.152,0.835687,0.8402,2,3,0,84.8007,0.225853,-9.57993,9.95551
-85.2404,0.762299,0.8402,2,7,0,87.7367,0.235803,-10.2671,9.87739
-86.1158,0.945602,0.8402,2,3,0,87.078,0.24746,-10.4768,9.70274
-84.4658,0.912214,0.8402,2,7,0,89.0592,0.222727,-9.82966,9.98335
-85.0013,0.803019,0.8402,3,7,0,87.8842,0.344403,-9.27165,9.37147
-83.9178,0.992903,0.8402,3,7,0,86.1167,0.360082,-9.8003,9.91757
-82.8404,1,0.8402,2,3,0,84.0599,0.282799,-9.49831,9.52562
-83.9037,0.816688,0.8402,2,3,0,85.1322,0.339199,-9.91444,9.92013
-83.5529,0.999345,0.8402,2,7,0,84.1066,0.260697,-9.45025,9.43026
-84.7911,0.832,0.8402,2,3,0,86.0262,0.240511,-9.09192,9.64512
-84.6574,0.991997,0.8402,2,7,0,85.5652,0.302908,-9.08578,9.62172
-83.3951,0.936904,0.8402,2,3,0,85.7861,0.356988,-9.457,9.53525
-82.8459,0.930705,0.8402,3,7,0,84.4242,0.323782,-9.91828,9.5775
-82.38,0.832792,0.8402,2,3,0,84.5465,0.300939,-9.63231,9.66137
-84.375,0.664688,0.8402,2,3,0,85.9703,0.219471,-9.634,9.97579
-85.0472,0.972448,0.8402,2,7,0,85.6339,0.382706,-9.61371,9.31133
-84.6321,0.876804,0.8402,3,7,0,87.8146,0.191176,-9.44999,9.89323
-85.06,0.87016,0.8402,3,7,0,87.7906,0.174633,-10.1317,9.71882
-85.6008,0.961364,0.8402,3,7,0,87.7384,0.463923,-9.53822,9.51218
-83.0093,1,0.8402,3,7,0,85.4494,0.356372,-9.58822,9.75143
-84.2468,0.869296,0.8402,2,3,0,84.8673,0.213592,-9.4011,9.88451
-83.366,0.865512,0.8402,2,3,0,86.6317,0.26673,-10.1105,9.64836
-83.1642,0.95944,0.8402,3,7,0,84.6484,0.310938,-9.35488,9.60053
-85.7214,0.46198,0.8402,2,3,0,89.6234,0.395409,-10.1833,9.41251
-86.6998,0.911011,0.8402,3,7,0,89.4071,0.16239,-9.07488,9.63394
-86.7576,0.981265,0.8402,2,7,0,87.2356,0.430189,-10.3339,9.76414
-82.9777,1,0.8402,2,3,0,86.763,0.331653,-9.45202,9.58986
-83.1986,0.960943,0.8402,2,3,0,83.8168,0.351951,-9.9058,9.5408
-83.2982,0.994986,0.8402,3,7,0,83.8633,0.212842,-9.49301,9.73512
-86.1374,0.506467,0.8402,2,3,0,89.1576,0.224251,-10.2132,10.0057
-85.671,1,0.8402,3,7,0,86.568,0.228533,-10.2312,9.95194
-87.1049,0.929407,0.8402,2,3,0,87.3242,0.37067,-9.19053,9.24717
-83.3914,0.94982,0.8402,2,3,0,87.918,0.283978,-9.51606,9.41907
-84.1849,0.901919,0.8402,2,3,0,85.0201,0.295375,-9.90964,9.3323
-83.9315,0.955297,0.8402,2,3,0,85.7249,0.403019,-9.94403,9.65854
-82.927,0.91583,0.8402,2,3,0,85.4855,0.215101,-9.74101,9.68696
-83.2489,0.942677,0.8402,3,7,0,83.9835,0.263932,-9.4425,9.83427
-82.3735,0.950668,0.8402,1,3,0,83.8115,0.280292,-9.65384,9.61369
-82.3735,0.670581,0.8402,2,3,0,85.6999,0.280292,-9.65384,9.61369
-83.1061,0.779402,0.8402,2,3,0,84.4591,0.228718,-9.57026,9.80113
-85.1144,0.829061,0.8402,2,3,0,85.6539,0.183313,-9.73169,9.34427
-83.6918,1,0.8402,3,7,0,85.972,0.369575,-10.0182,9.57305
-83.4607,0.978798,0.8402,3,7,0,84.6128,0.193746,-9.56979,9.66317
-83.523,0.878056,0.8402,3,7,0,85.2107,0.394897,-9.83187,9.67066
-84.1011,0.950107,0.8402,3,7,0,85.1433,0.1958,-9.55963,9.44596
-84.6524,0.940289,0.8402,3,7,0,85.5467,0.191785,-9.25522,9.60092
-86.8309,0.860269,0.8402,2,3,0,87.9884,0.143304,-9.44425,9.36607
-86.9002,0.948678,0.8402,3,7,0,88.1776,0.164898,-9.16065,9.41236
-85.3891,1,0.8402,2,3,0,88.0654,0.228192,-9.43343,9.2703
-82.64,1,0.8402,2,3,0,85.2084,0.239309,-9.66451,9.72423
-82.4446,0.945257,0.8402,2,7,0,83.2236,0.316892,-9.64297,9.663
-84.1698,0.561085,0.8402,1,3,0,86.6003,0.176622,-9.80717,9.524
-85.4283,0.916645,0.8402,2,7,0,86.7468,0.187749,-9.30838,9.91448
-84.6992,0.891176,0.8402,3,7,0,88.4859,0.389105,-9.77811,9.35758
-83.6274,1,0.8402,2,3,0,84.9127,0.315297,-9.62094,9.37819
-85.2632,0.763725,0.8402,2,3,0,86.7194,0.367345,-9.09066,9.59153
-84.3219,1,0.8402,2,3,0,85.6295,0.203239,-10.1246,9.74582
-84.0102,0.995972,0.8402,3,7,0,85.1707,0.373217,-9.62205,9.40894
-84.1222,0.95119,0.8402,3,7,0,85.7944,0.197867,-10.0187,9.79108
-83.212,1,0.8402,2,3,0,84.5984,0.291351,-9.63646,9.4191
-86.1048,0.745056,0.8402,2,3,0,86.8206,0.399415,-9.31172,9.9927
-86.8277,0.965598,0.8402,3,7,0,87.1319,0.189715,-10.1664,9.28573
-84.8165,0.959274,0.8402,2,3,0,88.1027,0.319657,-9.60921,10.0516
-85.6194,0.876918,0.8402,1,1,0,85.9127,0.292421,-9.63674,10.1243
-82.9561,1,0.8402,2,3,0,85.7732,0.290444,-10.0167,9.70553
-82.8628,0.98242,0.8402,2,3,0,83.2327,0.255291,-9.43526,9.63483
-82.8092,0.818665,0.8402,2,3,0,85.0083,0.249895,-9.79129,9.51766
-82.7132,0.910692,0.8402,3,7,0,83.9464,0.323446,-9.54229,9.73665
-83.8639,0.858589,0.8402,2,3,0,84.3039,0.306925,-9.3879,9.41319
-82.9698,1,0.8402,2,3,0,84.27,0.282986,-9.88881,9.48796
-83.2648,0.96292,0.8402,2,7,0,83.7125,0.360939,-9.57598,9.80127
-83.5121,0.979491,0.8402,3,7,0,83.7419,0.37022,-9.44684,9.74933
-84.9848,0.849492,0.8402,2,3,0,85.782,0.458645,-9.67914,9.62349
-84.9877,1,0.8402,3,7,0,86.4702,0.152171,-9.50343,9.67683
-83.9099,0.920662,0.8402,2,7,0,87.3085,0.354434,-9.96629,9.87652
-82.7703,0.949551,0.8402,2,7,0,85.0094,0.334731,-9.82154,9.56654
-82.4407,0.983038,0.8402,2,3,0,82.9995,0.257871,-9.68731,9.70205
-83.1216,0.92499,0.8402,2,3,0,83.272,0.269948,-9.37645,9.75144
-82.8876,1,0.8402,2,3,0,83.1832,0.283539,-9.40159,9.69194
-83.2468,0.726226,0.8402,2,7,0,85.7045,0.3043,-10.0448,9.54795
-84.7794,0.845679,0.8402,2,7,0,85.7955,0.196755,-10.0871,9.85949
-85.2482,0.889613,0.8402,2,3,0,86.8252,0.342256,-9.42312,9.27969
-88.3788,0.771107,0.8402,3,7,0,89.4145,0.378862,-9.65316,9.06738
-86.2442,0.91736,0.8402,2,7,0,90.8246,0.33469,-9.87355,10.1416
-84.5065,0.986473,0.8402,3,7,0,87.7489,0.256943,-10.2231,9.48215
-83.9624,1,0.8402,2,3,0,85.3544,0.303162,-9.38134,9.91439
-83.1986,0.997637,0.8402,2,3,0,84.451,0.261688,-9.65992,9.42712
-83.3644,0.954394,0.8402,2,3,0,83.9414,0.34116,-9.8594,9.8569
-84.9549,0.799892,0.8402,2,3,0,85.9426,0.174978,-9.71799,9.39133
-83.0873,1,0.8402,2,3,0,85.0554,0.236044,-9.56931,9.49894
-84.0995,0.909001,0.8402,2,3,0,84.5426,0.226628,-9.84434,9.36861
-83.1128,0.880101,0.8402,2,3,0,86.1498,0.248534,-9.43024,9.77074
-83.9325,0.921938,0.8402,2,7,0,84.6792,0.362861,-9.38692,9.48514
-83.0553,0.996559,0.8402,2,3,0,84.1494,0.247402,-9.92302,9.79356
-82.4367,0.987431,0.8402,2,3,0,83.3071,0.293409,-9.83383,9.65757
-82.7902,0.95052,0.8402,2,3,0,82.9447,0.340891,-9.83708,9.594
-84.8581,0.787491,0.8402,2,7,0,85.1831,0.373987,-10.2329,9.57016
-84.4809,1,0.8402,2,7,0,84.9907,0.229935,-9.16256,9.71853
-82.7729,0.987863,0.8402,2,3,0,84.8921,0.260485,-9.59787,9.80226
-83.2942,0.925311,0.8402,2,3,0,83.8123,0.349044,-9.9101,9.51064
-83.958,0.950832,0.8402,2,3,0,84.5344,0.33662,-9.68745,9.35473
-83.1493,0.998377,0.8402,3,7,0,84.5034,0.225006,-9.95057,9.61074
-83.2911,0.971673,0.8402,3,7,0,84.1035,0.321768,-9.33535,9.70132
-83.5882,0.98397,0.8402,2,3,0,83.8336,0.313623,-9.32339,9.80452
-84.553,0.92378,0.8402,3,7,0,84.9383,0.373611,-9.4107,9.91549
-83.0885,1,0.8402,2,3,0,84.816,0.348502,-9.76863,9.8126
-83.697,0.910274,0.8402,2,3,0,84.2108,0.187506,-9.7811,9.56017
-86.0135,0.777394,0.8402,3,7,0,87.1585,0.18825,-9.27924,9.34779
-85.1674,1,0.8402,3,7,0,86.6303,0.382089,-9.95646,9.98381
-83.5535,0.942292,0.8402,2,3,0,86.4747,0.38328,-9.88285,9.55784
-82.6655,1,0.8402,2,3,0,83.5562,0.25509,-9.50522,9.64112
-84.3255,0.870575,0.8402,2,3,0,84.5904,0.430581,-9.56123,9.65095
-83.2281,1,0.8402,2,3,0,84.1441,0.379563,-9.60682,9.61406
-83.4606,0.969849,0.8402,2,7,0,84.0969,0.21595,-9.66808,9.46423
-83.0919,0.91508,0.8402,3,7,0,84.668,0.217685,-9.50757,9.64337
-83.2847,0.974421,0.8402,2,3,0,83.8335,0.370568,-9.61095,9.533
-83.4135,0.906966,0.8402,3,7,0,84.9099,0.387282,-9.64251,9.5709
-86.5947,0.703571,0.8402,2,3,0,87.665,0.33458,-9.76981,10.1749
-91.1303,0.519736,0.8402,2,3,0,94.3869,0.0971492,-9.41172,9.25963
-82.9467,0.820135,0.8402,2,3,0,94.1764,0.250239,-9.71977,9.47885
-84.4162,0.866231,0.8402,2,3,0,84.7995,0.265542,-9.77917,10.0241
-83.8705,0.999149,0.8402,3,7,0,85.597,0.2429,-9.23117,9.63253
-84.5032,0.757135,0.8402,2,7,0,87.6063,0.33487,-9.58487,9.30587
-83.16,0.898097,0.8402,3,7,0,86.2003,0.216738,-9.71186,9.52074
-83.6807,0.96016,0.8402,3,7,0,84.1682,0.245463,-9.93234,9.41866
-82.9492,0.954846,0.8402,2,3,0,84.7177,0.25212,-9.61698,9.83235
-82.8026,1,0.8402,2,3,0,83.14,0.267899,-9.79066,9.82028
-83.1285,0.830879,0.8402,2,3,0,84.708,0.330662,-9.39193,9.61569
-82.5081,0.884721,0.8402,1,3,0,84.2256,0.253045,-9.74676,9.71787
-82.8925,0.959927,0.8402,2,3,0,83.0571,0.321884,-9.80488,9.81584
-83.5214,0.907242,0.8402,3,7,0,84.2334,0.255099,-9.49458,9.89379
-85.8317,0.808631,0.8402,2,7,0,86.75,0.131335,-9.73281,9.60471
-85.6314,0.932459,0.8402,3,7,0,88.4158,0.366805,-10.3433,9.53613
-86.1642,0.963943,0.8402,2,3,0,86.8257,0.407423,-10.3433,9.61555
-82.6739,1,0.8402,2,3,0,85.6552,0.279739,-9.49628,9.73471
-82.474,0.999304,0.8402,2,3,0,82.7191,0.296094,-9.84375,9.62519
-82.6594,0.976232,0.8402,2,3,0,82.8043,0.324076,-9.76272,9.55265
-82.8473,0.968049,0.8402,2,3,0,83.152,0.310517,-9.52962,9.52132
-83.2209,0.747657,0.8402,1,3,0,85.6847,0.298094,-9.85394,9.88014
-84.5935,0.839016,0.8402,3,7,0,85.6525,0.161167,-9.82708,9.74904
-83.3998,0.999113,0.8402,3,7,0,85.1511,0.312196,-9.55784,9.41605
-82.6316,0.822195,0.8402,1,3,0,85.3601,0.283231,-9.64466,9.79555
-82.697,0.979114,0.8402,2,3,0,82.9971,0.237872,-9.63639,9.73529
-83.7966,0.901114,0.8402,2,3,0,84.0643,0.362408,-9.78122,9.8999
-82.9169,0.974951,0.8402,2,3,0,84.3145,0.28906,-9.92766,9.7956
-83.9191,0.893853,0.8402,2,7,0,84.2286,0.283287,-9.18767,9.64596
-83.4778,0.948535,0.8402,2,3,0,85.1009,0.333216,-9.46654,9.85765
-84.7244,0.697485,0.8402,2,3,0,87.1012,0.209368,-9.17007,9.68749
-85.3461,0.808084,0.8402,2,3,0,88.1002,0.229989,-9.15979,9.9033
-84.9961,0.988792,0.8402,3,7,0,86.8718,0.232897,-9.07796,9.624
-83.0149,0.874509,0.8402,2,3,0,86.6144,0.220395,-9.76167,9.54929
-82.3453,0.955343,0.8402,1,3,0,83.5111,0.298077,-9.71359,9.64617
-82.523,0.980674,0.8402,2,3,0,82.5417,0.266723,-9.81595,9.58471
-82.4325,0.969061,0.8402,2,3,0,82.8797,0.292539,-9.72079,9.7391
-84.4054,0.770334,0.8402,2,7,0,85.061,0.333979,-9.54999,9.99592
-82.6474,0.949087,0.8402,2,3,0,85.1358,0.271237,-9.83854,9.76963
-83.7084,0.847197,0.8402,2,3,0,84.2827,0.334292,-9.69295,9.9351
-82.762,0.924643,0.8402,2,3,0,84.9401,0.240287,-9.5517,9.72659
-82.6161,1,0.8402,2,3,0,82.8507,0.307894,-9.88038,9.60034
-83.3764,0.889012,0.8402,2,3,0,83.814,0.215566,-9.53883,9.8037
-88.9194,0.675573,0.8402,3,7,0,88.9648,0.119318,-9.52029,10.0407
-85.5589,1,0.8402,2,3,0,90.7848,0.445414,-9.98042,9.84132
-84.6464,1,0.8402,3,7,0,86.5898,0.414848,-10.0078,9.78766
-83.4885,0.962617,0.8402,2,7,0,86.1437,0.346655,-9.91865,9.47077
-87.4216,0.594243,0.8402,2,3,0,89.627,0.524223,-9.87267,9.62782
-83.6022,1,0.8402,2,3,0,87.4837,0.226692,-9.64637,9.89759
-82.7388,0.972179,0.8402,2,3,0,84.2343,0.282925,-9.64993,9.49577
-84.0679,0.771224,0.8402,2,3,0,84.9382,0.331196,-10.0913,9.45263
-83.6355,1,0.8402,2,3,0,84.1852,0.347802,-10.0234,9.51152
-85.0631,0.893239,0.8402,3,7,0,86.0755,0.276463,-9.7779,10.0817
-83.1076,0.995088,0.8402,3,7,0,85.4719,0.375,-9.69689,9.70811
-83.3806,0.945655,0.8402,1,1,0,83.4874,0.391651,-9.7451,9.68524
-82.9723,0.877766,0.8402,2,3,0,84.9287,0.284116,-9.37547,9.64183
-82.7536,0.859051,0.8402,1,3,0,84.459,0.322949,-9.85744,9.75669
-84.554,0.793095,0.8402,2,3,0,85.0644,0.224048,-9.96634,9.96078
-83.4007,1,0.8402,2,3,0,85.3418,0.303642,-10.0621,9.79089
-83.4266,0.999354,0.8402,3,7,0,83.4856,0.310526,-10.0604,9.79194
-84.5306,0.877582,0.8402,3,7,0,85.4858,0.182213,-9.94192,9.84433
-85.0443,0.986816,0.8402,2,3,0,85.8793,0.156535,-9.61397,9.82863
-84.0163,0.937282,0.8402,2,3,0,86.927,0.415728,-9.76112,9.75509
-82.6663,0.84023,0.8402,2,3,0,85.4999,0.257493,-9.6492,9.78362
-83.2604,0.922851,0.8402,2,3,0,83.6893,0.348342,-9.67141,9.46592
-83.7558,0.939569,0.8402,3,7,0,84.6091,0.314993,-10.057,9.45974
-82.4533,0.883171,0.8402,1,3,0,84.9955,0.263239,-9.73011,9.72525
-84.476,0.804721,0.8402,2,3,0,84.6306,0.221203,-10.1083,9.44451
-84.0719,1,0.8402,2,3,0,84.6027,0.219314,-10.0388,9.46499
-82.7153,1,0.8402,2,7,0,84.1686,0.278062,-9.76795,9.8121
-84.2611,0.829595,0.8402,2,3,0,84.6402,0.169647,-9.68576,9.77174
-82.9274,1,0.8402,2,3,0,84.2638,0.356039,-9.76128,9.572
-82.9011,0.976213,0.8402,2,3,0,83.2977,0.216237,-9.6579,9.64259
-83.303,0.951174,0.8402,3,7,0,83.6806,0.374443,-9.89335,9.69741
-83.7018,0.973594,0.8402,3,7,0,84.469,0.251896,-9.80701,9.37686
-84.3462,0.917397,0.8402,2,3,0,85.4197,0.362076,-9.42278,9.91623
-85.7967,0.928618,0.8402,2,3,0,86.2338,0.378569,-9.60206,10.075
-84.8812,1,0.8402,1,1,0,85.8707,0.37088,-9.5731,10.002
-84.8043,1,0.8402,1,1,0,85.2721,0.366275,-9.57409,10.0014
-84.3494,0.994692,0.8402,3,7,0,85.2592,0.30881,-9.449,9.98291
-86.116,0.741974,0.8402,1,1,0,86.1484,0.31855,-9.37761,10.1089
-82.9817,0.830163,0.8402,2,3,0,88.3717,0.282794,-9.98033,9.77056
-83.1374,0.939936,0.8402,2,3,0,83.8916,0.342314,-9.9786,9.71255
-83.4621,0.899588,0.8402,3,7,0,84.6683,0.373406,-9.95478,9.7065
-83.8828,0.934129,0.8402,2,3,0,84.9925,0.312196,-9.67776,9.97232
-82.844,1,0.8402,2,3,0,84.1797,0.314345,-9.97154,9.64956
-82.848,0.983382,0.8402,2,3,0,83.1454,0.290975,-9.40885,9.66717
-83.8375,0.756292,0.8402,2,3,0,85.7494,0.334601,-10.1089,9.79638
-84.0152,0.975624,0.8402,3,7,0,84.4903,0.282682,-10.1676,9.81892
-86.0706,0.838904,0.8402,3,7,0,86.4091,0.319279,-10.478,9.69664
-86.0202,1,0.8402,2,7,0,87.4098,0.247309,-8.97594,9.81416
-82.9884,0.994082,0.8402,2,3,0,86.4446,0.341701,-9.48539,9.72987
-83.3488,0.96765,0.8402,2,3,0,83.8287,0.283266,-9.38486,9.82455
-84.8347,0.877658,0.8402,3,7,0,85.4961,0.191432,-9.70258,9.3501
-84.3162,1,0.8402,2,3,0,85.2878,0.239254,-9.76424,9.31862
-83.2317,0.986048,0.8402,2,7,0,84.6878,0.359983,-9.56838,9.79364
-83.6768,0.919225,0.8402,2,3,0,84.5997,0.263549,-9.29115,9.79529
-83.2108,0.882914,0.8402,3,7,0,85.2451,0.317524,-9.58739,9.87468
-84.0705,0.773244,0.8402,2,3,0,86.1005,0.313753,-9.77531,9.32794
-82.8164,1,0.8402,2,3,0,84.3157,0.255136,-9.95671,9.6634
-82.9092,0.990527,0.8402,3,7,0,83.3272,0.311046,-9.97793,9.7226
-83.1162,0.904989,0.8402,3,7,0,84.2048,0.30411,-9.46378,9.49187
-82.9107,1,0.8402,3,7,0,83.525,0.220119,-9.65983,9.7304
-82.4192,0.879697,0.8402,2,3,0,84.2302,0.263792,-9.61954,9.65906
-82.5097,0.948826,0.8402,2,3,0,82.9272,0.326296,-9.65806,9.68373
-82.5097,0.688988,0.8402,2,3,0,85.0581,0.326296,-9.65806,9.68373
-83.2587,0.918,0.8402,2,3,0,83.4405,0.306524,-10.0871,9.65676
-84.2578,0.900837,0.8402,2,3,0,84.537,0.229515,-9.19016,9.66398
-84.0548,0.878551,0.8402,2,3,0,86.8874,0.35427,-9.39348,9.44052
-86.0402,0.784085,0.8402,2,7,0,87.0267,0.176288,-10.2851,9.76027
-85.0319,1,0.8402,1,1,0,86.1172,0.191877,-10.2189,9.70223
-89.1043,0.76214,0.8402,2,3,0,89.9858,0.138438,-10.3116,9.972
-84.8792,0.949692,0.8402,2,7,0,89.8065,0.313832,-9.23441,9.37987
-82.7855,0.857725,0.8402,2,3,0,87.2195,0.285536,-9.80182,9.82108
-83.4171,0.908475,0.8402,2,3,0,83.9397,0.248185,-9.78031,9.9029
-84.6671,0.84617,0.8402,2,3,0,85.7258,0.216919,-9.26433,9.8648
-83.1902,0.920737,0.8402,2,3,0,86.0989,0.322093,-9.8353,9.45346
-82.8796,0.990963,0.8402,2,3,0,83.5023,0.245736,-9.45686,9.69057
-83.087,0.989523,0.8402,2,3,0,83.1706,0.229452,-9.4688,9.72898
-83.3095,0.794125,0.8402,2,3,0,85.7863,0.342695,-9.92506,9.81566
-83.3366,0.957496,0.8402,2,3,0,83.9454,0.229815,-9.38231,9.60449
-82.5793,0.842918,0.8402,2,3,0,85.1751,0.314698,-9.71297,9.76389
-83.3935,0.890671,0.8402,2,3,0,83.6847,0.305754,-9.33743,9.78104
-82.7025,0.929774,0.8402,2,3,0,84.1878,0.301376,-9.79455,9.79933
-83.9624,0.831189,0.8402,2,3,0,84.6943,0.294956,-9.58702,9.33681
-85.3708,0.843708,0.8402,3,7,0,86.7976,0.17843,-9.88101,9.35236
-82.8144,0.735026,0.8402,1,3,0,88.7975,0.26337,-9.54713,9.79692
-87.7536,0.610694,0.8402,2,3,0,88.1923,0.342236,-10.3593,10.0687
-82.4865,1,0.8402,2,3,0,86.9795,0.249276,-9.65548,9.66901
-82.6342,0.978565,0.8402,2,3,0,82.8104,0.340606,-9.66515,9.63358
-82.5569,0.986794,0.8402,2,3,0,82.9562,0.249511,-9.63354,9.7206
-84.4967,0.673246,0.8402,2,7,0,86.6114,0.255447,-9.5459,9.29979
-83.0994,0.985977,0.8402,2,3,0,84.9935,0.26887,-9.87202,9.85285
-85.7384,0.736834,0.8402,2,3,0,86.6592,0.171463,-9.9095,9.97184
-83.3952,0.908949,0.8402,2,3,0,87.7619,0.199749,-9.72846,9.54895
-82.9273,0.787067,0.8402,2,3,0,86.0623,0.272667,-9.40948,9.7252
-82.7937,0.995565,0.8402,3,7,0,83.2013,0.306951,-9.89011,9.53959
-83.5169,0.756165,0.8402,2,3,0,85.1387,0.342565,-9.33011,9.60134
-83.1182,1,0.8402,1,1,0,83.5199,0.321299,-9.37195,9.63005
-83.277,0.978781,0.8402,3,7,0,83.9426,0.361475,-9.9281,9.57507
-84.1642,0.823513,0.8402,2,7,0,85.9666,0.359668,-9.88621,9.93093
-85.3323,0.917193,0.8402,2,3,0,86.3262,0.268216,-9.90927,10.0835
-82.9992,1,0.8402,3,7,0,85.2437,0.228559,-9.78496,9.79016
-85.5158,0.556459,0.8402,2,3,0,88.7718,0.304196,-9.31752,9.26928
-82.9581,0.984524,0.8402,2,3,0,85.8761,0.264708,-9.67866,9.46116
-83.0269,0.947181,0.8402,3,7,0,83.993,0.272193,-9.84398,9.85124
-82.7813,1,0.8402,2,3,0,83.017,0.287079,-9.56635,9.5067
